Selecao;Orcado;Atualizado;Empenhado;Liquidado
*********Modalidade da Despesa: Aplicacoes Diretas;12.000,00;12.000,00;0,00;0,00
**********Fonte: Tesouro Municipal;12.000,00;12.000,00;0,00;0,00
*******Elemento Economico: Outros Servicos de Terceiros - Pessoa Juridica;18.000,00;18.000,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;18.000,00;18.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;18.000,00;18.000,00;0,00;0,00
**********Fonte: Tesouro Municipal;18.000,00;18.000,00;0,00;0,00
*******Elemento Economico: Servicos de Consultoria;300.000,00;235.677,50;0,00;0,00
********Categoria da Despesa: Despesas Correntes;300.000,00;235.677,50;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;300.000,00;235.677,50;0,00;0,00
**********Fonte: Tesouro Municipal;300.000,00;235.677,50;0,00;0,00
*Orgao: Fundo de Desenvolvimento Urbano;161.031.000,00;285.614.260,52;255.111.620,22;145.682.227,82
**Unidade: FUNDURB - Secretaria Municipal de Coordenacao das Subprefeituras;16.001.000,00;21.001.000,00;16.814.210,34;9.480.465,62
***Funcao: Urbanismo;16.001.000,00;21.001.000,00;16.814.210,34;9.480.465,62
****Sub-Funcao: Servicos Urbanos;16.001.000,00;21.001.000,00;16.814.210,34;9.480.465,62
*****Programa: Aprimoramento da infraestrutura urbana;16.001.000,00;21.001.000,00;16.814.210,34;9.480.465,62
******Projeto/Atividade: E2026 - Acessibilidade e Reforma do Passeio em toda a quadra do Hospital Darcy Vargas;1.000,00;1.000,00;0,00;0,00
*******Elemento Economico: Obras e Instalacoes;1.000,00;1.000,00;0,00;0,00
********Categoria da Despesa: Despesas de Capital;1.000,00;1.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;1.000,00;1.000,00;0,00;0,00
**********Fonte: Tesouro Municipal;1.000,00;1.000,00;0,00;0,00
******Projeto/Atividade: Reforma e Acessibilidade em Calcadas;16.000.000,00;21.000.000,00;16.814.210,34;9.480.465,62
*******Elemento Economico: Obras e Instalacoes;14.727.500,00;18.467.500,00;15.347.973,86;8.980.574,68
********Categoria da Despesa: Despesas de Capital;14.727.500,00;18.467.500,00;15.347.973,86;8.980.574,68
*********Modalidade da Despesa: Aplicacoes Diretas;14.727.500,00;18.467.500,00;15.347.973,86;8.980.574,68
**********Fonte: Tesouro Municipal - Recursos Vinculados;14.727.500,00;18.467.500,00;15.347.973,86;8.980.574,68
*******Elemento Economico: Outros Servicos de Terceiros - Pessoa Juridica;1.272.500,00;2.532.500,00;1.466.236,48;499.890,94
********Categoria da Despesa: Despesas de Capital;1.272.500,00;2.532.500,00;1.466.236,48;499.890,94
*********Modalidade da Despesa: Aplicacoes Diretas;1.272.500,00;2.532.500,00;1.466.236,48;499.890,94
**********Fonte: Tesouro Municipal - Recursos Vinculados;1.272.500,00;2.532.500,00;1.466.236,48;499.890,94
**Unidade: FUNDURB - Secretaria Municipal de Cultura;35.000.000,00;61.613.260,52;56.343.850,16;41.281.497,13
***Funcao: Cultura;35.000.000,00;61.613.260,52;56.343.850,16;41.281.497,13
****Sub-Funcao: Difusao Cultural;35.000.000,00;61.613.260,52;56.343.850,16;41.281.497,13
*****Programa: Patrimonio historico, artistico e arqueologico;35.000.000,00;61.613.260,52;56.343.850,16;41.281.497,13
******Projeto/Atividade: Recuperacao do Patrimonio Historico Cultural - Praca das Artes;30.906.166,00;60.519.426,52;55.974.099,24;41.244.576,06
*******Elemento Economico: Aquisicao de Imoveis;10.000.000,00;10.000.000,00;6.330.971,24;6.330.971,24
********Categoria da Despesa: Despesas de Capital;10.000.000,00;10.000.000,00;6.330.971,24;6.330.971,24
*********Modalidade da Despesa: Aplicacoes Diretas;10.000.000,00;10.000.000,00;6.330.971,24;6.330.971,24
**********Fonte: Tesouro Municipal - Recursos Vinculados;10.000.000,00;10.000.000,00;6.330.971,24;6.330.971,24
*******Elemento Economico: Despesas de Exercicios Anteriores;0,00;126.298,52;126.298,52;126.297,90
********Categoria da Despesa: Despesas de Capital;0,00;126.298,52;126.298,52;126.297,90
*********Modalidade da Despesa: Aplicacoes Diretas;0,00;126.298,52;126.298,52;126.297,90
**********Fonte: Tesouro Municipal - Recursos Vinculados;0,00;126.298,52;126.298,52;126.297,90
*******Elemento Economico: Indenizacoes e restituicoes;700.000,00;700.000,00;0,00;0,00
********Categoria da Despesa: Despesas de Capital;700.000,00;700.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;700.000,00;700.000,00;0,00;0,00
**********Fonte: Tesouro Municipal - Recursos Vinculados;700.000,00;700.000,00;0,00;0,00
*******Elemento Economico: Locacao de Mao-de-Obra;25.000,00;25.000,00;0,00;0,00
********Categoria da Despesa: Despesas de Capital;25.000,00;25.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;25.000,00;25.000,00;0,00;0,00
**********Fonte: Tesouro Municipal - Recursos Vinculados;25.000,00;25.000,00;0,00;0,00
*******Elemento Economico: Obras e Instalacoes;20.156.166,00;49.643.128,00;49.516.829,48;34.787.306,92
********Categoria da Despesa: Despesas de Capital;20.156.166,00;49.643.128,00;49.516.829,48;34.787.306,92
*********Modalidade da Despesa: Aplicacoes Diretas;20.156.166,00;49.643.128,00;49.516.829,48;34.787.306,92
**********Fonte: Tesouro Municipal - Recursos Vinculados;20.156.166,00;49.643.128,00;49.516.829,48;34.787.306,92
*******Elemento Economico: Outros Servicos de Terceiros - Pessoa Juridica;25.000,00;25.000,00;0,00;0,00
********Categoria da Despesa: Despesas de Capital;25.000,00;25.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;25.000,00;25.000,00;0,00;0,00
**********Fonte: Tesouro Municipal - Recursos Vinculados;25.000,00;25.000,00;0,00;0,00
******Projeto/Atividade: Recuperacao do Patrimonio Historico Cultural - Vila Itororo;4.093.834,00;1.093.834,00;369.750,92;36.921,07
*******Elemento Economico: Obras e Instalacoes;4.000.000,00;628.304,40;0,00;0,00
********Categoria da Despesa: Despesas de Capital;4.000.000,00;628.304,40;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;4.000.000,00;628.304,40;0,00;0,00
**********Fonte: Tesouro Municipal - Recursos Vinculados;4.000.000,00;628.304,40;0,00;0,00
*******Elemento Economico: Outros Servicos de Terceiros - Pessoa Juridica;93.834,00;465.529,60;369.750,92;36.921,07
********Categoria da Despesa: Despesas de Capital;93.834,00;465.529,60;369.750,92;36.921,07
*********Modalidade da Despesa: Aplicacoes Diretas;93.834,00;465.529,60;369.750,92;36.921,07
**********Fonte: Tesouro Municipal - Recursos Vinculados;93.834,00;465.529,60;369.750,92;36.921,07
**Unidade: FUNDURB - Secretaria Municipal de Habitacao;31.000.000,00;71.500.000,00;67.161.513,17;30.936.769,38
***Funcao: Urbanismo;31.000.000,00;71.500.000,00;67.161.513,17;30.936.769,38
****Sub-Funcao: Infra-Estrutura Urbana;31.000.000,00;71.500.000,00;67.161.513,17;30.936.769,38
*****Programa: Acesso a moradia - Regularizacao fundiaria;31.000.000,00;71.500.000,00;67.161.513,17;30.936.769,38
******Projeto/Atividade: Regularizacao Fundiaria em Assentamentos;31.000.000,00;71.500.000,00;67.161.513,17;30.936.769,38
*******Elemento Economico: Obras e Instalacoes;31.000.000,00;66.500.000,00;64.799.827,50;29.810.948,52
********Categoria da Despesa: Despesas de Capital;31.000.000,00;66.500.000,00;64.799.827,50;29.810.948,52
*********Modalidade da Despesa: Aplicacoes Diretas;31.000.000,00;66.500.000,00;64.799.827,50;29.810.948,52
**********Fonte: Tesouro Municipal - Recursos Vinculados;31.000.000,00;66.500.000,00;64.799.827,50;29.810.948,52
*******Elemento Economico: Outros Servicos de Terceiros - Pessoa Juridica;0,00;5.000.000,00;2.361.685,67;1.125.820,86
********Categoria da Despesa: Despesas de Capital;0,00;5.000.000,00;2.361.685,67;1.125.820,86
*********Modalidade da Despesa: Aplicacoes Diretas;0,00;5.000.000,00;2.361.685,67;1.125.820,86
**********Fonte: Tesouro Municipal - Recursos Vinculados;0,00;5.000.000,00;2.361.685,67;1.125.820,86
**Unidade: FUNDURB - Secretaria Municipal de Infra-Estrutura Urbana e Obras;31.000.000,00;51.000.000,00;49.732.620,10;20.446.745,46
***Funcao: Saneamento;31.000.000,00;51.000.000,00;49.732.620,10;20.446.745,46
****Sub-Funcao: Infra-Estrutura Urbana;31.000.000,00;51.000.000,00;49.732.620,10;20.446.745,46
*****Programa: Melhoria da drenagem urbana;31.000.000,00;51.000.000,00;49.732.620,10;20.446.745,46
******Projeto/Atividade: Obras de Drenagem e Saneamento;31.000.000,00;51.000.000,00;49.732.620,10;20.446.745,46
*******Elemento Economico: Obras e Instalacoes;31.000.000,00;51.000.000,00;49.732.620,10;20.446.745,46
********Categoria da Despesa: Despesas de Capital;31.000.000,00;51.000.000,00;49.732.620,10;20.446.745,46
*********Modalidade da Despesa: Aplicacoes Diretas;31.000.000,00;51.000.000,00;49.732.620,10;20.446.745,46
**********Fonte: Tesouro Municipal - Recursos Vinculados;31.000.000,00;51.000.000,00;49.732.620,10;20.446.745,46
**Unidade: FUNDURB - Secretaria Municipal de Transportes;16.000.000,00;23.500.000,00;23.402.084,75;9.791.751,14
***Funcao: Transporte;16.000.000,00;23.500.000,00;23.402.084,75;9.791.751,14
****Sub-Funcao: Transporte Rodoviario;16.000.000,00;23.500.000,00;23.402.084,75;9.791.751,14
*****Programa: Melhoria da mobilidade urbana - Transporte publico;16.000.000,00;23.500.000,00;23.402.084,75;9.791.751,14
******Projeto/Atividade: Implantacao de Equipamentos Urbanos e Comunitarios;16.000.000,00;23.500.000,00;23.402.084,75;9.791.751,14
*******Elemento Economico: Obras e Instalacoes;16.000.000,00;23.500.000,00;23.402.084,75;9.791.751,14
********Categoria da Despesa: Despesas de Capital;16.000.000,00;23.500.000,00;23.402.084,75;9.791.751,14
*********Modalidade da Despesa: Aplicacoes Diretas;16.000.000,00;23.500.000,00;23.402.084,75;9.791.751,14
**********Fonte: Tesouro Municipal - Recursos Vinculados;16.000.000,00;23.500.000,00;23.402.084,75;9.791.751,14
**Unidade: FUNDURB - Secretaria Municipal do Verde e do Meio Ambiente;32.030.000,00;57.000.000,00;41.657.341,70;33.744.999,09
***Funcao: Gestao Ambiental;32.030.000,00;57.000.000,00;41.657.341,70;33.744.999,09
****Sub-Funcao: Preservacao e Conservacao Ambiental;32.030.000,00;57.000.000,00;41.657.341,70;33.744.999,09
*****Programa: Cidade mais verde;32.030.000,00;57.000.000,00;41.657.341,70;33.744.999,09
******Projeto/Atividade: Implantacao de Parque Linear no Corrego Jardim Sao Carlos, altura do n° 22 da Avenida El Rey, Vila Jacui;1.000.000,00;0,00;0,00;0,00
*******Elemento Economico: Obras e Instalacoes;1.000.000,00;0,00;0,00;0,00
********Categoria da Despesa: Despesas de Capital;1.000.000,00;0,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;1.000.000,00;0,00;0,00;0,00
**********Fonte: Tesouro Municipal;1.000.000,00;0,00;0,00;0,00
******Projeto/Atividade: Implantacao de Parques Lineares;31.000.000,00;57.000.000,00;41.657.341,70;33.744.999,09
*******Elemento Economico: Aquisicao de Imoveis;10.000.000,00;36.000.000,00;30.153.851,24;29.398.258,43
********Categoria da Despesa: Despesas de Capital;10.000.000,00;36.000.000,00;30.153.851,24;29.398.258,43
*********Modalidade da Despesa: Aplicacoes Diretas;10.000.000,00;36.000.000,00;30.153.851,24;29.398.258,43
**********Fonte: Tesouro Municipal - Recursos Vinculados;10.000.000,00;36.000.000,00;30.153.851,24;29.398.258,43
*******Elemento Economico: Obras e Instalacoes;21.000.000,00;21.000.000,00;11.503.490,46;4.346.740,66
********Categoria da Despesa: Despesas de Capital;21.000.000,00;21.000.000,00;11.503.490,46;4.346.740,66
*********Modalidade da Despesa: Aplicacoes Diretas;21.000.000,00;21.000.000,00;11.503.490,46;4.346.740,66
**********Fonte: Tesouro Municipal - Recursos Vinculados;21.000.000,00;21.000.000,00;11.503.490,46;4.346.740,66
******Projeto/Atividade: Implantacao do Parque Linear Aguia de Haia e Fechamento com Gradil da Cabeceira do Corrego Ponte Rasa;30.000,00;0,00;0,00;0,00
*******Elemento Economico: Obras e Instalacoes;30.000,00;0,00;0,00;0,00
********Categoria da Despesa: Despesas de Capital;30.000,00;0,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;30.000,00;0,00;0,00;0,00
**********Fonte: Tesouro Municipal;30.000,00;0,00;0,00;0,00
*Orgao: Fundo de Preservacao do Patrimonio Historico e Cultural;400.000,00;400.000,00;0,00;0,00
**Unidade: Fundo de Preservacao do Patrimonio Historico e Cultural;400.000,00;400.000,00;0,00;0,00
***Funcao: Cultura;400.000,00;400.000,00;0,00;0,00
****Sub-Funcao: Patrimonio Historico, Artistico e Arqueologico;400.000,00;400.000,00;0,00;0,00
*****Programa: Patrimonio historico, artistico e arqueologico;400.000,00;400.000,00;0,00;0,00
******Projeto/Atividade: Fundo de Preservacao do Patrimonio Historico e Cultural-FUNPATRI;400.000,00;400.000,00;0,00;0,00
*******Elemento Economico: Outros Servicos de Terceiros - Pessoa Juridica;400.000,00;400.000,00;0,00;0,00
********Categoria da Despesa: Despesas de Capital;400.000,00;400.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;400.000,00;400.000,00;0,00;0,00
**********Fonte: Tesouro Municipal - Recursos Vinculados;400.000,00;400.000,00;0,00;0,00
*Orgao: Fundo de Protecao do Patrimonio Cultural e Ambiental Paulistano;800.000,00;800.000,00;0,00;0,00
**Unidade: Fundo de Protecao do Patrimonio Cultural e Ambiental Paulistano;800.000,00;800.000,00;0,00;0,00
***Funcao: Cultura;800.000,00;800.000,00;0,00;0,00
****Sub-Funcao: Patrimonio Historico, Artistico e Arqueologico;800.000,00;800.000,00;0,00;0,00
*****Programa: Patrimonio historico, artistico e arqueologico;800.000,00;800.000,00;0,00;0,00
******Projeto/Atividade: Fundo de Protecao do Patrimonio Cultural e Ambiental Paulistano-FUNCAP;800.000,00;800.000,00;0,00;0,00
*******Elemento Economico: Outros Servicos de Terceiros - Pessoa Juridica;800.000,00;800.000,00;0,00;0,00
********Categoria da Despesa: Despesas de Capital;800.000,00;800.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;800.000,00;800.000,00;0,00;0,00
**********Fonte: Tesouro Municipal - Recursos Vinculados;800.000,00;800.000,00;0,00;0,00
*Orgao: Fundo Especial de Promocao de Atividades Culturais;10.616.000,00;9.643.690,70;6.778.592,26;5.797.054,16
**Unidade: Fundo Especial de Promocao de Atividades Culturais;10.616.000,00;9.643.690,70;6.778.592,26;5.797.054,16
***Funcao: Cultura;10.616.000,00;9.643.690,70;6.778.592,26;5.797.054,16
****Sub-Funcao: Difusao Cultural;10.616.000,00;9.643.690,70;6.778.592,26;5.797.054,16
*****Programa: Promocao de atividades culturais;10.616.000,00;9.643.690,70;6.778.592,26;5.797.054,16
******Projeto/Atividade: Fundo Especial de Promocao de Atividades Culturais - FEPAC;10.616.000,00;9.643.690,70;6.778.592,26;5.797.054,16
*******Elemento Economico: Obrigacoes Tributarias e Contributivas;190.000,00;150.000,00;130.745,00;50.428,52
********Categoria da Despesa: Despesas Correntes;190.000,00;150.000,00;130.745,00;50.428,52
*********Modalidade da Despesa: Aplicacoes Diretas;190.000,00;150.000,00;130.745,00;50.428,52
**********Fonte: Tesouro Municipal;190.000,00;150.000,00;130.745,00;50.428,52
*******Elemento Economico: Outros Servicos de Terceiros - Pessoa Fisica;720.000,00;281.200,00;186.573,64;153.713,64
********Categoria da Despesa: Despesas Correntes;720.000,00;281.200,00;186.573,64;153.713,64
*********Modalidade da Despesa: Aplicacoes Diretas;720.000,00;281.200,00;186.573,64;153.713,64
**********Fonte: Tesouro Municipal;720.000,00;281.200,00;186.573,64;153.713,64
*******Elemento Economico: Outros Servicos de Terceiros - Pessoa Juridica;9.626.000,00;9.132.490,70;6.461.273,62;5.592.912,00
********Categoria da Despesa: Despesas Correntes;9.626.000,00;9.132.490,70;6.461.273,62;5.592.912,00
*********Modalidade da Despesa: Aplicacoes Diretas;9.626.000,00;9.132.490,70;6.461.273,62;5.592.912,00
**********Fonte: Tesouro Municipal;8.000.000,00;7.506.490,70;5.876.586,47;5.069.313,60
**********Fonte: Tesouro Municipal - Recursos Vinculados;1.626.000,00;1.626.000,00;584.687,15;523.598,40
*******Elemento Economico: Premiacoes Culturais, Artisticas, Cientificas, Desport. e Outras;80.000,00;80.000,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;80.000,00;80.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;80.000,00;80.000,00;0,00;0,00
**********Fonte: Tesouro Municipal;80.000,00;80.000,00;0,00;0,00
*Orgao: Fundo Especial do Meio Ambiente e Desenvolvimento Sustentavel;64.851.518,00;64.851.518,00;16.030.147,55;9.419.589,11
**Unidade: Fundo Especial do Meio Ambiente e Desenvolvimento Sustentavel;64.851.518,00;64.851.518,00;16.030.147,55;9.419.589,11
***Funcao: Gestao Ambiental;64.851.518,00;64.851.518,00;16.030.147,55;9.419.589,11
****Sub-Funcao: Preservacao e Conservacao Ambiental;64.851.518,00;64.851.518,00;16.030.147,55;9.419.589,11
*****Programa: Cidade mais verde;63.401.518,00;64.851.518,00;16.030.147,55;9.419.589,11
******Projeto/Atividade: Implantacao de Parques Urbanos, Naturais e Lineares - FEMA - Credito de Carbono;43.207.810,00;28.091.263,91;853.670,62;488.304,00
*******Elemento Economico: Aquisicao de Imoveis;14.402.603,00;1.063.501,60;0,00;0,00
********Categoria da Despesa: Despesas de Capital;14.402.603,00;1.063.501,60;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;14.402.603,00;1.063.501,60;0,00;0,00
**********Fonte: Tesouro Municipal - Recursos Vinculados;14.402.603,00;1.063.501,60;0,00;0,00
*******Elemento Economico: Obras e Instalacoes;28.805.207,00;27.027.762,31;853.670,62;488.304,00
********Categoria da Despesa: Despesas de Capital;28.805.207,00;27.027.762,31;853.670,62;488.304,00
*********Modalidade da Despesa: Aplicacoes Diretas;28.805.207,00;27.027.762,31;853.670,62;488.304,00
**********Fonte: Tesouro Municipal - Recursos Vinculados;28.805.207,00;27.027.762,31;853.670,62;488.304,00
******Projeto/Atividade: Implantacao de Projetos Ambientais - FEMA;13.160.688,00;22.773.611,30;6.364.881,37;3.458.293,46
*******Elemento Economico: Aquisicao de Imoveis;0,00;13.544.910,59;3.994.990,85;2.474.767,64
********Categoria da Despesa: Despesas de Capital;0,00;13.544.910,59;3.994.990,85;2.474.767,64
*********Modalidade da Despesa: Aplicacoes Diretas;0,00;13.544.910,59;3.994.990,85;2.474.767,64
**********Fonte: Tesouro Municipal - Recursos Vinculados;0,00;13.544.910,59;3.994.990,85;2.474.767,64
*******Elemento Economico: Obras e Instalacoes;6.580.344,00;8.245.174,89;1.386.364,70;0,00
********Categoria da Despesa: Despesas de Capital;6.580.344,00;8.245.174,89;1.386.364,70;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;6.580.344,00;8.245.174,89;1.386.364,70;0,00
**********Fonte: Tesouro Municipal - Recursos Vinculados;6.580.344,00;8.245.174,89;1.386.364,70;0,00
*******Elemento Economico: Outros Servicos de Terceiros - Pessoa Juridica;6.580.344,00;983.525,82;983.525,82;983.525,82
********Categoria da Despesa: Despesas de Capital;6.580.344,00;983.525,82;983.525,82;983.525,82
*********Modalidade da Despesa: Aplicacoes Diretas;6.580.344,00;983.525,82;983.525,82;983.525,82
**********Fonte: Tesouro Municipal - Recursos Vinculados;6.580.344,00;983.525,82;983.525,82;983.525,82
******Projeto/Atividade: Implantacao de Projetos Ambientais - FEMA - Credito de Carbono;2.630.000,00;9.067.104,67;4.507.016,83;2.253.146,67
*******Elemento Economico: Obras e Instalacoes;2.630.000,00;9.067.104,67;4.507.016,83;2.253.146,67
********Categoria da Despesa: Despesas de Capital;2.630.000,00;9.067.104,67;4.507.016,83;2.253.146,67
*********Modalidade da Despesa: Aplicacoes Diretas;2.630.000,00;9.067.104,67;4.507.016,83;2.253.146,67
**********Fonte: Tesouro Municipal - Recursos Vinculados;2.630.000,00;9.067.104,67;4.507.016,83;2.253.146,67
******Projeto/Atividade: Implantacao de Viveiros - FEMA - Credito de Carbono;200.000,00;208.000,00;208.000,00;126.397,56
*******Elemento Economico: Obras e Instalacoes;200.000,00;208.000,00;208.000,00;126.397,56
********Categoria da Despesa: Despesas de Capital;200.000,00;208.000,00;208.000,00;126.397,56
*********Modalidade da Despesa: Aplicacoes Diretas;200.000,00;208.000,00;208.000,00;126.397,56
**********Fonte: Tesouro Municipal - Recursos Vinculados;200.000,00;208.000,00;208.000,00;126.397,56
******Projeto/Atividade: Realizacao de Acoes Ambientais - FEMA;4.203.020,00;4.711.538,12;4.096.578,73;3.093.447,42
*******Elemento Economico: Despesas de Exercicios Anteriores;0,00;12.864,41;12.864,41;12.864,41
********Categoria da Despesa: Despesas Correntes;0,00;12.864,41;12.864,41;12.864,41
*********Modalidade da Despesa: Aplicacoes Diretas;0,00;12.864,41;12.864,41;12.864,41
**********Fonte: Tesouro Municipal - Recursos Vinculados;0,00;12.864,41;12.864,41;12.864,41
*******Elemento Economico: Equipamentos e Material Permanente;0,00;20.950,00;0,00;0,00
********Categoria da Despesa: Despesas de Capital;0,00;20.950,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;0,00;20.950,00;0,00;0,00
**********Fonte: Tesouro Municipal - Recursos Vinculados;0,00;20.950,00;0,00;0,00
*******Elemento Economico: Material de Consumo;0,00;0,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;0,00;0,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;0,00;0,00;0,00;0,00
**********Fonte: Tesouro Municipal - Recursos Vinculados;0,00;0,00;0,00;0,00
*******Elemento Economico: Outros Servicos de Terceiros - Pessoa Juridica;4.203.020,00;4.677.723,71;4.083.714,32;3.080.583,01
********Categoria da Despesa: Despesas Correntes;4.203.020,00;4.677.723,71;4.083.714,32;3.080.583,01
*********Modalidade da Despesa: Aplicacoes Diretas;4.203.020,00;4.677.723,71;4.083.714,32;3.080.583,01
**********Fonte: Tesouro Municipal - Recursos Vinculados;4.203.020,00;4.677.723,71;4.083.714,32;3.080.583,01
*****Programa: Reducao das emissoes de poluentes na atmosfera;1.450.000,00;0,00;0,00;0,00
******Projeto/Atividade: Implementacao da Politica Municipal de Mudancas Climaticas - FEMA - Credito de Carbono;1.450.000,00;0,00;0,00;0,00
*******Elemento Economico: Outros Servicos de Terceiros - Pessoa Juridica;1.450.000,00;0,00;0,00;0,00
********Categoria da Despesa: Despesas de Capital;1.450.000,00;0,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;1.450.000,00;0,00;0,00;0,00
**********Fonte: Tesouro Municipal - Recursos Vinculados;1.450.000,00;0,00;0,00;0,00
*Orgao: Fundo Municipal de Assistencia Social;602.517.193,00;652.256.276,64;575.887.225,79;487.184.348,31
**Unidade: Fundo Municipal de Assistencia Social;602.517.193,00;652.256.276,64;575.887.225,79;487.184.348,31
***Funcao: Assistencia Social;602.517.193,00;652.256.276,64;575.887.225,79;487.184.348,31
****Sub-Funcao: Assistencia a Crianca e ao Adolescente;320.434.985,00;331.552.086,25;317.203.982,56;279.012.138,89
*****Programa: Fortalecimento da rede de protecao social - Basica;232.148.378,00;237.393.689,90;229.011.089,92;204.663.344,94
******Projeto/Atividade: Acao Socio-Educativa e  Preventiva a   Crianca, Adolescente e Jovem;232.098.378,00;237.343.689,90;229.011.089,92;204.663.344,94
*******Elemento Economico: Despesas de Exercicios Anteriores;0,00;61.784,88;61.784,88;61.784,88
********Categoria da Despesa: Despesas Correntes;0,00;61.784,88;61.784,88;61.784,88
*********Modalidade da Despesa: Aplicacoes Diretas;0,00;61.784,88;61.784,88;61.784,88
**********Fonte: Tesouro Municipal;0,00;61.784,88;61.784,88;61.784,88
*******Elemento Economico: Outros Servicos de Terceiros - Pessoa Juridica;232.098.378,00;237.281.905,02;228.949.305,04;204.601.560,06
********Categoria da Despesa: Despesas Correntes;232.098.378,00;237.281.905,02;228.949.305,04;204.601.560,06
*********Modalidade da Despesa: Aplicacoes Diretas;232.098.378,00;237.281.905,02;228.949.305,04;204.601.560,06
**********Fonte: Outras Fontes;626.312,00;626.312,00;527.402,52;439.502,10
**********Fonte: Tesouro Municipal;215.000.000,00;219.223.527,02;212.441.586,88;191.102.794,06
**********Fonte: Transferencias Estaduais;14.253.895,00;15.213.895,00;15.190.163,48;12.411.299,67
**********Fonte: Transferencias Federais;2.218.171,00;2.218.171,00;790.152,16;647.964,23
******Projeto/Atividade: E3221 - Associacao Antonio e Marcos Cavanis, CNPJ 75.637.256/0001-03, Ampliacao da Area de Recreacao da Entidade;50.000,00;50.000,00;0,00;0,00
*******Elemento Economico: Auxilios;50.000,00;50.000,00;0,00;0,00
********Categoria da Despesa: Despesas de Capital;50.000,00;50.000,00;0,00;0,00
*********Modalidade da Despesa: Transferencias a Instituicoes Privadas sem fins Lucrativos;50.000,00;50.000,00;0,00;0,00
**********Fonte: Tesouro Municipal;50.000,00;50.000,00;0,00;0,00
*****Programa: Fortalecimento da rede de protecao social - Especial;88.286.607,00;94.158.396,35;88.192.892,64;74.348.793,95
******Projeto/Atividade: E1909 - Contribuicao para o Lar Divino Amigo, Rua Francisco Garcia 3-49, Sao Miguel Paulista;100.000,00;100.000,00;0,00;0,00
*******Elemento Economico: Contribuicoes;100.000,00;100.000,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;100.000,00;100.000,00;0,00;0,00
*********Modalidade da Despesa: Transferencias a Instituicoes Privadas sem fins Lucrativos;100.000,00;100.000,00;0,00;0,00
**********Fonte: Tesouro Municipal;100.000,00;100.000,00;0,00;0,00
******Projeto/Atividade: E1930 - Contribuicao para o Lar da Crianca Ninho de Paz, Praca Heitor Levi, n° 7, Tatuape;100.000,00;100.000,00;0,00;0,00
*******Elemento Economico: Contribuicoes;100.000,00;100.000,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;100.000,00;100.000,00;0,00;0,00
*********Modalidade da Despesa: Transferencias a Instituicoes Privadas sem fins Lucrativos;100.000,00;100.000,00;0,00;0,00
**********Fonte: Tesouro Municipal;100.000,00;100.000,00;0,00;0,00
******Projeto/Atividade: E3495 - Subsidio as Acoes da Comissao Municipal de Enfrentamento a Violencia, Abuso e Exploracao Sexual Contra Criancas e Adolescentes;100.000,00;100.000,00;0,00;0,00
*******Elemento Economico: Outros Servicos de Terceiros - Pessoa Juridica;100.000,00;100.000,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;100.000,00;100.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;100.000,00;100.000,00;0,00;0,00
**********Fonte: Tesouro Municipal;100.000,00;100.000,00;0,00;0,00
******Projeto/Atividade: E5296 - Organizacao Life , CMDCA 1273;20.000,00;0,00;0,00;0,00
*******Elemento Economico: Contribuicoes;20.000,00;0,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;20.000,00;0,00;0,00;0,00
*********Modalidade da Despesa: Transferencias a Instituicoes Privadas sem fins Lucrativos;20.000,00;0,00;0,00;0,00
**********Fonte: Tesouro Municipal;20.000,00;0,00;0,00;0,00
******Projeto/Atividade: Protecao Social  Especial a Criancas, Adolescentes e Jovens;84.651.407,00;89.760.172,92;85.276.032,97;72.072.676,51
*******Elemento Economico: Despesas de Exercicios Anteriores;0,00;93.855,02;93.855,02;93.855,02
********Categoria da Despesa: Despesas Correntes;0,00;93.855,02;93.855,02;93.855,02
