Selecao;Orcado;Atualizado;Empenhado;Liquidado
***Funcao: Seguranca Publica;219.572.336,00;219.951.418,00;189.340.669,86;185.450.355,40
****Sub-Funcao: Administracao Geral;10.880.541,00;8.658.532,49;7.791.393,33;7.544.825,82
*****Programa: Suporte Administrativo;10.880.541,00;8.658.532,49;7.791.393,33;7.544.825,82
******Projeto/Atividade: Administracao do Gabinete da Coordenadoria de Seguranca Urbana - CSU;10.880.541,00;8.658.532,49;7.791.393,33;7.544.825,82
*******Categoria da Despesa: Despesas Correntes;10.773.210,00;8.551.201,49;7.762.867,01;7.531.704,50
********Elemento Economico: Auxilio-Alimentacao;845.475,00;1.208.466,49;1.208.466,49;1.208.466,49
*********Modalidade da Despesa: Aplicacoes Diretas;845.475,00;1.208.466,49;1.208.466,49;1.208.466,49
**********Fonte: Tesouro Municipal;845.475,00;1.208.466,49;1.208.466,49;1.208.466,49
********Elemento Economico: Auxilio-Transporte;511.104,00;461.104,00;461.104,00;461.104,00
*********Modalidade da Despesa: Aplicacoes Diretas;511.104,00;461.104,00;461.104,00;461.104,00
**********Fonte: Tesouro Municipal;511.104,00;461.104,00;461.104,00;461.104,00
********Elemento Economico: Diarias - Civil;60.000,00;60.000,00;39.166,96;39.166,96
*********Modalidade da Despesa: Aplicacoes Diretas;60.000,00;60.000,00;39.166,96;39.166,96
**********Fonte: Tesouro Municipal;60.000,00;60.000,00;39.166,96;39.166,96
********Elemento Economico: Material de Consumo;225.392,00;225.392,00;88.853,82;75.204,27
*********Modalidade da Despesa: Aplicacoes Diretas;225.392,00;225.392,00;88.853,82;75.204,27
**********Fonte: Tesouro Municipal;225.392,00;225.392,00;88.853,82;75.204,27
********Elemento Economico: Obrigacoes Tributarias e Contributivas;20.500,00;20.500,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;20.500,00;20.500,00;0,00;0,00
**********Fonte: Tesouro Municipal;20.500,00;20.500,00;0,00;0,00
********Elemento Economico: Outros Servicos de Terceiros - Pessoa Fisica;461.500,00;461.500,00;460.198,71;423.954,99
*********Modalidade da Despesa: Aplicacoes Diretas;461.500,00;461.500,00;460.198,71;423.954,99
**********Fonte: Tesouro Municipal;461.500,00;461.500,00;460.198,71;423.954,99
********Elemento Economico: Outros Servicos de Terceiros - Pessoa Juridica;1.548.194,00;1.548.194,00;1.161.003,25;979.736,31
*********Modalidade da Despesa: Aplicacoes Diretas;1.548.194,00;1.548.194,00;1.161.003,25;979.736,31
**********Fonte: Tesouro Municipal;1.548.194,00;1.548.194,00;1.161.003,25;979.736,31
********Elemento Economico: Passagens e Despesas com Locomocao;67.083,00;67.083,00;38.648,41;38.646,11
*********Modalidade da Despesa: Aplicacoes Diretas;67.083,00;67.083,00;38.648,41;38.646,11
**********Fonte: Tesouro Municipal;67.083,00;67.083,00;38.648,41;38.646,11
********Elemento Economico: Servicos de Consultoria;10.000,00;10.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;10.000,00;10.000,00;0,00;0,00
**********Fonte: Tesouro Municipal;10.000,00;10.000,00;0,00;0,00
********Elemento Economico: Vencimentos e Vantagens Fixas - Pessoal Civil;7.023.962,00;4.488.962,00;4.305.425,37;4.305.425,37
*********Modalidade da Despesa: Aplicacoes Diretas;7.023.962,00;4.488.962,00;4.305.425,37;4.305.425,37
**********Fonte: Tesouro Municipal;7.023.962,00;4.488.962,00;4.305.425,37;4.305.425,37
*******Categoria da Despesa: Despesas de Capital;107.331,00;107.331,00;28.526,32;13.121,32
********Elemento Economico: Equipamentos e Material Permanente;107.331,00;107.331,00;28.526,32;13.121,32
*********Modalidade da Despesa: Aplicacoes Diretas;107.331,00;107.331,00;28.526,32;13.121,32
**********Fonte: Tesouro Municipal;107.331,00;107.331,00;28.526,32;13.121,32
****Sub-Funcao: Policiamento;208.691.795,00;211.292.885,51;181.549.276,53;177.905.529,58
*****Programa: Protecao Cidada;208.691.795,00;211.292.885,51;181.549.276,53;177.905.529,58
******Projeto/Atividade: Central de Telecomunicacoes da GCM - CETEL - Convenio do Estado de Sao Paulo/SSP;7.364.834,00;7.364.834,00;112.500,00;0,00
*******Categoria da Despesa: Despesas de Capital;7.364.834,00;7.364.834,00;112.500,00;0,00
********Elemento Economico: Equipamentos e Material Permanente;5.322.720,00;5.322.720,00;112.500,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;5.322.720,00;5.322.720,00;112.500,00;0,00
**********Fonte: Tesouro Municipal;1.822.720,00;1.822.720,00;112.500,00;0,00
**********Fonte: Transferencias Estaduais;3.500.000,00;3.500.000,00;0,00;0,00
********Elemento Economico: Material de Consumo;77.311,00;77.311,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;77.311,00;77.311,00;0,00;0,00
**********Fonte: Tesouro Municipal;77.311,00;77.311,00;0,00;0,00
********Elemento Economico: Outros Servicos de Terceiros - Pessoa Juridica;1.964.803,00;1.964.803,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;1.964.803,00;1.964.803,00;0,00;0,00
**********Fonte: Tesouro Municipal;1.047.273,00;1.047.273,00;0,00;0,00
**********Fonte: Transferencias Estaduais;917.530,00;917.530,00;0,00;0,00
******Projeto/Atividade: Construcao, Reforma e Ampliacao em dependencias da CSU e GCM;300.000,00;1.829.017,95;1.276.655,65;153.183,83
*******Categoria da Despesa: Despesas de Capital;300.000,00;1.829.017,95;1.276.655,65;153.183,83
********Elemento Economico: Obras e Instalacoes;210.000,00;1.622.984,52;1.140.248,62;136.475,85
*********Modalidade da Despesa: Aplicacoes Diretas;210.000,00;1.622.984,52;1.140.248,62;136.475,85
**********Fonte: Tesouro Municipal;210.000,00;1.622.984,52;1.140.248,62;136.475,85
********Elemento Economico: Outros Servicos de Terceiros - Pessoa Juridica;90.000,00;206.033,43;136.407,03;16.707,98
*********Modalidade da Despesa: Aplicacoes Diretas;90.000,00;206.033,43;136.407,03;16.707,98
**********Fonte: Tesouro Municipal;90.000,00;206.033,43;136.407,03;16.707,98
******Projeto/Atividade: Implantacao da Oficina Mecanica -  frota da GCM;500.000,00;500.000,00;295.187,16;125.799,36
*******Categoria da Despesa: Despesas de Capital;500.000,00;500.000,00;295.187,16;125.799,36
********Elemento Economico: Equipamentos e Material Permanente;5.000,00;5.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;5.000,00;5.000,00;0,00;0,00
**********Fonte: Tesouro Municipal;5.000,00;5.000,00;0,00;0,00
********Elemento Economico: Material de Consumo;5.000,00;5.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;5.000,00;5.000,00;0,00;0,00
**********Fonte: Tesouro Municipal;5.000,00;5.000,00;0,00;0,00
********Elemento Economico: Obras e Instalacoes;490.000,00;490.000,00;295.187,16;125.799,36
*********Modalidade da Despesa: Aplicacoes Diretas;490.000,00;490.000,00;295.187,16;125.799,36
**********Fonte: Tesouro Municipal;490.000,00;490.000,00;295.187,16;125.799,36
******Projeto/Atividade: Modernizacao da Estrutura da Guarda Civil Metropolitana nas Acoes de Seguranca Publica no Municipio de Sao Paulo - Convenio MJ/SENASP;22.826.768,00;13.582.753,16;63.321,95;5.356,00
*******Categoria da Despesa: Despesas de Capital;22.826.768,00;13.582.753,16;63.321,95;5.356,00
********Elemento Economico: Equipamentos e Material Permanente;14.825.923,00;5.684.844,99;63.321,95;5.356,00
*********Modalidade da Despesa: Aplicacoes Diretas;14.825.923,00;5.684.844,99;63.321,95;5.356,00
**********Fonte: Tesouro Municipal;2.165.185,00;857.440,66;684,60;0,00
**********Fonte: Transferencias Federais;12.660.738,00;4.827.404,33;62.637,35;5.356,00
********Elemento Economico: Material de Consumo;234.660,00;128.315,78;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;234.660,00;128.315,78;0,00;0,00
**********Fonte: Tesouro Municipal;46.932,00;0,00;0,00;0,00
**********Fonte: Transferencias Federais;187.728,00;128.315,78;0,00;0,00
********Elemento Economico: Obras e Instalacoes;2.900.000,00;3.156.644,39;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;2.900.000,00;3.156.644,39;0,00;0,00
**********Fonte: Tesouro Municipal;500.000,00;756.644,39;0,00;0,00
**********Fonte: Transferencias Federais;2.400.000,00;2.400.000,00;0,00;0,00
********Elemento Economico: Outros Servicos de Terceiros - Pessoa Juridica;4.866.185,00;4.612.948,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;4.866.185,00;4.612.948,00;0,00;0,00
**********Fonte: Tesouro Municipal;253.237,00;0,00;0,00;0,00
**********Fonte: Transferencias Federais;4.612.948,00;4.612.948,00;0,00;0,00
******Projeto/Atividade: Modernizacao das Acoes de Seguranca Preventiva e Comunitaria na Cidade de Sao Paulo - Convenio MJ/SENASP;3.493.099,00;3.374.762,22;176.006,72;105.604,00
*******Categoria da Despesa: Despesas de Capital;3.493.099,00;3.374.762,22;176.006,72;105.604,00
********Elemento Economico: Equipamentos e Material Permanente;1.523.450,00;1.309.962,77;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;1.523.450,00;1.309.962,77;0,00;0,00
**********Fonte: Tesouro Municipal;520.480,00;261.992,55;0,00;0,00
**********Fonte: Transferencias Federais;1.002.970,00;1.047.970,22;0,00;0,00
********Elemento Economico: Material de Consumo;181.715,00;228.602,49;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;181.715,00;228.602,49;0,00;0,00
**********Fonte: Tesouro Municipal;13.245,00;45.720,49;0,00;0,00
**********Fonte: Transferencias Federais;168.470,00;182.882,00;0,00;0,00
********Elemento Economico: Obras e Instalacoes;318.974,00;0,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;318.974,00;0,00;0,00;0,00
**********Fonte: Tesouro Municipal;318.974,00;0,00;0,00;0,00
********Elemento Economico: Outros Servicos de Terceiros - Pessoa Juridica;1.468.960,00;1.836.196,96;176.006,72;105.604,00
*********Modalidade da Despesa: Aplicacoes Diretas;1.468.960,00;1.836.196,96;176.006,72;105.604,00
**********Fonte: Tesouro Municipal;0,00;367.236,96;35.201,36;21.120,80
**********Fonte: Transferencias Federais;1.468.960,00;1.468.960,00;140.805,36;84.483,20
******Projeto/Atividade: Operacao e Manutencao da Guarda Civil Metropolitana;174.207.094,00;184.641.518,18;179.625.605,05;177.515.586,39
*******Categoria da Despesa: Despesas Correntes;171.900.372,00;182.334.796,18;179.384.915,42;177.311.155,31
********Elemento Economico: Auxilio-Alimentacao;28.846.005,00;29.001.623,43;28.269.225,84;28.269.225,84
*********Modalidade da Despesa: Aplicacoes Diretas;28.846.005,00;29.001.623,43;28.269.225,84;28.269.225,84
**********Fonte: Tesouro Municipal;28.846.005,00;29.001.623,43;28.269.225,84;28.269.225,84
********Elemento Economico: Auxilio-Transporte;5.561.896,00;6.141.896,00;5.907.722,66;5.907.722,66
*********Modalidade da Despesa: Aplicacoes Diretas;5.561.896,00;6.141.896,00;5.907.722,66;5.907.722,66
**********Fonte: Tesouro Municipal;5.561.896,00;6.141.896,00;5.907.722,66;5.907.722,66
********Elemento Economico: Diarias - Civil;213.260,00;213.260,00;11.016,69;11.016,69
*********Modalidade da Despesa: Aplicacoes Diretas;213.260,00;213.260,00;11.016,69;11.016,69
**********Fonte: Tesouro Municipal;213.260,00;213.260,00;11.016,69;11.016,69
********Elemento Economico: Material de Consumo;2.000.000,00;3.563.633,06;2.102.957,55;1.851.698,25
*********Modalidade da Despesa: Aplicacoes Diretas;2.000.000,00;3.563.633,06;2.102.957,55;1.851.698,25
**********Fonte: Tesouro Municipal;2.000.000,00;3.563.633,06;2.102.957,55;1.851.698,25
********Elemento Economico: Obrigacoes Tributarias e Contributivas;60.000,00;60.000,00;33.380,04;33.380,04
*********Modalidade da Despesa: Aplicacoes Diretas;60.000,00;60.000,00;33.380,04;33.380,04
**********Fonte: Tesouro Municipal;60.000,00;60.000,00;33.380,04;33.380,04
********Elemento Economico: Outros Servicos de Terceiros - Pessoa Fisica;114.000,00;114.000,00;56.950,39;45.667,39
*********Modalidade da Despesa: Aplicacoes Diretas;114.000,00;114.000,00;56.950,39;45.667,39
**********Fonte: Tesouro Municipal;114.000,00;114.000,00;56.950,39;45.667,39
********Elemento Economico: Outros Servicos de Terceiros - Pessoa Juridica;6.000.000,00;10.436.366,94;10.265.926,55;8.454.708,74
*********Modalidade da Despesa: Aplicacoes Diretas;6.000.000,00;10.436.366,94;10.265.926,55;8.454.708,74
**********Fonte: Tesouro Municipal;6.000.000,00;10.436.366,94;10.265.926,55;8.454.708,74
********Elemento Economico: Passagens e Despesas com Locomocao;74.079,00;74.079,00;22.999,18;22.999,18
*********Modalidade da Despesa: Aplicacoes Diretas;74.079,00;74.079,00;22.999,18;22.999,18
**********Fonte: Tesouro Municipal;74.079,00;74.079,00;22.999,18;22.999,18
********Elemento Economico: Vencimentos e Vantagens Fixas - Pessoal Civil;129.031.132,00;132.729.937,75;132.714.736,52;132.714.736,52
*********Modalidade da Despesa: Aplicacoes Diretas;129.031.132,00;132.729.937,75;132.714.736,52;132.714.736,52
**********Fonte: Tesouro Municipal;129.031.132,00;132.729.937,75;132.714.736,52;132.714.736,52
*******Categoria da Despesa: Despesas de Capital;2.306.722,00;2.306.722,00;240.689,63;204.431,08
********Elemento Economico: Equipamentos e Material Permanente;2.306.722,00;2.306.722,00;240.689,63;204.431,08
*********Modalidade da Despesa: Aplicacoes Diretas;2.306.722,00;2.306.722,00;240.689,63;204.431,08
**********Fonte: Tesouro Municipal;2.306.722,00;2.306.722,00;240.689,63;204.431,08
***Funcao: Urbanismo;308.378,00;308.378,00;0,00;0,00
****Sub-Funcao: Servicos Urbanos;308.378,00;308.378,00;0,00;0,00
*****Programa: Acao Centro - BID;308.378,00;308.378,00;0,00;0,00
******Projeto/Atividade: Acao Centro  BID - Transformacao do Perfil  Social e Economico da Area;308.378,00;308.378,00;0,00;0,00
*******Categoria da Despesa: Despesas de Capital;308.378,00;308.378,00;0,00;0,00
********Elemento Economico: Equipamentos e Material Permanente;308.378,00;308.378,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;308.378,00;308.378,00;0,00;0,00
**********Fonte: Operacoes de Credito;229.643,00;229.643,00;0,00;0,00
**********Fonte: Tesouro Municipal;78.735,00;78.735,00;0,00;0,00
**Unidade: Gabinete do Prefeito;2.349.808,00;5.409.538,81;4.131.388,96;3.999.224,21
***Funcao: Administracao;464.200,00;464.200,00;68.285,89;18.285,89
****Sub-Funcao: Administracao Geral;464.200,00;464.200,00;68.285,89;18.285,89
*****Programa: Suporte Administrativo;464.200,00;464.200,00;68.285,89;18.285,89
******Projeto/Atividade: Administracao do Gabinete do Prefeito;245.000,00;245.000,00;68.285,89;18.285,89
*******Categoria da Despesa: Despesas Correntes;245.000,00;245.000,00;68.285,89;18.285,89
********Elemento Economico: Diarias - Civil;50.000,00;50.000,00;8.562,69;8.562,69
*********Modalidade da Despesa: Aplicacoes Diretas;50.000,00;50.000,00;8.562,69;8.562,69
**********Fonte: Tesouro Municipal;50.000,00;50.000,00;8.562,69;8.562,69
********Elemento Economico: Outros Servicos de Terceiros - Pessoa Fisica;15.000,00;15.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;15.000,00;15.000,00;0,00;0,00
**********Fonte: Tesouro Municipal;15.000,00;15.000,00;0,00;0,00
********Elemento Economico: Passagens e Despesas com Locomocao;180.000,00;180.000,00;59.723,20;9.723,20
*********Modalidade da Despesa: Aplicacoes Diretas;180.000,00;180.000,00;59.723,20;9.723,20
**********Fonte: Tesouro Municipal;180.000,00;180.000,00;59.723,20;9.723,20
******Projeto/Atividade: Instituicao de Equipe de Transicao;219.200,00;219.200,00;0,00;0,00
*******Categoria da Despesa: Despesas Correntes;219.200,00;219.200,00;0,00;0,00
********Elemento Economico: Outros Servicos de Terceiros - Pessoa Juridica;219.200,00;219.200,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;219.200,00;219.200,00;0,00;0,00
**********Fonte: Tesouro Municipal;219.200,00;219.200,00;0,00;0,00
***Funcao: Comercio e Servicos;1.885.608,00;4.945.338,81;4.063.103,07;3.980.938,32
****Sub-Funcao: Turismo;1.885.608,00;4.945.338,81;4.063.103,07;3.980.938,32
*****Programa: Investimento em Turismo;1.000,00;1.000,00;0,00;0,00
******Projeto/Atividade: Aumento de Capital da Sao Paulo Turismo S/A;1.000,00;1.000,00;0,00;0,00
*******Categoria da Despesa: Despesas de Capital;1.000,00;1.000,00;0,00;0,00
********Elemento Economico: Constituicao ou Aumento de Capital de Empresas;1.000,00;1.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;1.000,00;1.000,00;0,00;0,00
**********Fonte: Tesouro Municipal;1.000,00;1.000,00;0,00;0,00
*****Programa: Promocao e Apoio de Atividades Culturais Civicas e Turisticas;1.884.608,00;4.944.338,81;4.063.103,07;3.980.938,32
******Projeto/Atividade: Convenio Ministerio do Turismo;1.884.608,00;4.944.338,81;4.063.103,07;3.980.938,32
*******Categoria da Despesa: Despesas de Capital;1.884.608,00;4.944.338,81;4.063.103,07;3.980.938,32
********Elemento Economico: Contribuicoes;1.884.608,00;4.944.338,81;4.063.103,07;3.980.938,32
*********Modalidade da Despesa: Aplicacoes Diretas;1.884.608,00;4.944.338,81;4.063.103,07;3.980.938,32
**********Fonte: Tesouro Municipal;351.275,00;1.177.672,14;703.233,88;686.599,95
**********Fonte: Transferencias Federais;1.533.333,00;3.766.666,67;3.359.869,19;3.294.338,37
**Unidade: Gabinete do Secretario;167.544.952,00;115.124.580,23;104.631.041,14;98.340.272,73
***Funcao: Administracao;136.960.410,00;41.303.636,93;33.509.517,04;32.364.684,01
****Sub-Funcao: Administracao Geral;135.039.274,00;39.993.914,15;32.738.339,59;31.615.713,42
*****Programa: Planejamento e Desenvolvimento Urbano;100.000.000,00;3.121.862,21;0,00;0,00
******Projeto/Atividade: Parceria Publico Privada - E3500;100.000.000,00;3.121.862,21;0,00;0,00
*******Categoria da Despesa: Despesas de Capital;100.000.000,00;3.121.862,21;0,00;0,00
********Elemento Economico: Outros Servicos de Terceiros - Pessoa Juridica;100.000.000,00;3.121.862,21;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;100.000.000,00;3.121.862,21;0,00;0,00
**********Fonte: Tesouro Municipal;100.000.000,00;3.121.862,21;0,00;0,00
*****Programa: Suporte Administrativo;35.039.274,00;36.872.051,94;32.738.339,59;31.615.713,42
******Projeto/Atividade: Administracao do Gabinete da Secretaria do Governo Municipal;34.974.274,00;35.951.762,08;32.731.789,59;31.609.163,42
*******Categoria da Despesa: Despesas Correntes;34.624.274,00;35.601.762,08;32.665.455,33;31.543.809,16
********Elemento Economico: Auxilio-Alimentacao;1.795.000,00;2.497.488,08;2.396.664,08;2.396.664,08
*********Modalidade da Despesa: Aplicacoes Diretas;1.795.000,00;2.497.488,08;2.396.664,08;2.396.664,08
**********Fonte: Tesouro Municipal;1.795.000,00;2.497.488,08;2.396.664,08;2.396.664,08
********Elemento Economico: Auxilio-Transporte;729.000,00;579.000,00;535.243,78;535.243,78
*********Modalidade da Despesa: Aplicacoes Diretas;729.000,00;579.000,00;535.243,78;535.243,78
**********Fonte: Tesouro Municipal;729.000,00;579.000,00;535.243,78;535.243,78
********Elemento Economico: Contribuicoes;40.000,00;40.000,00;0,00;0,00
*********Modalidade da Despesa: Transferencias a Instituicoes Privadas sem fins Lucrativos;40.000,00;40.000,00;0,00;0,00
**********Fonte: Tesouro Municipal;40.000,00;40.000,00;0,00;0,00
********Elemento Economico: Despesas de Exercicios Anteriores;0,00;1.978,55;680,29;680,29
*********Modalidade da Despesa: Aplicacoes Diretas;0,00;1.978,55;680,29;680,29
**********Fonte: Tesouro Municipal;0,00;1.978,55;680,29;680,29
********Elemento Economico: Diarias - Civil;60.000,00;60.000,00;17.695,45;17.695,45
*********Modalidade da Despesa: Aplicacoes Diretas;60.000,00;60.000,00;17.695,45;17.695,45
**********Fonte: Tesouro Municipal;60.000,00;60.000,00;17.695,45;17.695,45
********Elemento Economico: Material de Consumo;1.100.000,00;988.521,45;243.967,61;222.025,77
*********Modalidade da Despesa: Aplicacoes Diretas;1.100.000,00;988.521,45;243.967,61;222.025,77
**********Fonte: Tesouro Municipal;1.100.000,00;988.521,45;243.967,61;222.025,77
********Elemento Economico: Obrigacoes Tributarias e Contributivas;60.000,00;59.500,00;1.740,00;930,00
*********Modalidade da Despesa: Aplicacoes Diretas;60.000,00;59.500,00;1.740,00;930,00
**********Fonte: Tesouro Municipal;60.000,00;59.500,00;1.740,00;930,00
********Elemento Economico: Outros Servicos de Terceiros - Pessoa Fisica;95.000,00;95.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;95.000,00;95.000,00;0,00;0,00
**********Fonte: Tesouro Municipal;95.000,00;95.000,00;0,00;0,00
********Elemento Economico: Outros Servicos de Terceiros - Pessoa Juridica;7.952.000,00;7.952.000,00;6.449.481,41;5.387.373,61
*********Modalidade da Despesa: Aplicacoes Diretas;7.952.000,00;7.952.000,00;6.449.481,41;5.387.373,61
**********Fonte: Tesouro Municipal;7.952.000,00;7.952.000,00;6.449.481,41;5.387.373,61
********Elemento Economico: Passagens e Despesas com Locomocao;150.000,00;150.000,00;93.820,09;57.033,56
*********Modalidade da Despesa: Aplicacoes Diretas;150.000,00;150.000,00;93.820,09;57.033,56
**********Fonte: Tesouro Municipal;150.000,00;150.000,00;93.820,09;57.033,56
********Elemento Economico: Servicos de Consultoria;250.000,00;250.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;250.000,00;250.000,00;0,00;0,00
**********Fonte: Tesouro Municipal;250.000,00;250.000,00;0,00;0,00
********Elemento Economico: Vencimentos e Vantagens Fixas - Pessoal Civil;22.393.274,00;22.928.274,00;22.926.162,62;22.926.162,62
*********Modalidade da Despesa: Aplicacoes Diretas;22.393.274,00;22.928.274,00;22.926.162,62;22.926.162,62
**********Fonte: Tesouro Municipal;22.393.274,00;22.928.274,00;22.926.162,62;22.926.162,62
*******Categoria da Despesa: Despesas de Capital;350.000,00;350.000,00;66.334,26;65.354,26
********Elemento Economico: Equipamentos e Material Permanente;350.000,00;350.000,00;66.334,26;65.354,26
*********Modalidade da Despesa: Aplicacoes Diretas;350.000,00;350.000,00;66.334,26;65.354,26
**********Fonte: Tesouro Municipal;350.000,00;350.000,00;66.334,26;65.354,26
******Projeto/Atividade: Construcao, Ampliacao e Reforma de Edificacoes - SGM;65.000,00;920.289,86;6.550,00;6.550,00
*******Categoria da Despesa: Despesas de Capital;65.000,00;920.289,86;6.550,00;6.550,00
********Elemento Economico: Obras e Instalacoes;0,00;916.839,86;6.550,00;6.550,00
*********Modalidade da Despesa: Aplicacoes Diretas;0,00;916.839,86;6.550,00;6.550,00
**********Fonte: Tesouro Municipal;0,00;916.839,86;6.550,00;6.550,00
********Elemento Economico: Outros Servicos de Terceiros - Pessoa Juridica;65.000,00;3.450,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;65.000,00;3.450,00;0,00;0,00
**********Fonte: Tesouro Municipal;65.000,00;3.450,00;0,00;0,00
****Sub-Funcao: Cooperacao Internacional;135.602,00;135.602,00;33.350,00;33.350,00
*****Programa: Promocao de Relacoes Nacionais e Internacionais;135.602,00;135.602,00;33.350,00;33.350,00
******Projeto/Atividade: URB-AL-Luta Contra a Pobreza Urbana;135.602,00;135.602,00;33.350,00;33.350,00
*******Categoria da Despesa: Despesas de Capital;135.602,00;135.602,00;33.350,00;33.350,00
********Elemento Economico: Outros Servicos de Terceiros - Pessoa Juridica;135.602,00;135.602,00;33.350,00;33.350,00
*********Modalidade da Despesa: Aplicacoes Diretas;135.602,00;135.602,00;33.350,00;33.350,00
**********Fonte: Outras Fontes;107.921,00;107.921,00;33.350,00;33.350,00
**********Fonte: Tesouro Municipal;27.681,00;27.681,00;0,00;0,00
****Sub-Funcao: Formacao de Recursos Humanos;50.000,00;50.000,00;8.575,00;8.575,00
*****Programa: Fortalecimento Institucional e Melhoria da Gestao;50.000,00;50.000,00;8.575,00;8.575,00
******Projeto/Atividade: Formacao e Aperfeicoamento dos Profissionais da PMSP;50.000,00;50.000,00;8.575,00;8.575,00
*******Categoria da Despesa: Despesas Correntes;50.000,00;50.000,00;8.575,00;8.575,00
********Elemento Economico: Outros Servicos de Terceiros - Pessoa Juridica;50.000,00;50.000,00;8.575,00;8.575,00
*********Modalidade da Despesa: Aplicacoes Diretas;50.000,00;50.000,00;8.575,00;8.575,00
**********Fonte: Tesouro Municipal;50.000,00;50.000,00;8.575,00;8.575,00
****Sub-Funcao: Servicos Urbanos;75.500,00;75.500,00;0,00;0,00
*****Programa: Sistema de Gestao de Informacoes;75.500,00;75.500,00;0,00;0,00
******Projeto/Atividade: Assessoria p/ Operacao e Manutencao de Indicadores de Gestao Municipal;75.500,00;75.500,00;0,00;0,00
*******Categoria da Despesa: Despesas Correntes;75.500,00;75.500,00;0,00;0,00
********Elemento Economico: Outros Servicos de Terceiros - Pessoa Fisica;15.000,00;15.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;15.000,00;15.000,00;0,00;0,00
**********Fonte: Tesouro Municipal;15.000,00;15.000,00;0,00;0,00
********Elemento Economico: Outros Servicos de Terceiros - Pessoa Juridica;25.000,00;25.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;25.000,00;25.000,00;0,00;0,00
**********Fonte: Tesouro Municipal;25.000,00;25.000,00;0,00;0,00
********Elemento Economico: Servicos de Consultoria;35.500,00;35.500,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;35.500,00;35.500,00;0,00;0,00
**********Fonte: Tesouro Municipal;35.500,00;35.500,00;0,00;0,00
****Sub-Funcao: Tecnologia da Informacao;1.660.034,00;1.048.620,78;729.252,45;707.045,59
*****Programa: Sistema de Informacao e Processamento de Dados;1.660.034,00;1.048.620,78;729.252,45;707.045,59
******Projeto/Atividade: Aquisicao de Materiais, Equipamentos e Servicos de Informatica e Comunicacao;1.660.034,00;1.048.620,78;729.252,45;707.045,59
*******Categoria da Despesa: Despesas Correntes;1.202.217,00;713.208,71;461.588,45;439.381,59
********Elemento Economico: Material de Consumo;250.739,00;144.903,37;86.065,26;83.315,26
*********Modalidade da Despesa: Aplicacoes Diretas;250.739,00;144.903,37;86.065,26;83.315,26
**********Fonte: Tesouro Municipal;250.739,00;144.903,37;86.065,26;83.315,26
********Elemento Economico: Outros Servicos de Terceiros - Pessoa Juridica;951.478,00;568.305,34;375.523,19;356.066,33
*********Modalidade da Despesa: Aplicacoes Diretas;951.478,00;568.305,34;375.523,19;356.066,33
**********Fonte: Tesouro Municipal;951.478,00;568.305,34;375.523,19;356.066,33
*******Categoria da Despesa: Despesas de Capital;457.817,00;335.412,07;267.664,00;267.664,00
********Elemento Economico: Equipamentos e Material Permanente;457.817,00;335.412,07;267.664,00;267.664,00
*********Modalidade da Despesa: Aplicacoes Diretas;457.817,00;335.412,07;267.664,00;267.664,00
**********Fonte: Tesouro Municipal;457.817,00;335.412,07;267.664,00;267.664,00
***Funcao: Comercio e Servicos;17.660.000,00;23.727.604,36;22.858.041,74;21.423.174,62
****Sub-Funcao: Turismo;17.660.000,00;23.727.604,36;22.858.041,74;21.423.174,62
*****Programa: Promocao e Apoio de Atividades Culturais Civicas e Turisticas;17.660.000,00;23.727.604,36;22.858.041,74;21.423.174,62
******Projeto/Atividade: Centenario da Imigracao da Provincia de Okinawa - E846;200.000,00;200.000,00;0,00;0,00
*******Categoria da Despesa: Despesas de Capital;200.000,00;200.000,00;0,00;0,00
