Selecao;Orcado;Atualizado;Empenhado;Liquidado
*****Programa: Suporte Administrativo;8.955.000,00;8.955.000,00;8.239.211,89;7.178.329,24
******Projeto/Atividade: Coordenacao e Administracao Geral;8.955.000,00;8.955.000,00;8.239.211,89;7.178.329,24
*******Elemento Economico: Equipamentos e Material Permanente;55.000,00;55.000,00;23.939,15;23.939,15
********Categoria da Despesa: Despesas de Capital;55.000,00;55.000,00;23.939,15;23.939,15
*********Modalidade da Despesa: Aplicacoes Diretas;55.000,00;55.000,00;23.939,15;23.939,15
**********Fonte: Tesouro Municipal;55.000,00;55.000,00;23.939,15;23.939,15
*******Elemento Economico: Material de Consumo;1.100.000,00;1.100.000,00;881.899,21;806.187,20
********Categoria da Despesa: Despesas Correntes;1.100.000,00;1.100.000,00;881.899,21;806.187,20
*********Modalidade da Despesa: Aplicacoes Diretas;1.100.000,00;1.100.000,00;881.899,21;806.187,20
**********Fonte: Tesouro Municipal;1.100.000,00;1.100.000,00;881.899,21;806.187,20
*******Elemento Economico: Outros Servicos de Terceiros - Pessoa Juridica;7.750.000,00;7.750.000,00;7.290.881,03;6.305.710,39
********Categoria da Despesa: Despesas Correntes;7.750.000,00;7.750.000,00;7.290.881,03;6.305.710,39
*********Modalidade da Despesa: Aplicacoes Diretas;7.750.000,00;7.750.000,00;7.290.881,03;6.305.710,39
**********Fonte: Tesouro Municipal;7.750.000,00;7.750.000,00;7.290.881,03;6.305.710,39
*******Elemento Economico: Passagens e Despesas com Locomocao;50.000,00;50.000,00;42.492,50;42.492,50
********Categoria da Despesa: Despesas Correntes;50.000,00;50.000,00;42.492,50;42.492,50
*********Modalidade da Despesa: Aplicacoes Diretas;50.000,00;50.000,00;42.492,50;42.492,50
**********Fonte: Tesouro Municipal;50.000,00;50.000,00;42.492,50;42.492,50
****Sub-Funcao: Assistencia Hospitalar e Ambulatorial;2.525.000,00;2.525.000,00;1.767.878,32;1.767.878,32
*****Programa: Assistencia Farmaceutica;25.000,00;25.000,00;12.098,48;12.098,48
******Projeto/Atividade: Operacao da Assistencia Farmaceutica;25.000,00;25.000,00;12.098,48;12.098,48
*******Elemento Economico: Material de Consumo;25.000,00;25.000,00;12.098,48;12.098,48
********Categoria da Despesa: Despesas Correntes;25.000,00;25.000,00;12.098,48;12.098,48
*********Modalidade da Despesa: Aplicacoes Diretas;25.000,00;25.000,00;12.098,48;12.098,48
**********Fonte: Tesouro Municipal;25.000,00;25.000,00;12.098,48;12.098,48
*****Programa: Integralidade da Atencao;2.500.000,00;2.500.000,00;1.755.779,84;1.755.779,84
******Projeto/Atividade: Administracao do Material Hospitalar, Ambulatorial e Odontologico;2.500.000,00;2.500.000,00;1.755.779,84;1.755.779,84
*******Elemento Economico: Material de Consumo;2.500.000,00;2.500.000,00;1.755.779,84;1.755.779,84
********Categoria da Despesa: Despesas Correntes;2.500.000,00;2.500.000,00;1.755.779,84;1.755.779,84
*********Modalidade da Despesa: Aplicacoes Diretas;2.500.000,00;2.500.000,00;1.755.779,84;1.755.779,84
**********Fonte: Tesouro Municipal;2.500.000,00;2.500.000,00;1.755.779,84;1.755.779,84
****Sub-Funcao: Atencao Basica;28.755.000,00;28.755.000,00;27.496.468,12;24.744.112,31
*****Programa: Integralidade da Atencao;28.755.000,00;28.755.000,00;27.496.468,12;24.744.112,31
******Projeto/Atividade: Operacao e Manutencao de Unidades de Saude;28.755.000,00;28.755.000,00;27.496.468,12;24.744.112,31
*******Elemento Economico: Equipamentos e Material Permanente;739.000,00;739.000,00;362.967,35;306.539,35
********Categoria da Despesa: Despesas de Capital;739.000,00;739.000,00;362.967,35;306.539,35
*********Modalidade da Despesa: Aplicacoes Diretas;739.000,00;739.000,00;362.967,35;306.539,35
**********Fonte: Tesouro Municipal;739.000,00;739.000,00;362.967,35;306.539,35
*******Elemento Economico: Locacao de Mao-de-Obra;18.000.000,00;18.000.000,00;17.972.730,74;16.585.931,10
********Categoria da Despesa: Despesas Correntes;18.000.000,00;18.000.000,00;17.972.730,74;16.585.931,10
*********Modalidade da Despesa: Aplicacoes Diretas;18.000.000,00;18.000.000,00;17.972.730,74;16.585.931,10
**********Fonte: Tesouro Municipal;18.000.000,00;18.000.000,00;17.972.730,74;16.585.931,10
*******Elemento Economico: Material de Consumo;2.400.000,00;2.400.000,00;1.825.804,28;1.501.861,17
********Categoria da Despesa: Despesas Correntes;2.400.000,00;2.400.000,00;1.825.804,28;1.501.861,17
*********Modalidade da Despesa: Aplicacoes Diretas;2.400.000,00;2.400.000,00;1.825.804,28;1.501.861,17
**********Fonte: Tesouro Municipal;2.400.000,00;2.400.000,00;1.825.804,28;1.501.861,17
*******Elemento Economico: Obrigacoes Tributarias e Contributivas;86.000,00;86.000,00;86.000,00;78.853,91
********Categoria da Despesa: Despesas Correntes;86.000,00;86.000,00;86.000,00;78.853,91
*********Modalidade da Despesa: Aplicacoes Diretas;86.000,00;86.000,00;86.000,00;78.853,91
**********Fonte: Tesouro Municipal;86.000,00;86.000,00;86.000,00;78.853,91
*******Elemento Economico: Outros Auxilios Financeiros a Pessoas Fisicas;180.000,00;180.000,00;96.373,67;96.373,67
********Categoria da Despesa: Despesas Correntes;180.000,00;180.000,00;96.373,67;96.373,67
*********Modalidade da Despesa: Aplicacoes Diretas;180.000,00;180.000,00;96.373,67;96.373,67
**********Fonte: Tesouro Municipal;180.000,00;180.000,00;96.373,67;96.373,67
*******Elemento Economico: Outros Servicos de Terceiros - Pessoa Fisica;1.450.000,00;1.450.000,00;1.445.489,62;1.395.418,66
********Categoria da Despesa: Despesas Correntes;1.450.000,00;1.450.000,00;1.445.489,62;1.395.418,66
*********Modalidade da Despesa: Aplicacoes Diretas;1.450.000,00;1.450.000,00;1.445.489,62;1.395.418,66
**********Fonte: Tesouro Municipal;1.450.000,00;1.450.000,00;1.445.489,62;1.395.418,66
*******Elemento Economico: Outros Servicos de Terceiros - Pessoa Juridica;5.900.000,00;5.900.000,00;5.707.102,46;4.779.134,45
********Categoria da Despesa: Despesas Correntes;5.900.000,00;5.900.000,00;5.707.102,46;4.779.134,45
*********Modalidade da Despesa: Aplicacoes Diretas;5.900.000,00;5.900.000,00;5.707.102,46;4.779.134,45
**********Fonte: Tesouro Municipal;5.900.000,00;5.900.000,00;5.707.102,46;4.779.134,45
****Sub-Funcao: Direitos Individuais, Coletivos e Difusos;20.000,00;20.000,00;15.302,10;5.304,00
*****Programa: SUS com Qualidade;20.000,00;20.000,00;15.302,10;5.304,00
******Projeto/Atividade: Apoio a Consolidacao da Participacao Social no SUS - Municipal;20.000,00;20.000,00;15.302,10;5.304,00
*******Elemento Economico: Material de Consumo;10.000,00;10.000,00;5.304,00;5.304,00
********Categoria da Despesa: Despesas Correntes;10.000,00;10.000,00;5.304,00;5.304,00
*********Modalidade da Despesa: Aplicacoes Diretas;10.000,00;10.000,00;5.304,00;5.304,00
**********Fonte: Tesouro Municipal;10.000,00;10.000,00;5.304,00;5.304,00
*******Elemento Economico: Passagens e Despesas com Locomocao;10.000,00;10.000,00;9.998,10;0,00
********Categoria da Despesa: Despesas Correntes;10.000,00;10.000,00;9.998,10;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;10.000,00;10.000,00;9.998,10;0,00
**********Fonte: Tesouro Municipal;10.000,00;10.000,00;9.998,10;0,00
**Unidade: Coordenadoria Regional de Saude Norte;35.744.000,00;35.744.000,00;35.210.554,38;30.570.571,94
***Funcao: Saude;35.744.000,00;35.744.000,00;35.210.554,38;30.570.571,94
****Sub-Funcao: Administracao Geral;835.000,00;303.348,05;218.435,53;182.567,47
*****Programa: Suporte Administrativo;835.000,00;303.348,05;218.435,53;182.567,47
******Projeto/Atividade: Coordenacao e Administracao Geral;835.000,00;303.348,05;218.435,53;182.567,47
*******Elemento Economico: Despesas de Exercicios Anteriores;0,00;23.884,19;10.989,02;10.989,02
********Categoria da Despesa: Despesas Correntes;0,00;23.884,19;10.989,02;10.989,02
*********Modalidade da Despesa: Aplicacoes Diretas;0,00;23.884,19;10.989,02;10.989,02
**********Fonte: Tesouro Municipal;0,00;23.884,19;10.989,02;10.989,02
*******Elemento Economico: Diarias - Civil;10.000,00;0,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;10.000,00;0,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;10.000,00;0,00;0,00;0,00
**********Fonte: Tesouro Municipal;10.000,00;0,00;0,00;0,00
*******Elemento Economico: Equipamentos e Material Permanente;50.000,00;50.000,00;9.651,00;9.651,00
********Categoria da Despesa: Despesas de Capital;50.000,00;50.000,00;9.651,00;9.651,00
*********Modalidade da Despesa: Aplicacoes Diretas;50.000,00;50.000,00;9.651,00;9.651,00
**********Fonte: Tesouro Municipal;50.000,00;50.000,00;9.651,00;9.651,00
*******Elemento Economico: Locacao de Mao-de-Obra;75.000,00;0,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;75.000,00;0,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;75.000,00;0,00;0,00;0,00
**********Fonte: Tesouro Municipal;75.000,00;0,00;0,00;0,00
*******Elemento Economico: Material de Consumo;205.000,00;15.193,00;11.393,00;11.393,00
********Categoria da Despesa: Despesas Correntes;205.000,00;15.193,00;11.393,00;11.393,00
*********Modalidade da Despesa: Aplicacoes Diretas;205.000,00;15.193,00;11.393,00;11.393,00
**********Fonte: Tesouro Municipal;205.000,00;15.193,00;11.393,00;11.393,00
*******Elemento Economico: Obrigacoes Tributarias e Contributivas;10.000,00;0,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;10.000,00;0,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;10.000,00;0,00;0,00;0,00
**********Fonte: Tesouro Municipal;10.000,00;0,00;0,00;0,00
*******Elemento Economico: Outros Servicos de Terceiros - Pessoa Fisica;95.000,00;0,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;95.000,00;0,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;95.000,00;0,00;0,00;0,00
**********Fonte: Tesouro Municipal;95.000,00;0,00;0,00;0,00
*******Elemento Economico: Outros Servicos de Terceiros - Pessoa Juridica;310.000,00;214.270,86;186.402,51;150.534,45
********Categoria da Despesa: Despesas Correntes;310.000,00;214.270,86;186.402,51;150.534,45
*********Modalidade da Despesa: Aplicacoes Diretas;310.000,00;214.270,86;186.402,51;150.534,45
**********Fonte: Tesouro Municipal;310.000,00;214.270,86;186.402,51;150.534,45
*******Elemento Economico: Passagens e Despesas com Locomocao;80.000,00;0,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;80.000,00;0,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;80.000,00;0,00;0,00;0,00
**********Fonte: Tesouro Municipal;80.000,00;0,00;0,00;0,00
****Sub-Funcao: Assistencia Hospitalar e Ambulatorial;1.099.000,00;1.099.000,00;1.072.358,28;906.862,68
*****Programa: Assistencia Farmaceutica;99.000,00;99.000,00;72.576,00;72.474,00
******Projeto/Atividade: Operacao da Assistencia Farmaceutica;99.000,00;99.000,00;72.576,00;72.474,00
*******Elemento Economico: Material de Consumo;99.000,00;99.000,00;72.576,00;72.474,00
********Categoria da Despesa: Despesas Correntes;99.000,00;99.000,00;72.576,00;72.474,00
*********Modalidade da Despesa: Aplicacoes Diretas;99.000,00;99.000,00;72.576,00;72.474,00
**********Fonte: Tesouro Municipal;99.000,00;99.000,00;72.576,00;72.474,00
*****Programa: Integralidade da Atencao;1.000.000,00;1.000.000,00;999.782,28;834.388,68
******Projeto/Atividade: Administracao do Material Hospitalar, Ambulatorial e Odontologico;1.000.000,00;1.000.000,00;999.782,28;834.388,68
*******Elemento Economico: Material de Consumo;1.000.000,00;1.000.000,00;999.782,28;834.388,68
********Categoria da Despesa: Despesas Correntes;1.000.000,00;1.000.000,00;999.782,28;834.388,68
*********Modalidade da Despesa: Aplicacoes Diretas;1.000.000,00;1.000.000,00;999.782,28;834.388,68
**********Fonte: Tesouro Municipal;1.000.000,00;1.000.000,00;999.782,28;834.388,68
****Sub-Funcao: Atencao Basica;33.790.000,00;34.333.291,95;33.915.560,57;29.476.941,79
*****Programa: Integralidade da Atencao;33.790.000,00;34.333.291,95;33.915.560,57;29.476.941,79
******Projeto/Atividade: Operacao e Manutencao de Unidades de Saude;33.790.000,00;34.333.291,95;33.915.560,57;29.476.941,79
*******Elemento Economico: Equipamentos e Material Permanente;700.000,00;335.000,00;201.011,33;111.981,56
********Categoria da Despesa: Despesas de Capital;700.000,00;335.000,00;201.011,33;111.981,56
*********Modalidade da Despesa: Aplicacoes Diretas;700.000,00;335.000,00;201.011,33;111.981,56
**********Fonte: Tesouro Municipal;700.000,00;335.000,00;201.011,33;111.981,56
*******Elemento Economico: Locacao de Mao-de-Obra;13.300.000,00;14.720.795,16;14.709.737,40;12.801.574,43
********Categoria da Despesa: Despesas Correntes;13.300.000,00;14.720.795,16;14.709.737,40;12.801.574,43
*********Modalidade da Despesa: Aplicacoes Diretas;13.300.000,00;14.720.795,16;14.709.737,40;12.801.574,43
**********Fonte: Tesouro Municipal;13.300.000,00;14.720.795,16;14.709.737,40;12.801.574,43
*******Elemento Economico: Material de Consumo;3.700.000,00;2.778.000,00;2.634.331,40;1.979.434,01
********Categoria da Despesa: Despesas Correntes;3.700.000,00;2.778.000,00;2.634.331,40;1.979.434,01
*********Modalidade da Despesa: Aplicacoes Diretas;3.700.000,00;2.778.000,00;2.634.331,40;1.979.434,01
**********Fonte: Tesouro Municipal;3.700.000,00;2.778.000,00;2.634.331,40;1.979.434,01
*******Elemento Economico: Obrigacoes Tributarias e Contributivas;30.000,00;30.000,00;22.675,19;20.668,86
********Categoria da Despesa: Despesas Correntes;30.000,00;30.000,00;22.675,19;20.668,86
*********Modalidade da Despesa: Aplicacoes Diretas;30.000,00;30.000,00;22.675,19;20.668,86
**********Fonte: Tesouro Municipal;30.000,00;30.000,00;22.675,19;20.668,86
*******Elemento Economico: Outros Auxilios Financeiros a Pessoas Fisicas;110.000,00;110.000,00;110.000,00;110.000,00
********Categoria da Despesa: Despesas Correntes;110.000,00;110.000,00;110.000,00;110.000,00
*********Modalidade da Despesa: Aplicacoes Diretas;110.000,00;110.000,00;110.000,00;110.000,00
**********Fonte: Tesouro Municipal;110.000,00;110.000,00;110.000,00;110.000,00
*******Elemento Economico: Outros Servicos de Terceiros - Pessoa Fisica;850.000,00;732.721,79;637.794,97;630.326,70
********Categoria da Despesa: Despesas Correntes;850.000,00;732.721,79;637.794,97;630.326,70
*********Modalidade da Despesa: Aplicacoes Diretas;850.000,00;732.721,79;637.794,97;630.326,70
**********Fonte: Tesouro Municipal;850.000,00;732.721,79;637.794,97;630.326,70
*******Elemento Economico: Outros Servicos de Terceiros - Pessoa Juridica;15.100.000,00;15.626.775,00;15.600.010,28;13.822.956,23
********Categoria da Despesa: Despesas Correntes;15.100.000,00;15.626.775,00;15.600.010,28;13.822.956,23
*********Modalidade da Despesa: Aplicacoes Diretas;15.100.000,00;15.626.775,00;15.600.010,28;13.822.956,23
**********Fonte: Tesouro Municipal;15.100.000,00;15.626.775,00;15.600.010,28;13.822.956,23
****Sub-Funcao: Direitos Individuais, Coletivos e Difusos;20.000,00;8.360,00;4.200,00;4.200,00
*****Programa: SUS com Qualidade;20.000,00;8.360,00;4.200,00;4.200,00
******Projeto/Atividade: Apoio a Consolidacao da Participacao Social no SUS - Municipal;20.000,00;8.360,00;4.200,00;4.200,00
*******Elemento Economico: Material de Consumo;10.000,00;8.360,00;4.200,00;4.200,00
********Categoria da Despesa: Despesas Correntes;10.000,00;8.360,00;4.200,00;4.200,00
*********Modalidade da Despesa: Aplicacoes Diretas;10.000,00;8.360,00;4.200,00;4.200,00
**********Fonte: Tesouro Municipal;10.000,00;8.360,00;4.200,00;4.200,00
*******Elemento Economico: Passagens e Despesas com Locomocao;10.000,00;0,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;10.000,00;0,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;10.000,00;0,00;0,00;0,00
**********Fonte: Tesouro Municipal;10.000,00;0,00;0,00;0,00
**Unidade: Coordenadoria Regional de Saude Sudeste;36.867.400,00;37.387.761,00;33.069.158,96;29.846.815,06
***Funcao: Saude;36.867.400,00;37.387.761,00;33.069.158,96;29.846.815,06
****Sub-Funcao: Administracao Geral;8.417.400,00;8.389.400,00;6.965.702,51;6.615.252,79
*****Programa: Suporte Administrativo;8.417.400,00;8.389.400,00;6.965.702,51;6.615.252,79
******Projeto/Atividade: Coordenacao e Administracao Geral;8.417.400,00;8.389.400,00;6.965.702,51;6.615.252,79
*******Elemento Economico: Despesas de Exercicios Anteriores;0,00;35.000,00;33.165,49;33.165,49
********Categoria da Despesa: Despesas Correntes;0,00;35.000,00;33.165,49;33.165,49
*********Modalidade da Despesa: Aplicacoes Diretas;0,00;35.000,00;33.165,49;33.165,49
**********Fonte: Tesouro Municipal;0,00;35.000,00;33.165,49;33.165,49
*******Elemento Economico: Diarias - Civil;10.000,00;1.500,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;10.000,00;1.500,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;10.000,00;1.500,00;0,00;0,00
**********Fonte: Tesouro Municipal;10.000,00;1.500,00;0,00;0,00
*******Elemento Economico: Equipamentos e Material Permanente;55.000,00;55.000,00;26.826,00;26.826,00
********Categoria da Despesa: Despesas de Capital;55.000,00;55.000,00;26.826,00;26.826,00
*********Modalidade da Despesa: Aplicacoes Diretas;55.000,00;55.000,00;26.826,00;26.826,00
**********Fonte: Tesouro Municipal;55.000,00;55.000,00;26.826,00;26.826,00
*******Elemento Economico: Locacao de Mao-de-Obra;103.200,00;103.200,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;103.200,00;103.200,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;103.200,00;103.200,00;0,00;0,00
**********Fonte: Tesouro Municipal;103.200,00;103.200,00;0,00;0,00
*******Elemento Economico: Material de Consumo;1.200.000,00;1.200.000,00;1.198.071,15;1.082.284,15
********Categoria da Despesa: Despesas Correntes;1.200.000,00;1.200.000,00;1.198.071,15;1.082.284,15
*********Modalidade da Despesa: Aplicacoes Diretas;1.200.000,00;1.200.000,00;1.198.071,15;1.082.284,15
**********Fonte: Tesouro Municipal;1.200.000,00;1.200.000,00;1.198.071,15;1.082.284,15
*******Elemento Economico: Obrigacoes Tributarias e Contributivas;30.000,00;30.000,00;25.368,91;22.985,13
********Categoria da Despesa: Despesas Correntes;30.000,00;30.000,00;25.368,91;22.985,13
*********Modalidade da Despesa: Aplicacoes Diretas;30.000,00;30.000,00;25.368,91;22.985,13
**********Fonte: Tesouro Municipal;30.000,00;30.000,00;25.368,91;22.985,13
*******Elemento Economico: Outros Servicos de Terceiros - Pessoa Fisica;100.000,00;45.500,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;100.000,00;45.500,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;100.000,00;45.500,00;0,00;0,00
**********Fonte: Tesouro Municipal;100.000,00;45.500,00;0,00;0,00
*******Elemento Economico: Outros Servicos de Terceiros - Pessoa Juridica;6.894.200,00;6.894.200,00;5.682.270,96;5.449.992,02
********Categoria da Despesa: Despesas Correntes;6.894.200,00;6.894.200,00;5.682.270,96;5.449.992,02
*********Modalidade da Despesa: Aplicacoes Diretas;6.894.200,00;6.894.200,00;5.682.270,96;5.449.992,02
**********Fonte: Tesouro Municipal;6.894.200,00;6.894.200,00;5.682.270,96;5.449.992,02
*******Elemento Economico: Passagens e Despesas com Locomocao;25.000,00;25.000,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;25.000,00;25.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;25.000,00;25.000,00;0,00;0,00
**********Fonte: Tesouro Municipal;25.000,00;25.000,00;0,00;0,00
****Sub-Funcao: Assistencia Hospitalar e Ambulatorial;2.270.000,00;2.270.000,00;1.548.444,49;1.258.973,69
*****Programa: Assistencia Farmaceutica;120.000,00;120.000,00;11.134,33;11.134,33
******Projeto/Atividade: Operacao da Assistencia Farmaceutica;120.000,00;120.000,00;11.134,33;11.134,33
*******Elemento Economico: Material de Consumo;120.000,00;120.000,00;11.134,33;11.134,33
********Categoria da Despesa: Despesas Correntes;120.000,00;120.000,00;11.134,33;11.134,33
*********Modalidade da Despesa: Aplicacoes Diretas;120.000,00;120.000,00;11.134,33;11.134,33
**********Fonte: Tesouro Municipal;120.000,00;120.000,00;11.134,33;11.134,33
*****Programa: Integralidade da Atencao;2.150.000,00;2.150.000,00;1.537.310,16;1.247.839,36
******Projeto/Atividade: Administracao do Material Hospitalar, Ambulatorial e Odontologico;2.150.000,00;2.150.000,00;1.537.310,16;1.247.839,36
*******Elemento Economico: Material de Consumo;2.150.000,00;2.150.000,00;1.537.310,16;1.247.839,36
********Categoria da Despesa: Despesas Correntes;2.150.000,00;2.150.000,00;1.537.310,16;1.247.839,36
*********Modalidade da Despesa: Aplicacoes Diretas;2.150.000,00;2.150.000,00;1.537.310,16;1.247.839,36
**********Fonte: Tesouro Municipal;2.150.000,00;2.150.000,00;1.537.310,16;1.247.839,36
****Sub-Funcao: Atencao Basica;26.160.000,00;26.725.361,00;24.555.011,96;21.972.588,58
*****Programa: Integralidade da Atencao;26.160.000,00;26.725.361,00;24.555.011,96;21.972.588,58
******Projeto/Atividade: Operacao e Manutencao de Unidades de Saude;26.160.000,00;26.725.361,00;24.555.011,96;21.972.588,58
*******Elemento Economico: Despesas de Exercicios Anteriores;0,00;45.000,00;39.563,34;39.563,34
********Categoria da Despesa: Despesas Correntes;0,00;45.000,00;39.563,34;39.563,34
*********Modalidade da Despesa: Aplicacoes Diretas;0,00;45.000,00;39.563,34;39.563,34
**********Fonte: Tesouro Municipal;0,00;45.000,00;39.563,34;39.563,34
*******Elemento Economico: Equipamentos e Material Permanente;700.000,00;1.220.361,00;195.957,65;176.732,65
********Categoria da Despesa: Despesas de Capital;700.000,00;1.220.361,00;195.957,65;176.732,65
*********Modalidade da Despesa: Aplicacoes Diretas;700.000,00;1.220.361,00;195.957,65;176.732,65
**********Fonte: Tesouro Municipal;700.000,00;1.220.361,00;195.957,65;176.732,65
*******Elemento Economico: Locacao de Mao-de-Obra;8.000.000,00;7.150.000,00;6.840.315,35;6.109.194,35
********Categoria da Despesa: Despesas Correntes;8.000.000,00;7.150.000,00;6.840.315,35;6.109.194,35
*********Modalidade da Despesa: Aplicacoes Diretas;8.000.000,00;7.150.000,00;6.840.315,35;6.109.194,35
**********Fonte: Tesouro Municipal;8.000.000,00;7.150.000,00;6.840.315,35;6.109.194,35
*******Elemento Economico: Material de Consumo;500.000,00;500.000,00;498.802,19;348.027,33
********Categoria da Despesa: Despesas Correntes;500.000,00;500.000,00;498.802,19;348.027,33
*********Modalidade da Despesa: Aplicacoes Diretas;500.000,00;500.000,00;498.802,19;348.027,33
**********Fonte: Tesouro Municipal;500.000,00;500.000,00;498.802,19;348.027,33
*******Elemento Economico: Obrigacoes Tributarias e Contributivas;10.000,00;10.000,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;10.000,00;10.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;10.000,00;10.000,00;0,00;0,00
**********Fonte: Tesouro Municipal;10.000,00;10.000,00;0,00;0,00
*******Elemento Economico: Outros Auxilios Financeiros a Pessoas Fisicas;130.000,00;130.000,00;54.113,81;54.113,81
********Categoria da Despesa: Despesas Correntes;130.000,00;130.000,00;54.113,81;54.113,81
*********Modalidade da Despesa: Aplicacoes Diretas;130.000,00;130.000,00;54.113,81;54.113,81
**********Fonte: Tesouro Municipal;130.000,00;130.000,00;54.113,81;54.113,81
*******Elemento Economico: Outros Servicos de Terceiros - Pessoa Fisica;1.500.000,00;1.500.000,00;1.229.953,84;1.124.364,70
********Categoria da Despesa: Despesas Correntes;1.500.000,00;1.500.000,00;1.229.953,84;1.124.364,70
*********Modalidade da Despesa: Aplicacoes Diretas;1.500.000,00;1.500.000,00;1.229.953,84;1.124.364,70
**********Fonte: Tesouro Municipal;1.500.000,00;1.500.000,00;1.229.953,84;1.124.364,70
*******Elemento Economico: Outros Servicos de Terceiros - Pessoa Juridica;15.290.000,00;16.140.000,00;15.680.895,78;14.105.182,40
********Categoria da Despesa: Despesas Correntes;15.290.000,00;16.140.000,00;15.680.895,78;14.105.182,40
*********Modalidade da Despesa: Aplicacoes Diretas;15.290.000,00;16.140.000,00;15.680.895,78;14.105.182,40
**********Fonte: Tesouro Municipal;15.290.000,00;16.140.000,00;15.680.895,78;14.105.182,40
*******Elemento Economico: Passagens e Despesas com Locomocao;30.000,00;30.000,00;15.410,00;15.410,00
********Categoria da Despesa: Despesas Correntes;30.000,00;30.000,00;15.410,00;15.410,00
*********Modalidade da Despesa: Aplicacoes Diretas;30.000,00;30.000,00;15.410,00;15.410,00
**********Fonte: Tesouro Municipal;30.000,00;30.000,00;15.410,00;15.410,00
****Sub-Funcao: Direitos Individuais, Coletivos e Difusos;20.000,00;3.000,00;0,00;0,00
*****Programa: SUS com Qualidade;20.000,00;3.000,00;0,00;0,00
******Projeto/Atividade: Apoio a Consolidacao da Participacao Social no SUS - Municipal;20.000,00;3.000,00;0,00;0,00
*******Elemento Economico: Material de Consumo;10.000,00;1.500,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;10.000,00;1.500,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;10.000,00;1.500,00;0,00;0,00
**********Fonte: Tesouro Municipal;10.000,00;1.500,00;0,00;0,00
*******Elemento Economico: Passagens e Despesas com Locomocao;10.000,00;1.500,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;10.000,00;1.500,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;10.000,00;1.500,00;0,00;0,00
**********Fonte: Tesouro Municipal;10.000,00;1.500,00;0,00;0,00
**Unidade: Coordenadoria Regional de Saude Sul;51.509.639,00;51.509.639,00;44.374.722,38;37.979.952,74
***Funcao: Saude;51.509.639,00;51.509.639,00;44.374.722,38;37.979.952,74
****Sub-Funcao: Administracao Geral;38.129.086,00;38.129.086,00;35.602.920,78;30.952.049,80
*****Programa: Suporte Administrativo;38.129.086,00;38.129.086,00;35.602.920,78;30.952.049,80
******Projeto/Atividade: Coordenacao e Administracao Geral;38.129.086,00;38.129.086,00;35.602.920,78;30.952.049,80
*******Elemento Economico: Despesas de Exercicios Anteriores;0,00;409.937,70;409.637,37;409.637,37
********Categoria da Despesa: Despesas Correntes;0,00;409.937,70;409.637,37;409.637,37
*********Modalidade da Despesa: Aplicacoes Diretas;0,00;409.937,70;409.637,37;409.637,37
**********Fonte: Tesouro Municipal;0,00;409.937,70;409.637,37;409.637,37
*******Elemento Economico: Diarias - Civil;10.000,00;9.148,80;0,00;0,00
********Categoria da Despesa: Despesas Correntes;10.000,00;9.148,80;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;10.000,00;9.148,80;0,00;0,00
**********Fonte: Tesouro Municipal;10.000,00;9.148,80;0,00;0,00
*******Elemento Economico: Equipamentos e Material Permanente;60.000,00;60.000,00;18.969,54;18.969,54
********Categoria da Despesa: Despesas de Capital;60.000,00;60.000,00;18.969,54;18.969,54
*********Modalidade da Despesa: Aplicacoes Diretas;60.000,00;60.000,00;18.969,54;18.969,54
**********Fonte: Tesouro Municipal;60.000,00;60.000,00;18.969,54;18.969,54
*******Elemento Economico: Locacao de Mao-de-Obra;22.633.444,00;23.033.965,28;22.723.167,25;19.806.366,24
********Categoria da Despesa: Despesas Correntes;22.633.444,00;23.033.965,28;22.723.167,25;19.806.366,24
