Selecao;Orcado;Atualizado;Empenhado;Liquidado
*********Modalidade da Despesa: Aplicacoes Diretas;10.000,00;10.000,00;0,00;0,00
**********Fonte: Tesouro Municipal;10.000,00;10.000,00;0,00;0,00
**Unidade: Coordenadoria Regional de Saude Leste;40.235.800,00;42.801.198,36;42.761.549,95;37.895.120,73
***Funcao: Saude;40.235.800,00;42.801.198,36;42.761.549,95;37.895.120,73
****Sub-Funcao: Administracao Geral;27.310.000,00;31.964.317,80;31.959.483,09;29.150.348,05
*****Programa: Suporte administrativo;27.310.000,00;31.964.317,80;31.959.483,09;29.150.348,05
******Projeto/Atividade: Coordenacao e Administracao Geral;27.310.000,00;31.964.317,80;31.959.483,09;29.150.348,05
*******Elemento Economico: Despesas de Exercicios Anteriores;0,00;729.703,21;727.114,86;719.248,30
********Categoria da Despesa: Despesas Correntes;0,00;729.703,21;727.114,86;719.248,30
*********Modalidade da Despesa: Aplicacoes Diretas;0,00;729.703,21;727.114,86;719.248,30
**********Fonte: Tesouro Municipal;0,00;729.703,21;727.114,86;719.248,30
*******Elemento Economico: Equipamentos e Material Permanente;70.000,00;0,00;0,00;0,00
********Categoria da Despesa: Despesas de Capital;70.000,00;0,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;70.000,00;0,00;0,00;0,00
**********Fonte: Tesouro Municipal;70.000,00;0,00;0,00;0,00
*******Elemento Economico: Locacao de Mao-de-Obra;18.000.000,00;22.879.873,02;22.877.638,26;20.360.355,30
********Categoria da Despesa: Despesas Correntes;18.000.000,00;22.879.873,02;22.877.638,26;20.360.355,30
*********Modalidade da Despesa: Aplicacoes Diretas;18.000.000,00;22.879.873,02;22.877.638,26;20.360.355,30
**********Fonte: Tesouro Municipal;18.000.000,00;22.879.873,02;22.877.638,26;20.360.355,30
*******Elemento Economico: Material de Consumo;1.140.000,00;441.791,50;441.791,50;441.791,50
********Categoria da Despesa: Despesas Correntes;1.140.000,00;441.791,50;441.791,50;441.791,50
*********Modalidade da Despesa: Aplicacoes Diretas;1.140.000,00;441.791,50;441.791,50;441.791,50
**********Fonte: Tesouro Municipal;1.140.000,00;441.791,50;441.791,50;441.791,50
*******Elemento Economico: Outros Servicos de Terceiros - Pessoa Juridica;8.040.000,00;7.852.950,67;7.852.939,07;7.568.953,55
********Categoria da Despesa: Despesas Correntes;8.040.000,00;7.852.950,67;7.852.939,07;7.568.953,55
*********Modalidade da Despesa: Aplicacoes Diretas;8.040.000,00;7.852.950,67;7.852.939,07;7.568.953,55
**********Fonte: Tesouro Municipal;8.040.000,00;7.852.950,67;7.852.939,07;7.568.953,55
*******Elemento Economico: Passagens e Despesas com Locomocao;60.000,00;59.999,40;59.999,40;59.999,40
********Categoria da Despesa: Despesas Correntes;60.000,00;59.999,40;59.999,40;59.999,40
*********Modalidade da Despesa: Aplicacoes Diretas;60.000,00;59.999,40;59.999,40;59.999,40
**********Fonte: Tesouro Municipal;60.000,00;59.999,40;59.999,40;59.999,40
****Sub-Funcao: Assistencia Hospitalar e Ambulatorial;1.858.000,00;464.497,76;455.102,46;377.984,36
*****Programa: Acesso a saude e qualidade no atendimento - Assistencia farmaceutica;35.000,00;413,52;413,52;413,52
******Projeto/Atividade: Implementacao e Manutencao da Assistencia Farmaceutica e Remedio em Casa;35.000,00;413,52;413,52;413,52
*******Elemento Economico: Material de Consumo;35.000,00;413,52;413,52;413,52
********Categoria da Despesa: Despesas Correntes;35.000,00;413,52;413,52;413,52
*********Modalidade da Despesa: Aplicacoes Diretas;35.000,00;413,52;413,52;413,52
**********Fonte: Tesouro Municipal;35.000,00;413,52;413,52;413,52
*****Programa: Acesso a saude e qualidade no atendimento - Integralidade da atencao;1.823.000,00;464.084,24;454.688,94;377.570,84
******Projeto/Atividade: Administracao do Material Hospitalar, Ambulatorial e Odontologico;1.823.000,00;464.084,24;454.688,94;377.570,84
*******Elemento Economico: Material de Consumo;1.823.000,00;464.084,24;454.688,94;377.570,84
********Categoria da Despesa: Despesas Correntes;1.823.000,00;464.084,24;454.688,94;377.570,84
*********Modalidade da Despesa: Aplicacoes Diretas;1.823.000,00;464.084,24;454.688,94;377.570,84
**********Fonte: Tesouro Municipal;1.823.000,00;464.084,24;454.688,94;377.570,84
****Sub-Funcao: Atencao Basica;11.046.800,00;10.352.083,00;10.326.664,60;8.346.488,52
*****Programa: Acesso a saude e qualidade no atendimento - Integralidade da atencao;11.046.800,00;10.352.083,00;10.326.664,60;8.346.488,52
******Projeto/Atividade: Operacao e Manutencao de Unidades de Saude;11.046.800,00;10.352.083,00;10.326.664,60;8.346.488,52
*******Elemento Economico: Despesas de Exercicios Anteriores;0,00;254.126,50;251.834,71;248.906,10
********Categoria da Despesa: Despesas Correntes;0,00;254.126,50;251.834,71;248.906,10
*********Modalidade da Despesa: Aplicacoes Diretas;0,00;254.126,50;251.834,71;248.906,10
**********Fonte: Tesouro Municipal;0,00;254.126,50;251.834,71;248.906,10
*******Elemento Economico: Equipamentos e Material Permanente;800.000,00;129.599,99;129.489,43;32.487,99
********Categoria da Despesa: Despesas de Capital;800.000,00;129.599,99;129.489,43;32.487,99
*********Modalidade da Despesa: Aplicacoes Diretas;800.000,00;129.599,99;129.489,43;32.487,99
**********Fonte: Tesouro Municipal;800.000,00;129.599,99;129.489,43;32.487,99
*******Elemento Economico: Material de Consumo;2.450.000,00;1.722.523,97;1.717.295,54;1.382.892,91
********Categoria da Despesa: Despesas Correntes;2.450.000,00;1.722.523,97;1.717.295,54;1.382.892,91
*********Modalidade da Despesa: Aplicacoes Diretas;2.450.000,00;1.722.523,97;1.717.295,54;1.382.892,91
**********Fonte: Tesouro Municipal;2.450.000,00;1.722.523,97;1.717.295,54;1.382.892,91
*******Elemento Economico: Obrigacoes Tributarias e Contributivas;111.800,00;111.800,00;105.188,09;91.309,22
********Categoria da Despesa: Despesas Correntes;111.800,00;111.800,00;105.188,09;91.309,22
*********Modalidade da Despesa: Aplicacoes Diretas;111.800,00;111.800,00;105.188,09;91.309,22
**********Fonte: Tesouro Municipal;111.800,00;111.800,00;105.188,09;91.309,22
*******Elemento Economico: Outros Auxilios Financeiros a Pessoas Fisicas;234.000,00;115.518,44;111.106,79;111.106,79
********Categoria da Despesa: Despesas Correntes;234.000,00;115.518,44;111.106,79;111.106,79
*********Modalidade da Despesa: Aplicacoes Diretas;234.000,00;115.518,44;111.106,79;111.106,79
**********Fonte: Tesouro Municipal;234.000,00;115.518,44;111.106,79;111.106,79
*******Elemento Economico: Outros Servicos de Terceiros - Pessoa Fisica;1.500.000,00;1.450.557,07;1.443.793,01;1.427.703,89
********Categoria da Despesa: Despesas Correntes;1.500.000,00;1.450.557,07;1.443.793,01;1.427.703,89
*********Modalidade da Despesa: Aplicacoes Diretas;1.500.000,00;1.450.557,07;1.443.793,01;1.427.703,89
**********Fonte: Tesouro Municipal;1.500.000,00;1.450.557,07;1.443.793,01;1.427.703,89
*******Elemento Economico: Outros Servicos de Terceiros - Pessoa Juridica;5.951.000,00;6.567.957,03;6.567.957,03;5.052.081,62
********Categoria da Despesa: Despesas Correntes;5.951.000,00;6.567.957,03;6.567.957,03;5.052.081,62
*********Modalidade da Despesa: Aplicacoes Diretas;5.951.000,00;6.567.957,03;6.567.957,03;5.052.081,62
**********Fonte: Tesouro Municipal;5.951.000,00;6.567.957,03;6.567.957,03;5.052.081,62
****Sub-Funcao: Direitos Individuais, Coletivos e Difusos;21.000,00;20.299,80;20.299,80;20.299,80
*****Programa: Acesso a saude e qualidade no atendimento - SUS com qualidade;21.000,00;20.299,80;20.299,80;20.299,80
******Projeto/Atividade: Apoio a Consolidacao da Participacao Social no SUS - Municipal;21.000,00;20.299,80;20.299,80;20.299,80
*******Elemento Economico: Material de Consumo;10.000,00;9.300,00;9.300,00;9.300,00
********Categoria da Despesa: Despesas Correntes;10.000,00;9.300,00;9.300,00;9.300,00
*********Modalidade da Despesa: Aplicacoes Diretas;10.000,00;9.300,00;9.300,00;9.300,00
**********Fonte: Tesouro Municipal;10.000,00;9.300,00;9.300,00;9.300,00
*******Elemento Economico: Passagens e Despesas com Locomocao;11.000,00;10.999,80;10.999,80;10.999,80
********Categoria da Despesa: Despesas Correntes;11.000,00;10.999,80;10.999,80;10.999,80
*********Modalidade da Despesa: Aplicacoes Diretas;11.000,00;10.999,80;10.999,80;10.999,80
**********Fonte: Tesouro Municipal;11.000,00;10.999,80;10.999,80;10.999,80
**Unidade: Coordenadoria Regional de Saude Norte;42.360.354,00;44.408.690,84;43.529.843,21;38.463.137,58
***Funcao: Saude;42.360.354,00;44.408.690,84;43.529.843,21;38.463.137,58
****Sub-Funcao: Administracao Geral;429.559,00;161.475,69;161.155,69;129.186,36
*****Programa: Suporte administrativo;429.559,00;161.475,69;161.155,69;129.186,36
******Projeto/Atividade: Coordenacao e Administracao Geral;429.559,00;161.475,69;161.155,69;129.186,36
*******Elemento Economico: Diarias - Civil;10.000,00;0,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;10.000,00;0,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;10.000,00;0,00;0,00;0,00
**********Fonte: Tesouro Municipal;10.000,00;0,00;0,00;0,00
*******Elemento Economico: Equipamentos e Material Permanente;40.349,00;12.003,00;12.003,00;12.003,00
********Categoria da Despesa: Despesas de Capital;40.349,00;12.003,00;12.003,00;12.003,00
*********Modalidade da Despesa: Aplicacoes Diretas;40.349,00;12.003,00;12.003,00;12.003,00
**********Fonte: Tesouro Municipal;40.349,00;12.003,00;12.003,00;12.003,00
*******Elemento Economico: Material de Consumo;44.500,00;18.079,62;17.759,62;7.759,62
********Categoria da Despesa: Despesas Correntes;44.500,00;18.079,62;17.759,62;7.759,62
*********Modalidade da Despesa: Aplicacoes Diretas;44.500,00;18.079,62;17.759,62;7.759,62
**********Fonte: Tesouro Municipal;44.500,00;18.079,62;17.759,62;7.759,62
*******Elemento Economico: Outros Servicos de Terceiros - Pessoa Juridica;334.710,00;131.393,07;131.393,07;109.423,74
********Categoria da Despesa: Despesas Correntes;334.710,00;131.393,07;131.393,07;109.423,74
*********Modalidade da Despesa: Aplicacoes Diretas;334.710,00;131.393,07;131.393,07;109.423,74
**********Fonte: Tesouro Municipal;334.710,00;131.393,07;131.393,07;109.423,74
****Sub-Funcao: Assistencia Hospitalar e Ambulatorial;1.120.000,00;1.120.000,00;1.113.022,57;525.967,81
*****Programa: Acesso a saude e qualidade no atendimento - Assistencia farmaceutica;120.000,00;120.000,00;114.494,10;114.494,10
******Projeto/Atividade: Implementacao e Manutencao da Assistencia Farmaceutica e Remedio em Casa;120.000,00;120.000,00;114.494,10;114.494,10
*******Elemento Economico: Material de Consumo;120.000,00;120.000,00;114.494,10;114.494,10
********Categoria da Despesa: Despesas Correntes;120.000,00;120.000,00;114.494,10;114.494,10
*********Modalidade da Despesa: Aplicacoes Diretas;120.000,00;120.000,00;114.494,10;114.494,10
**********Fonte: Tesouro Municipal;120.000,00;120.000,00;114.494,10;114.494,10
*****Programa: Acesso a saude e qualidade no atendimento - Integralidade da atencao;1.000.000,00;1.000.000,00;998.528,47;411.473,71
******Projeto/Atividade: Administracao do Material Hospitalar, Ambulatorial e Odontologico;1.000.000,00;1.000.000,00;998.528,47;411.473,71
*******Elemento Economico: Material de Consumo;1.000.000,00;1.000.000,00;998.528,47;411.473,71
********Categoria da Despesa: Despesas Correntes;1.000.000,00;1.000.000,00;998.528,47;411.473,71
*********Modalidade da Despesa: Aplicacoes Diretas;1.000.000,00;1.000.000,00;998.528,47;411.473,71
**********Fonte: Tesouro Municipal;1.000.000,00;1.000.000,00;998.528,47;411.473,71
****Sub-Funcao: Atencao Basica;40.799.155,00;43.127.215,15;42.255.664,95;37.807.983,41
*****Programa: Acesso a saude e qualidade no atendimento - Integralidade da atencao;40.799.155,00;43.127.215,15;42.255.664,95;37.807.983,41
******Projeto/Atividade: Operacao e Manutencao de Unidades de Saude;40.799.155,00;43.127.215,15;42.255.664,95;37.807.983,41
*******Elemento Economico: Despesas de Exercicios Anteriores;0,00;1.187.718,19;1.187.711,26;1.187.711,26
********Categoria da Despesa: Despesas Correntes;0,00;1.187.718,19;1.187.711,26;1.187.711,26
*********Modalidade da Despesa: Aplicacoes Diretas;0,00;1.187.718,19;1.187.711,26;1.187.711,26
**********Fonte: Tesouro Municipal;0,00;1.187.718,19;1.187.711,26;1.187.711,26
*******Elemento Economico: Equipamentos e Material Permanente;580.000,00;594.592,99;305.845,58;214.461,83
********Categoria da Despesa: Despesas de Capital;580.000,00;594.592,99;305.845,58;214.461,83
*********Modalidade da Despesa: Aplicacoes Diretas;580.000,00;594.592,99;305.845,58;214.461,83
**********Fonte: Tesouro Municipal;580.000,00;594.592,99;305.845,58;214.461,83
*******Elemento Economico: Equipamentos e Material Permanente;0,00;80.000,00;66.663,86;9.957,96
********Categoria da Despesa: Despesas de Capital;0,00;80.000,00;66.663,86;9.957,96
*********Modalidade da Despesa: Transferencias a Instituicoes Privadas sem fins Lucrativos;0,00;80.000,00;66.663,86;9.957,96
**********Fonte: Tesouro Municipal;0,00;80.000,00;66.663,86;9.957,96
*******Elemento Economico: Locacao de Mao-de-Obra;16.370.000,00;22.156.940,16;22.106.270,55;20.246.062,68
********Categoria da Despesa: Despesas Correntes;16.370.000,00;22.156.940,16;22.106.270,55;20.246.062,68
*********Modalidade da Despesa: Aplicacoes Diretas;16.370.000,00;22.156.940,16;22.106.270,55;20.246.062,68
**********Fonte: Tesouro Municipal;16.370.000,00;22.156.940,16;22.106.270,55;20.246.062,68
*******Elemento Economico: Material de Consumo;4.500.000,00;4.494.000,00;4.052.429,84;3.074.165,68
********Categoria da Despesa: Despesas Correntes;4.500.000,00;4.494.000,00;4.052.429,84;3.074.165,68
*********Modalidade da Despesa: Aplicacoes Diretas;4.500.000,00;4.494.000,00;4.052.429,84;3.074.165,68
**********Fonte: Tesouro Municipal;4.500.000,00;4.494.000,00;4.052.429,84;3.074.165,68
*******Elemento Economico: Obrigacoes Tributarias e Contributivas;18.155,00;60.835,98;55.703,96;49.514,06
********Categoria da Despesa: Despesas Correntes;18.155,00;60.835,98;55.703,96;49.514,06
*********Modalidade da Despesa: Aplicacoes Diretas;18.155,00;60.835,98;55.703,96;49.514,06
**********Fonte: Tesouro Municipal;18.155,00;60.835,98;55.703,96;49.514,06
*******Elemento Economico: Outros Auxilios Financeiros a Pessoas Fisicas;121.000,00;137.000,00;130.158,79;130.158,79
********Categoria da Despesa: Despesas Correntes;121.000,00;137.000,00;130.158,79;130.158,79
*********Modalidade da Despesa: Aplicacoes Diretas;121.000,00;137.000,00;130.158,79;130.158,79
**********Fonte: Tesouro Municipal;121.000,00;137.000,00;130.158,79;130.158,79
*******Elemento Economico: Outros Servicos de Terceiros - Pessoa Fisica;890.000,00;790.822,90;725.576,18;707.668,44
********Categoria da Despesa: Despesas Correntes;890.000,00;790.822,90;725.576,18;707.668,44
*********Modalidade da Despesa: Aplicacoes Diretas;890.000,00;790.822,90;725.576,18;707.668,44
**********Fonte: Tesouro Municipal;890.000,00;790.822,90;725.576,18;707.668,44
*******Elemento Economico: Outros Servicos de Terceiros - Pessoa Juridica;18.320.000,00;13.625.304,93;13.625.304,93;12.188.282,71
********Categoria da Despesa: Despesas Correntes;18.320.000,00;13.625.304,93;13.625.304,93;12.188.282,71
*********Modalidade da Despesa: Aplicacoes Diretas;18.320.000,00;13.625.304,93;13.625.304,93;12.188.282,71
**********Fonte: Tesouro Municipal;18.320.000,00;13.625.304,93;13.625.304,93;12.188.282,71
****Sub-Funcao: Direitos Individuais, Coletivos e Difusos;11.640,00;0,00;0,00;0,00
*****Programa: Acesso a saude e qualidade no atendimento - SUS com qualidade;11.640,00;0,00;0,00;0,00
******Projeto/Atividade: Apoio a Consolidacao da Participacao Social no SUS - Municipal;11.640,00;0,00;0,00;0,00
*******Elemento Economico: Material de Consumo;1.640,00;0,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;1.640,00;0,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;1.640,00;0,00;0,00;0,00
**********Fonte: Tesouro Municipal;1.640,00;0,00;0,00;0,00
*******Elemento Economico: Passagens e Despesas com Locomocao;10.000,00;0,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;10.000,00;0,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;10.000,00;0,00;0,00;0,00
**********Fonte: Tesouro Municipal;10.000,00;0,00;0,00;0,00
**Unidade: Coordenadoria Regional de Saude Sudeste;39.480.781,00;40.476.810,22;40.227.152,62;35.504.934,92
***Funcao: Saude;39.480.781,00;40.476.810,22;40.227.152,62;35.504.934,92
****Sub-Funcao: Administracao Geral;9.102.400,00;8.721.449,83;8.695.385,19;8.507.457,48
*****Programa: Suporte administrativo;9.102.400,00;8.721.449,83;8.695.385,19;8.507.457,48
******Projeto/Atividade: Coordenacao e Administracao Geral;9.102.400,00;8.721.449,83;8.695.385,19;8.507.457,48
*******Elemento Economico: Despesas de Exercicios Anteriores;0,00;12.000,00;11.466,23;11.466,23
********Categoria da Despesa: Despesas Correntes;0,00;12.000,00;11.466,23;11.466,23
*********Modalidade da Despesa: Aplicacoes Diretas;0,00;12.000,00;11.466,23;11.466,23
**********Fonte: Tesouro Municipal;0,00;12.000,00;11.466,23;11.466,23
*******Elemento Economico: Diarias - Civil;2.400,00;0,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;2.400,00;0,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;2.400,00;0,00;0,00;0,00
**********Fonte: Tesouro Municipal;2.400,00;0,00;0,00;0,00
*******Elemento Economico: Equipamentos e Material Permanente;200.000,00;71.376,90;71.376,90;71.376,90
********Categoria da Despesa: Despesas de Capital;200.000,00;71.376,90;71.376,90;71.376,90
*********Modalidade da Despesa: Aplicacoes Diretas;200.000,00;71.376,90;71.376,90;71.376,90
**********Fonte: Tesouro Municipal;200.000,00;71.376,90;71.376,90;71.376,90
*******Elemento Economico: Locacao de Mao-de-Obra;190.000,00;0,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;190.000,00;0,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;190.000,00;0,00;0,00;0,00
**********Fonte: Tesouro Municipal;190.000,00;0,00;0,00;0,00
*******Elemento Economico: Material de Consumo;1.300.000,00;1.099.600,00;1.093.297,44;1.036.340,93
********Categoria da Despesa: Despesas Correntes;1.300.000,00;1.099.600,00;1.093.297,44;1.036.340,93
*********Modalidade da Despesa: Aplicacoes Diretas;1.300.000,00;1.099.600,00;1.093.297,44;1.036.340,93
**********Fonte: Tesouro Municipal;1.300.000,00;1.099.600,00;1.093.297,44;1.036.340,93
*******Elemento Economico: Obrigacoes Tributarias e Contributivas;35.000,00;42.300,00;42.295,98;39.862,86
********Categoria da Despesa: Despesas Correntes;35.000,00;42.300,00;42.295,98;39.862,86
*********Modalidade da Despesa: Aplicacoes Diretas;35.000,00;42.300,00;42.295,98;39.862,86
**********Fonte: Tesouro Municipal;35.000,00;42.300,00;42.295,98;39.862,86
*******Elemento Economico: Outros Servicos de Terceiros - Pessoa Fisica;250.000,00;172,93;172,93;172,93
********Categoria da Despesa: Despesas Correntes;250.000,00;172,93;172,93;172,93
*********Modalidade da Despesa: Aplicacoes Diretas;250.000,00;172,93;172,93;172,93
**********Fonte: Tesouro Municipal;250.000,00;172,93;172,93;172,93
*******Elemento Economico: Outros Servicos de Terceiros - Pessoa Juridica;7.100.000,00;7.496.000,00;7.476.775,71;7.348.237,63
********Categoria da Despesa: Despesas Correntes;7.100.000,00;7.496.000,00;7.476.775,71;7.348.237,63
*********Modalidade da Despesa: Aplicacoes Diretas;7.100.000,00;7.496.000,00;7.476.775,71;7.348.237,63
**********Fonte: Tesouro Municipal;7.100.000,00;7.496.000,00;7.476.775,71;7.348.237,63
*******Elemento Economico: Passagens e Despesas com Locomocao;25.000,00;0,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;25.000,00;0,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;25.000,00;0,00;0,00;0,00
**********Fonte: Tesouro Municipal;25.000,00;0,00;0,00;0,00
****Sub-Funcao: Assistencia Hospitalar e Ambulatorial;2.220.000,00;1.260.000,00;1.236.737,17;898.519,67
*****Programa: Acesso a saude e qualidade no atendimento - Assistencia farmaceutica;120.000,00;70.000,00;49.629,97;36.337,92
******Projeto/Atividade: Implementacao e Manutencao da Assistencia Farmaceutica e Remedio em Casa;120.000,00;70.000,00;49.629,97;36.337,92
*******Elemento Economico: Material de Consumo;120.000,00;70.000,00;49.629,97;36.337,92
********Categoria da Despesa: Despesas Correntes;120.000,00;70.000,00;49.629,97;36.337,92
*********Modalidade da Despesa: Aplicacoes Diretas;120.000,00;70.000,00;49.629,97;36.337,92
**********Fonte: Tesouro Municipal;120.000,00;70.000,00;49.629,97;36.337,92
*****Programa: Acesso a saude e qualidade no atendimento - Integralidade da atencao;2.100.000,00;1.190.000,00;1.187.107,20;862.181,75
******Projeto/Atividade: Administracao do Material Hospitalar, Ambulatorial e Odontologico;2.100.000,00;1.190.000,00;1.187.107,20;862.181,75
*******Elemento Economico: Material de Consumo;2.100.000,00;1.190.000,00;1.187.107,20;862.181,75
********Categoria da Despesa: Despesas Correntes;2.100.000,00;1.190.000,00;1.187.107,20;862.181,75
*********Modalidade da Despesa: Aplicacoes Diretas;2.100.000,00;1.190.000,00;1.187.107,20;862.181,75
**********Fonte: Tesouro Municipal;2.100.000,00;1.190.000,00;1.187.107,20;862.181,75
****Sub-Funcao: Atencao Basica;28.137.381,00;30.485.424,39;30.285.094,26;26.089.021,77
*****Programa: Acesso a saude e qualidade no atendimento - Integralidade da atencao;28.137.381,00;30.485.424,39;30.285.094,26;26.089.021,77
******Projeto/Atividade: Operacao e Manutencao de Unidades de Saude;28.137.381,00;30.485.424,39;30.285.094,26;26.089.021,77
*******Elemento Economico: Despesas de Exercicios Anteriores;0,00;35.000,00;35.000,00;31.561,30
********Categoria da Despesa: Despesas Correntes;0,00;35.000,00;35.000,00;31.561,30
*********Modalidade da Despesa: Aplicacoes Diretas;0,00;35.000,00;35.000,00;31.561,30
**********Fonte: Tesouro Municipal;0,00;35.000,00;35.000,00;31.561,30
*******Elemento Economico: Equipamentos e Material Permanente;700.000,00;608.303,30;550.336,46;156.857,24
********Categoria da Despesa: Despesas de Capital;700.000,00;608.303,30;550.336,46;156.857,24
*********Modalidade da Despesa: Aplicacoes Diretas;700.000,00;608.303,30;550.336,46;156.857,24
**********Fonte: Tesouro Municipal;700.000,00;608.303,30;550.336,46;156.857,24
*******Elemento Economico: Locacao de Mao-de-Obra;8.220.381,00;7.890.381,00;7.889.506,19;7.210.352,66
********Categoria da Despesa: Despesas Correntes;8.220.381,00;7.890.381,00;7.889.506,19;7.210.352,66
*********Modalidade da Despesa: Aplicacoes Diretas;8.220.381,00;7.890.381,00;7.889.506,19;7.210.352,66
**********Fonte: Tesouro Municipal;8.220.381,00;7.890.381,00;7.889.506,19;7.210.352,66
*******Elemento Economico: Material de Consumo;1.000.000,00;850.000,00;811.448,36;443.437,82
********Categoria da Despesa: Despesas Correntes;1.000.000,00;850.000,00;811.448,36;443.437,82
*********Modalidade da Despesa: Aplicacoes Diretas;1.000.000,00;850.000,00;811.448,36;443.437,82
**********Fonte: Tesouro Municipal;1.000.000,00;850.000,00;811.448,36;443.437,82
*******Elemento Economico: Obrigacoes Tributarias e Contributivas;10.000,00;4.100,00;4.077,69;3.737,37
********Categoria da Despesa: Despesas Correntes;10.000,00;4.100,00;4.077,69;3.737,37
*********Modalidade da Despesa: Aplicacoes Diretas;10.000,00;4.100,00;4.077,69;3.737,37
**********Fonte: Tesouro Municipal;10.000,00;4.100,00;4.077,69;3.737,37
*******Elemento Economico: Outros Auxilios Financeiros a Pessoas Fisicas;180.000,00;85.000,00;70.578,42;70.578,42
********Categoria da Despesa: Despesas Correntes;180.000,00;85.000,00;70.578,42;70.578,42
*********Modalidade da Despesa: Aplicacoes Diretas;180.000,00;85.000,00;70.578,42;70.578,42
**********Fonte: Tesouro Municipal;180.000,00;85.000,00;70.578,42;70.578,42
*******Elemento Economico: Outros Servicos de Terceiros - Pessoa Fisica;1.700.000,00;1.337.550,09;1.307.912,13;1.200.426,33
********Categoria da Despesa: Despesas Correntes;1.700.000,00;1.337.550,09;1.307.912,13;1.200.426,33
*********Modalidade da Despesa: Aplicacoes Diretas;1.700.000,00;1.337.550,09;1.307.912,13;1.200.426,33
**********Fonte: Tesouro Municipal;1.700.000,00;1.337.550,09;1.307.912,13;1.200.426,33
*******Elemento Economico: Outros Servicos de Terceiros - Pessoa Juridica;16.297.000,00;19.657.000,00;19.598.145,01;16.953.980,63
********Categoria da Despesa: Despesas Correntes;16.297.000,00;19.657.000,00;19.598.145,01;16.953.980,63
*********Modalidade da Despesa: Aplicacoes Diretas;16.297.000,00;19.657.000,00;19.598.145,01;16.953.980,63
**********Fonte: Tesouro Municipal;16.297.000,00;19.657.000,00;19.598.145,01;16.953.980,63
*******Elemento Economico: Passagens e Despesas com Locomocao;30.000,00;18.090,00;18.090,00;18.090,00
********Categoria da Despesa: Despesas Correntes;30.000,00;18.090,00;18.090,00;18.090,00
*********Modalidade da Despesa: Aplicacoes Diretas;30.000,00;18.090,00;18.090,00;18.090,00
**********Fonte: Tesouro Municipal;30.000,00;18.090,00;18.090,00;18.090,00
****Sub-Funcao: Direitos Individuais, Coletivos e Difusos;21.000,00;9.936,00;9.936,00;9.936,00
*****Programa: Acesso a saude e qualidade no atendimento - SUS com qualidade;21.000,00;9.936,00;9.936,00;9.936,00
******Projeto/Atividade: Apoio a Consolidacao da Participacao Social no SUS - Municipal;21.000,00;9.936,00;9.936,00;9.936,00
*******Elemento Economico: Material de Consumo;11.000,00;0,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;11.000,00;0,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;11.000,00;0,00;0,00;0,00
**********Fonte: Tesouro Municipal;11.000,00;0,00;0,00;0,00
*******Elemento Economico: Passagens e Despesas com Locomocao;10.000,00;9.936,00;9.936,00;9.936,00
********Categoria da Despesa: Despesas Correntes;10.000,00;9.936,00;9.936,00;9.936,00
*********Modalidade da Despesa: Aplicacoes Diretas;10.000,00;9.936,00;9.936,00;9.936,00
**********Fonte: Tesouro Municipal;10.000,00;9.936,00;9.936,00;9.936,00
**Unidade: Coordenadoria Regional de Saude Sul;49.147.185,00;49.278.262,25;48.203.308,53;40.119.349,18
***Funcao: Saude;49.147.185,00;49.278.262,25;48.203.308,53;40.119.349,18
****Sub-Funcao: Administracao Geral;36.604.562,00;37.647.015,52;37.058.879,70;31.357.646,14
*****Programa: Suporte administrativo;36.604.562,00;37.647.015,52;37.058.879,70;31.357.646,14
******Projeto/Atividade: Coordenacao e Administracao Geral;36.604.562,00;37.647.015,52;37.058.879,70;31.357.646,14
*******Elemento Economico: Despesas de Exercicios Anteriores;0,00;172.810,71;172.810,71;172.810,71
********Categoria da Despesa: Despesas Correntes;0,00;172.810,71;172.810,71;172.810,71
*********Modalidade da Despesa: Aplicacoes Diretas;0,00;172.810,71;172.810,71;172.810,71
**********Fonte: Tesouro Municipal;0,00;172.810,71;172.810,71;172.810,71
*******Elemento Economico: Diarias - Civil;20.000,00;0,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;20.000,00;0,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;20.000,00;0,00;0,00;0,00
**********Fonte: Tesouro Municipal;20.000,00;0,00;0,00;0,00
*******Elemento Economico: Equipamentos e Material Permanente;300.000,00;380.000,00;351.294,97;153.989,26
