Selecao;Orcado;Atualizado;Empenhado;Liquidado
**********Fonte: Tesouro Municipal;240.000,00;240.000,00;0,00;0,00
***Funcao: Comercio e Servicos;100.000,00;10.400.000,00;10.400.000,00;10.400.000,00
****Sub-Funcao: Turismo;100.000,00;10.400.000,00;10.400.000,00;10.400.000,00
*****Programa: Afirmacao da cidade como referencia mundial em eventos e turismo;100.000,00;10.400.000,00;10.400.000,00;10.400.000,00
******Projeto/Atividade: Aumento de Capital da Sao Paulo Turismo S/A;100.000,00;10.400.000,00;10.400.000,00;10.400.000,00
*******Elemento Economico: Constituicao ou Aumento de Capital de Empresas;100.000,00;10.400.000,00;10.400.000,00;10.400.000,00
********Categoria da Despesa: Despesas de Capital;100.000,00;10.400.000,00;10.400.000,00;10.400.000,00
*********Modalidade da Despesa: Aplicacoes Diretas;100.000,00;10.400.000,00;10.400.000,00;10.400.000,00
**********Fonte: Tesouro Municipal;100.000,00;10.400.000,00;10.400.000,00;10.400.000,00
**Unidade: Gabinete do Secretario;282.562.459,00;266.625.908,17;195.785.897,75;149.667.226,13
***Funcao: Administracao;42.459.080,00;40.904.531,06;26.548.446,88;22.759.676,68
****Sub-Funcao: Administracao Geral;42.209.080,00;40.859.531,06;26.516.905,65;22.759.676,68
*****Programa: Suporte administrativo;42.209.080,00;40.859.531,06;26.516.905,65;22.759.676,68
******Projeto/Atividade: Administracao da Galeria Prestes Maia;176.000,00;176.000,00;117.692,36;71.736,75
*******Elemento Economico: Equipamentos e Material Permanente;10.000,00;10.000,00;0,00;0,00
********Categoria da Despesa: Despesas de Capital;10.000,00;10.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;10.000,00;10.000,00;0,00;0,00
**********Fonte: Tesouro Municipal;10.000,00;10.000,00;0,00;0,00
*******Elemento Economico: Outros ServiA§os de Terceiros - Pessoa JurA­dica;156.000,00;156.000,00;117.692,36;71.736,75
********Categoria da Despesa: Despesas Correntes;156.000,00;156.000,00;117.692,36;71.736,75
*********Modalidade da Despesa: Aplicacoes Diretas;156.000,00;156.000,00;117.692,36;71.736,75
**********Fonte: Tesouro Municipal;156.000,00;156.000,00;117.692,36;71.736,75
*******Elemento Economico: Servicos de Consultoria;10.000,00;10.000,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;10.000,00;10.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;10.000,00;10.000,00;0,00;0,00
**********Fonte: Tesouro Municipal;10.000,00;10.000,00;0,00;0,00
******Projeto/Atividade: Administracao do Gabinete da Secretaria do Governo Municipal;41.733.080,00;40.383.531,06;26.384.891,03;22.687.939,93
*******Elemento Economico: Auxilio-Alimentacao;1.906.909,00;1.906.909,00;1.127.301,08;1.127.301,08
********Categoria da Despesa: Despesas Correntes;1.906.909,00;1.906.909,00;1.127.301,08;1.127.301,08
*********Modalidade da Despesa: Aplicacoes Diretas;1.906.909,00;1.906.909,00;1.127.301,08;1.127.301,08
**********Fonte: Tesouro Municipal;1.906.909,00;1.906.909,00;1.127.301,08;1.127.301,08
*******Elemento Economico: Auxilio-Transporte;669.091,00;669.091,00;338.721,26;338.721,26
********Categoria da Despesa: Despesas Correntes;669.091,00;669.091,00;338.721,26;338.721,26
*********Modalidade da Despesa: Aplicacoes Diretas;669.091,00;669.091,00;338.721,26;338.721,26
**********Fonte: Tesouro Municipal;669.091,00;669.091,00;338.721,26;338.721,26
*******Elemento Economico: Contribuicoes;133.934,00;133.934,00;108.000,00;108.000,00
********Categoria da Despesa: Despesas Correntes;133.934,00;133.934,00;108.000,00;108.000,00
*********Modalidade da Despesa: Transferencias a Instituicoes Privadas sem fins Lucrativos;133.934,00;133.934,00;108.000,00;108.000,00
**********Fonte: Tesouro Municipal;133.934,00;133.934,00;108.000,00;108.000,00
*******Elemento Economico: Despesas de Exercicios Anteriores;0,00;9.607,48;9.607,48;9.607,48
********Categoria da Despesa: Despesas Correntes;0,00;9.607,48;9.607,48;9.607,48
*********Modalidade da Despesa: Aplicacoes Diretas;0,00;9.607,48;9.607,48;9.607,48
**********Fonte: Tesouro Municipal;0,00;9.607,48;9.607,48;9.607,48
*******Elemento Economico: Diarias - Civil;70.000,00;70.000,00;31.579,58;31.579,58
********Categoria da Despesa: Despesas Correntes;70.000,00;70.000,00;31.579,58;31.579,58
*********Modalidade da Despesa: Aplicacoes Diretas;70.000,00;70.000,00;31.579,58;31.579,58
**********Fonte: Tesouro Municipal;70.000,00;70.000,00;31.579,58;31.579,58
*******Elemento Economico: Equipamentos e Material Permanente;1.957.627,00;112.650,72;73.131,91;60.784,99
********Categoria da Despesa: Despesas de Capital;1.957.627,00;112.650,72;73.131,91;60.784,99
*********Modalidade da Despesa: Aplicacoes Diretas;1.957.627,00;112.650,72;73.131,91;60.784,99
**********Fonte: Tesouro Municipal;1.957.627,00;112.650,72;73.131,91;60.784,99
*******Elemento Economico: Material de Consumo;762.373,00;621.873,00;216.493,18;162.295,73
********Categoria da Despesa: Despesas Correntes;762.373,00;621.873,00;216.493,18;162.295,73
*********Modalidade da Despesa: Aplicacoes Diretas;762.373,00;621.873,00;216.493,18;162.295,73
**********Fonte: Tesouro Municipal;762.373,00;621.873,00;216.493,18;162.295,73
*******Elemento Economico: Obrigacoes Tributarias e Contributivas;60.000,00;60.000,00;27.620,16;27.620,16
********Categoria da Despesa: Despesas Correntes;60.000,00;60.000,00;27.620,16;27.620,16
*********Modalidade da Despesa: Aplicacoes Diretas;60.000,00;60.000,00;27.620,16;27.620,16
**********Fonte: Tesouro Municipal;60.000,00;60.000,00;27.620,16;27.620,16
*******Elemento Economico: Outros ServiA§os de Terceiros - Pessoa JurA­dica;9.380.582,00;10.113.914,96;8.303.179,21;4.761.344,39
********Categoria da Despesa: Despesas Correntes;9.380.582,00;10.113.914,96;8.303.179,21;4.761.344,39
*********Modalidade da Despesa: Aplicacoes Diretas;9.380.582,00;10.113.914,96;8.303.179,21;4.761.344,39
**********Fonte: Tesouro Municipal;9.380.582,00;10.113.914,96;8.303.179,21;4.761.344,39
*******Elemento Economico: Outros Servicos de Terceiros - Pessoa Fisica;35.000,00;5.449,30;1.246,73;1.246,73
********Categoria da Despesa: Despesas Correntes;35.000,00;5.449,30;1.246,73;1.246,73
*********Modalidade da Despesa: Aplicacoes Diretas;35.000,00;5.449,30;1.246,73;1.246,73
**********Fonte: Tesouro Municipal;35.000,00;5.449,30;1.246,73;1.246,73
*******Elemento Economico: Passagens e Despesas com Locomocao;170.000,00;182.537,60;130.000,00;41.428,09
********Categoria da Despesa: Despesas Correntes;170.000,00;182.537,60;130.000,00;41.428,09
*********Modalidade da Despesa: Aplicacoes Diretas;170.000,00;182.537,60;130.000,00;41.428,09
**********Fonte: Tesouro Municipal;170.000,00;182.537,60;130.000,00;41.428,09
*******Elemento Economico: Servicos de Consultoria;90.000,00;0,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;90.000,00;0,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;90.000,00;0,00;0,00;0,00
**********Fonte: Tesouro Municipal;90.000,00;0,00;0,00;0,00
*******Elemento Economico: Vencimentos e Vantagens Fixas - Pessoal Civil;26.497.564,00;26.497.564,00;16.018.010,44;16.018.010,44
********Categoria da Despesa: Despesas Correntes;26.497.564,00;26.497.564,00;16.018.010,44;16.018.010,44
*********Modalidade da Despesa: Aplicacoes Diretas;26.497.564,00;26.497.564,00;16.018.010,44;16.018.010,44
**********Fonte: Tesouro Municipal;26.497.564,00;26.497.564,00;16.018.010,44;16.018.010,44
******Projeto/Atividade: Reforma de Edificacoes - SGM;300.000,00;300.000,00;14.322,26;0,00
*******Elemento Economico: Obras e Instalacoes;200.000,00;200.000,00;0,00;0,00
********Categoria da Despesa: Despesas de Capital;200.000,00;200.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;200.000,00;200.000,00;0,00;0,00
**********Fonte: Tesouro Municipal;200.000,00;200.000,00;0,00;0,00
*******Elemento Economico: Outros Servicos de Terceiros - Pessoa Juridica;100.000,00;100.000,00;14.322,26;0,00
********Categoria da Despesa: Despesas de Capital;100.000,00;100.000,00;14.322,26;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;100.000,00;100.000,00;14.322,26;0,00
**********Fonte: Tesouro Municipal;100.000,00;100.000,00;14.322,26;0,00
****Sub-Funcao: Tecnologia da Informacao;250.000,00;45.000,00;31.541,23;0,00
*****Programa: Sistema de informacao e processamento de dados;250.000,00;45.000,00;31.541,23;0,00
******Projeto/Atividade: Implantacao e Operacao de Sistemas de Informacao e Comunicacao;250.000,00;45.000,00;31.541,23;0,00
*******Elemento Economico: Outros ServiA§os de Terceiros - Pessoa JurA­dica;250.000,00;45.000,00;31.541,23;0,00
********Categoria da Despesa: Despesas Correntes;250.000,00;45.000,00;31.541,23;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;250.000,00;45.000,00;31.541,23;0,00
**********Fonte: Tesouro Municipal;250.000,00;45.000,00;31.541,23;0,00
***Funcao: Comercio e Servicos;167.004.386,00;162.104.386,00;117.597.835,53;103.964.983,73
****Sub-Funcao: Turismo;167.004.386,00;162.104.386,00;117.597.835,53;103.964.983,73
*****Programa: Afirmacao da cidade como referencia mundial em eventos e turismo;167.004.386,00;162.104.386,00;117.597.835,53;103.964.983,73
******Projeto/Atividade: Acoes Estrategicas - Sao Paulo Turismo;80.000,00;80.000,00;0,00;0,00
*******Elemento Economico: Outros ServiA§os de Terceiros - Pessoa JurA­dica;80.000,00;80.000,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;80.000,00;80.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;80.000,00;80.000,00;0,00;0,00
**********Fonte: Tesouro Municipal;80.000,00;80.000,00;0,00;0,00
******Projeto/Atividade: Capacitacao de Agentes de Viagens. Taxistas e Policiais;1.699.386,00;1.699.386,00;0,00;0,00
*******Elemento Economico: Outros Servicos de Terceiros - Pessoa Juridica;1.699.386,00;1.699.386,00;0,00;0,00
********Categoria da Despesa: Despesas de Capital;1.699.386,00;1.699.386,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;1.699.386,00;1.699.386,00;0,00;0,00
**********Fonte: Tesouro Municipal;220.000,00;220.000,00;0,00;0,00
**********Fonte: Transferencias Federais;1.479.386,00;1.479.386,00;0,00;0,00
******Projeto/Atividade: Centrais de Informacao Turistica;100.000,00;100.000,00;0,00;0,00
*******Elemento Economico: Outros Servicos de Terceiros - Pessoa Juridica;100.000,00;100.000,00;0,00;0,00
********Categoria da Despesa: Despesas de Capital;100.000,00;100.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;100.000,00;100.000,00;0,00;0,00
**********Fonte: Tesouro Municipal;100.000,00;100.000,00;0,00;0,00
******Projeto/Atividade: Construcao e Ampliacao da Fabrica do Samba;62.000.000,00;62.000.000,00;40.114.546,41;29.224.706,23
*******Elemento Economico: Obras e Instalacoes;58.200.000,00;58.200.000,00;38.200.000,00;29.224.706,23
********Categoria da Despesa: Despesas de Capital;58.200.000,00;58.200.000,00;38.200.000,00;29.224.706,23
*********Modalidade da Despesa: Aplicacoes Diretas;58.200.000,00;58.200.000,00;38.200.000,00;29.224.706,23
**********Fonte: Tesouro Municipal;8.200.000,00;58.200.000,00;38.200.000,00;29.224.706,23
**********Fonte: Transferencias Federais;50.000.000,00;0,00;0,00;0,00
*******Elemento Economico: Outros Servicos de Terceiros - Pessoa Juridica;3.800.000,00;3.800.000,00;1.914.546,41;0,00
********Categoria da Despesa: Despesas de Capital;3.800.000,00;3.800.000,00;1.914.546,41;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;3.800.000,00;3.800.000,00;1.914.546,41;0,00
**********Fonte: Tesouro Municipal;3.800.000,00;3.800.000,00;1.914.546,41;0,00
******Projeto/Atividade: Implantacao de Sinalizacao Turistica Internacional;1.225.000,00;1.225.000,00;0,00;0,00
*******Elemento Economico: Outros Servicos de Terceiros - Pessoa Juridica;1.225.000,00;1.225.000,00;0,00;0,00
********Categoria da Despesa: Despesas de Capital;1.225.000,00;1.225.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;1.225.000,00;1.225.000,00;0,00;0,00
**********Fonte: Tesouro Municipal;100.000,00;100.000,00;0,00;0,00
**********Fonte: Transferencias Federais;1.125.000,00;1.125.000,00;0,00;0,00
******Projeto/Atividade: Marca da Cidade de Sao Paulo;6.100.000,00;1.200.000,00;0,00;0,00
*******Elemento Economico: Outros Servicos de Terceiros - Pessoa Juridica;6.100.000,00;1.200.000,00;0,00;0,00
********Categoria da Despesa: Despesas de Capital;6.100.000,00;1.200.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;6.100.000,00;1.200.000,00;0,00;0,00
**********Fonte: Tesouro Municipal;100.000,00;100.000,00;0,00;0,00
**********Fonte: Transferencias Federais;6.000.000,00;1.100.000,00;0,00;0,00
******Projeto/Atividade: Modernizacao do Complexo Anhembi;4.000.000,00;4.000.000,00;3.143.721,43;3.143.721,43
*******Elemento Economico: Obras e Instalacoes;4.000.000,00;4.000.000,00;3.143.721,43;3.143.721,43
********Categoria da Despesa: Despesas de Capital;4.000.000,00;4.000.000,00;3.143.721,43;3.143.721,43
*********Modalidade da Despesa: Aplicacoes Diretas;4.000.000,00;4.000.000,00;3.143.721,43;3.143.721,43
**********Fonte: Tesouro Municipal;100.000,00;100.000,00;0,00;0,00
**********Fonte: Transferencias Federais;3.900.000,00;3.900.000,00;3.143.721,43;3.143.721,43
******Projeto/Atividade: Participacao no Carnaval Paulistano;25.000.000,00;25.000.000,00;17.024.516,62;16.974.516,62
*******Elemento Economico: Outros ServiA§os de Terceiros - Pessoa JurA­dica;25.000.000,00;25.000.000,00;17.024.516,62;16.974.516,62
********Categoria da Despesa: Despesas Correntes;25.000.000,00;25.000.000,00;17.024.516,62;16.974.516,62
*********Modalidade da Despesa: Aplicacoes Diretas;25.000.000,00;25.000.000,00;17.024.516,62;16.974.516,62
**********Fonte: Tesouro Municipal;25.000.000,00;25.000.000,00;17.024.516,62;16.974.516,62
******Projeto/Atividade: Preparacao de Sao Paulo como Sede da Copa do Mundo de 2014;9.000.000,00;9.000.000,00;200.000,00;0,00
*******Elemento Economico: Outros Servicos de Terceiros - Pessoa Juridica;9.000.000,00;9.000.000,00;200.000,00;0,00
********Categoria da Despesa: Despesas de Capital;9.000.000,00;9.000.000,00;200.000,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;9.000.000,00;9.000.000,00;200.000,00;0,00
**********Fonte: Outras Fontes;2.000.000,00;2.000.000,00;0,00;0,00
**********Fonte: Tesouro Municipal;1.000.000,00;1.000.000,00;200.000,00;0,00
**********Fonte: Transferencias Estaduais;3.000.000,00;3.000.000,00;0,00;0,00
**********Fonte: Transferencias Federais;3.000.000,00;3.000.000,00;0,00;0,00
******Projeto/Atividade: Promocao do Turismo na Cidade de Sao Paulo;40.000.000,00;38.434.775,02;37.753.923,15;37.478.863,17
*******Elemento Economico: Outros ServiA§os de Terceiros - Pessoa JurA­dica;40.000.000,00;38.434.775,02;37.753.923,15;37.478.863,17
********Categoria da Despesa: Despesas Correntes;40.000.000,00;38.434.775,02;37.753.923,15;37.478.863,17
*********Modalidade da Despesa: Aplicacoes Diretas;40.000.000,00;38.434.775,02;37.753.923,15;37.478.863,17
**********Fonte: Tesouro Municipal;40.000.000,00;38.434.775,02;37.753.923,15;37.478.863,17
******Projeto/Atividade: Promocao.  Campanhas. Simposios e Eventos Turist.. Culturais e Civicos;17.800.000,00;19.365.224,98;19.361.127,92;17.143.176,28
*******Elemento Economico: Despesas de Exercicios Anteriores;0,00;222.498,09;222.498,09;222.498,09
********Categoria da Despesa: Despesas Correntes;0,00;222.498,09;222.498,09;222.498,09
*********Modalidade da Despesa: Aplicacoes Diretas;0,00;222.498,09;222.498,09;222.498,09
**********Fonte: Tesouro Municipal;0,00;222.498,09;222.498,09;222.498,09
*******Elemento Economico: Outros ServiA§os de Terceiros - Pessoa JurA­dica;17.800.000,00;19.142.726,89;19.138.629,83;16.920.678,19
********Categoria da Despesa: Despesas Correntes;17.800.000,00;19.142.726,89;19.138.629,83;16.920.678,19
*********Modalidade da Despesa: Aplicacoes Diretas;17.800.000,00;19.142.726,89;19.138.629,83;16.920.678,19
**********Fonte: Tesouro Municipal;17.800.000,00;19.142.726,89;19.138.629,83;16.920.678,19
***Funcao: Desporto e Lazer;45.000.000,00;53.097.198,11;50.097.198,11;22.011.652,45
****Sub-Funcao: Lazer;45.000.000,00;53.097.198,11;50.097.198,11;22.011.652,45
*****Programa: Consolidacao da cidade como marco nacional em esporte e lazer;45.000.000,00;53.097.198,11;50.097.198,11;22.011.652,45
******Projeto/Atividade: Realizacao da Formula Indy;15.000.000,00;15.000.000,00;12.000.000,00;12.000.000,00
*******Elemento Economico: Outros ServiA§os de Terceiros - Pessoa JurA­dica;15.000.000,00;15.000.000,00;12.000.000,00;12.000.000,00
********Categoria da Despesa: Despesas Correntes;15.000.000,00;15.000.000,00;12.000.000,00;12.000.000,00
*********Modalidade da Despesa: Aplicacoes Diretas;15.000.000,00;15.000.000,00;12.000.000,00;12.000.000,00
**********Fonte: Tesouro Municipal;15.000.000,00;15.000.000,00;12.000.000,00;12.000.000,00
******Projeto/Atividade: Realizacao do GP de Formula 1;30.000.000,00;38.097.198,11;38.097.198,11;10.011.652,45
*******Elemento Economico: Outros ServiA§os de Terceiros - Pessoa JurA­dica;30.000.000,00;38.097.198,11;38.097.198,11;10.011.652,45
********Categoria da Despesa: Despesas Correntes;30.000.000,00;38.097.198,11;38.097.198,11;10.011.652,45
*********Modalidade da Despesa: Aplicacoes Diretas;30.000.000,00;38.097.198,11;38.097.198,11;10.011.652,45
**********Fonte: Tesouro Municipal;30.000.000,00;38.097.198,11;38.097.198,11;10.011.652,45
***Funcao: Direitos da Cidadania;3.098.993,00;3.178.993,00;1.542.417,23;930.913,27
****Sub-Funcao: Assistencia a Crianca e ao Adolescente;1.660.800,00;1.660.800,00;1.105.628,26;591.511,58
*****Programa: Defesa dos direitos humanos;1.660.800,00;1.660.800,00;1.105.628,26;591.511,58
******Projeto/Atividade: Protecao Especial a Criancas e Adolescentes Ameacados de Morte - PPCAAM;1.660.800,00;1.660.800,00;1.105.628,26;591.511,58
*******Elemento Economico: Outros ServiA§os de Terceiros - Pessoa JurA­dica;1.660.800,00;1.660.800,00;1.105.628,26;591.511,58
********Categoria da Despesa: Despesas Correntes;1.660.800,00;1.660.800,00;1.105.628,26;591.511,58
*********Modalidade da Despesa: Aplicacoes Diretas;1.660.800,00;1.660.800,00;1.105.628,26;591.511,58
**********Fonte: Tesouro Municipal;316.800,00;316.800,00;316.800,00;132.683,32
**********Fonte: Transferencias Federais;1.344.000,00;1.344.000,00;788.828,26;458.828,26
****Sub-Funcao: Direitos Individuais. Coletivos e Difusos;1.438.193,00;1.518.193,00;436.788,97;339.401,69
*****Programa: Defesa dos direitos humanos;1.438.193,00;1.518.193,00;436.788,97;339.401,69
******Projeto/Atividade: Atencao em Direitos Humanos para Grupos Vulneraveis;598.193,00;399.420,92;0,00;0,00
*******Elemento Economico: Outros ServiA§os de Terceiros - Pessoa JurA­dica;598.193,00;399.420,92;0,00;0,00
********Categoria da Despesa: Despesas Correntes;598.193,00;399.420,92;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;598.193,00;399.420,92;0,00;0,00
**********Fonte: Tesouro Municipal;8.000,00;5.000,00;0,00;0,00
**********Fonte: Transferencias Federais;590.193,00;394.420,92;0,00;0,00
******Projeto/Atividade: Comissao Municipal de Direitos Humanos - CMDH;120.000,00;154.000,00;84.006,89;27.459,69
*******Elemento Economico: Contribuicoes;5.000,00;5.000,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;5.000,00;5.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;5.000,00;5.000,00;0,00;0,00
**********Fonte: Tesouro Municipal;5.000,00;5.000,00;0,00;0,00
*******Elemento Economico: Diarias - Civil;10.000,00;10.000,00;2.424,50;2.424,50
********Categoria da Despesa: Despesas Correntes;10.000,00;10.000,00;2.424,50;2.424,50
*********Modalidade da Despesa: Aplicacoes Diretas;10.000,00;10.000,00;2.424,50;2.424,50
**********Fonte: Tesouro Municipal;10.000,00;10.000,00;2.424,50;2.424,50
*******Elemento Economico: Equipamentos e Material Permanente;5.000,00;8.000,00;5.744,43;4.853,23
********Categoria da Despesa: Despesas de Capital;5.000,00;8.000,00;5.744,43;4.853,23
*********Modalidade da Despesa: Aplicacoes Diretas;5.000,00;8.000,00;5.744,43;4.853,23
**********Fonte: Tesouro Municipal;5.000,00;8.000,00;5.744,43;4.853,23
*******Elemento Economico: Material de Consumo;5.000,00;5.000,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;5.000,00;5.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;5.000,00;5.000,00;0,00;0,00
**********Fonte: Tesouro Municipal;5.000,00;5.000,00;0,00;0,00
*******Elemento Economico: Material de Distribuicao Gratuita;10.000,00;10.000,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;10.000,00;10.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;10.000,00;10.000,00;0,00;0,00
**********Fonte: Tesouro Municipal;10.000,00;10.000,00;0,00;0,00
*******Elemento Economico: Outros Auxilios Financeiros a Pessoas Fisicas;5.000,00;18.000,00;13.500,00;13.500,00
********Categoria da Despesa: Despesas Correntes;5.000,00;18.000,00;13.500,00;13.500,00
*********Modalidade da Despesa: Aplicacoes Diretas;5.000,00;18.000,00;13.500,00;13.500,00
**********Fonte: Tesouro Municipal;5.000,00;18.000,00;13.500,00;13.500,00
*******Elemento Economico: Outros ServiA§os de Terceiros - Pessoa JurA­dica;40.000,00;55.000,00;37.337,96;4.624,58
********Categoria da Despesa: Despesas Correntes;40.000,00;55.000,00;37.337,96;4.624,58
*********Modalidade da Despesa: Aplicacoes Diretas;40.000,00;55.000,00;37.337,96;4.624,58
**********Fonte: Tesouro Municipal;40.000,00;55.000,00;37.337,96;4.624,58
*******Elemento Economico: Outros Servicos de Terceiros - Pessoa Fisica;15.000,00;2.000,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;15.000,00;2.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;15.000,00;2.000,00;0,00;0,00
**********Fonte: Tesouro Municipal;15.000,00;2.000,00;0,00;0,00
*******Elemento Economico: Passagens e Despesas com Locomocao;10.000,00;26.000,00;25.000,00;2.057,38
********Categoria da Despesa: Despesas Correntes;10.000,00;26.000,00;25.000,00;2.057,38
*********Modalidade da Despesa: Aplicacoes Diretas;10.000,00;26.000,00;25.000,00;2.057,38
**********Fonte: Tesouro Municipal;10.000,00;26.000,00;25.000,00;2.057,38
*******Elemento Economico: Servicos de Consultoria;15.000,00;15.000,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;15.000,00;15.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;15.000,00;15.000,00;0,00;0,00
**********Fonte: Tesouro Municipal;15.000,00;15.000,00;0,00;0,00
******Projeto/Atividade: E2442 - Aquisicao de Materiais de Consumo para ACDEM. sito na Rua Miguel Rachid 596;100.000,00;0,00;0,00;0,00
*******Elemento Economico: Subvencoes Sociais;100.000,00;0,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;100.000,00;0,00;0,00;0,00
*********Modalidade da Despesa: Transferencias a Instituicoes Privadas sem fins Lucrativos;100.000,00;0,00;0,00;0,00
**********Fonte: Tesouro Municipal;100.000,00;0,00;0,00;0,00
******Projeto/Atividade: Educacao e Premiacao em Direitos Humanos;120.000,00;377.000,00;38.010,00;38.010,00
*******Elemento Economico: Despesas de Exercicios Anteriores;0,00;30.000,00;30.000,00;30.000,00
********Categoria da Despesa: Despesas Correntes;0,00;30.000,00;30.000,00;30.000,00
*********Modalidade da Despesa: Aplicacoes Diretas;0,00;30.000,00;30.000,00;30.000,00
**********Fonte: Tesouro Municipal;0,00;30.000,00;30.000,00;30.000,00
*******Elemento Economico: Material de Distribuicao Gratuita;7.000,00;7.000,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;7.000,00;7.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;7.000,00;7.000,00;0,00;0,00
**********Fonte: Tesouro Municipal;7.000,00;7.000,00;0,00;0,00
*******Elemento Economico: Outros ServiA§os de Terceiros - Pessoa JurA­dica;50.000,00;10.000,00;8.010,00;8.010,00
********Categoria da Despesa: Despesas Correntes;50.000,00;10.000,00;8.010,00;8.010,00
*********Modalidade da Despesa: Aplicacoes Diretas;50.000,00;10.000,00;8.010,00;8.010,00
**********Fonte: Tesouro Municipal;50.000,00;10.000,00;8.010,00;8.010,00
*******Elemento Economico: Outros Servicos de Terceiros - Pessoa Fisica;20.000,00;0,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;20.000,00;0,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;20.000,00;0,00;0,00;0,00
**********Fonte: Tesouro Municipal;20.000,00;0,00;0,00;0,00
*******Elemento Economico: Premiacoes Culturais. Artisticas. Cientificas. Desport. e Outras;30.000,00;30.000,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;30.000,00;30.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;30.000,00;30.000,00;0,00;0,00
**********Fonte: Tesouro Municipal;30.000,00;30.000,00;0,00;0,00
*******Elemento Economico: Servicos de Consultoria;13.000,00;300.000,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;13.000,00;300.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;13.000,00;300.000,00;0,00;0,00
**********Fonte: Tesouro Municipal;13.000,00;300.000,00;0,00;0,00
******Projeto/Atividade: Implantacao de Nucleos de Direitos Humanos;300.000,00;331.460,00;131.460,00;112.680,00
*******Elemento Economico: Equipamentos e Material Permanente;85.000,00;85.000,00;0,00;0,00
********Categoria da Despesa: Despesas de Capital;85.000,00;85.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;85.000,00;85.000,00;0,00;0,00
**********Fonte: Tesouro Municipal;85.000,00;85.000,00;0,00;0,00
*******Elemento Economico: Material de Consumo;30.000,00;30.000,00;0,00;0,00
********Categoria da Despesa: Despesas de Capital;30.000,00;30.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;30.000,00;30.000,00;0,00;0,00
**********Fonte: Tesouro Municipal;30.000,00;30.000,00;0,00;0,00
*******Elemento Economico: Material de Distribuicao Gratuita;30.000,00;30.000,00;0,00;0,00
********Categoria da Despesa: Despesas de Capital;30.000,00;30.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;30.000,00;30.000,00;0,00;0,00
**********Fonte: Tesouro Municipal;30.000,00;30.000,00;0,00;0,00
*******Elemento Economico: Outros Servicos de Terceiros - Pessoa Fisica;30.000,00;30.000,00;0,00;0,00
********Categoria da Despesa: Despesas de Capital;30.000,00;30.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;30.000,00;30.000,00;0,00;0,00
**********Fonte: Tesouro Municipal;30.000,00;30.000,00;0,00;0,00
*******Elemento Economico: Outros Servicos de Terceiros - Pessoa Juridica;100.000,00;131.460,00;131.460,00;112.680,00
********Categoria da Despesa: Despesas de Capital;100.000,00;131.460,00;131.460,00;112.680,00
*********Modalidade da Despesa: Aplicacoes Diretas;100.000,00;131.460,00;131.460,00;112.680,00
**********Fonte: Tesouro Municipal;100.000,00;131.460,00;131.460,00;112.680,00
