Seleção;Orçado;Atualizado;Empenhado;Liquidado
***Função: Saúde;20.782.861,00;20.782.861,00;19.512.286,59;17.194.040,80
****Sub-Função: Administração Geral;14.836.629,00;14.069.172,57;13.513.296,34;12.411.508,79
*****Programa: Suporte Administrativo;14.836.629,00;14.069.172,57;13.513.296,34;12.411.508,79
******Projeto/Atividade: Coordenação e Administração Geral;14.836.629,00;14.069.172,57;13.513.296,34;12.411.508,79
*******Elemento Econômico: Diárias - Civil;10.000,00;10.000,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;10.000,00;10.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;10.000,00;10.000,00;0,00;0,00
**********Fonte: Tesouro Municipal;10.000,00;10.000,00;0,00;0,00
*******Elemento Econômico: Equipamentos e Material Permanente;55.000,00;55.000,00;17.180,00;17.180,00
********Categoria da Despesa: Despesas de Capital;55.000,00;55.000,00;17.180,00;17.180,00
*********Modalidade da Despesa: Aplicações Diretas;55.000,00;55.000,00;17.180,00;17.180,00
**********Fonte: Tesouro Municipal;55.000,00;55.000,00;17.180,00;17.180,00
*******Elemento Econômico: Locação de Mão-de-Obra;1.394.871,00;51.616,00;51.616,00;51.616,00
********Categoria da Despesa: Despesas Correntes;1.394.871,00;51.616,00;51.616,00;51.616,00
*********Modalidade da Despesa: Aplicações Diretas;1.394.871,00;51.616,00;51.616,00;51.616,00
**********Fonte: Tesouro Municipal;1.394.871,00;51.616,00;51.616,00;51.616,00
*******Elemento Econômico: Material de Consumo;1.100.000,00;1.100.000,00;796.397,53;738.032,67
********Categoria da Despesa: Despesas Correntes;1.100.000,00;1.100.000,00;796.397,53;738.032,67
*********Modalidade da Despesa: Aplicações Diretas;1.100.000,00;1.100.000,00;796.397,53;738.032,67
**********Fonte: Tesouro Municipal;1.100.000,00;1.100.000,00;796.397,53;738.032,67
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Física;1.940.758,00;1.940.758,00;1.811.195,42;1.811.195,42
********Categoria da Despesa: Despesas Correntes;1.940.758,00;1.940.758,00;1.811.195,42;1.811.195,42
*********Modalidade da Despesa: Aplicações Diretas;1.940.758,00;1.940.758,00;1.811.195,42;1.811.195,42
**********Fonte: Tesouro Municipal;1.940.758,00;1.940.758,00;1.811.195,42;1.811.195,42
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Jurídica;10.250.000,00;10.825.798,57;10.809.997,39;9.776.234,70
********Categoria da Despesa: Despesas Correntes;10.250.000,00;10.825.798,57;10.809.997,39;9.776.234,70
*********Modalidade da Despesa: Aplicações Diretas;10.250.000,00;10.825.798,57;10.809.997,39;9.776.234,70
**********Fonte: Tesouro Municipal;10.250.000,00;10.825.798,57;10.809.997,39;9.776.234,70
*******Elemento Econômico: Passagens e Despesas com Locomoção;86.000,00;86.000,00;26.910,00;17.250,00
********Categoria da Despesa: Despesas Correntes;86.000,00;86.000,00;26.910,00;17.250,00
*********Modalidade da Despesa: Aplicações Diretas;86.000,00;86.000,00;26.910,00;17.250,00
**********Fonte: Tesouro Municipal;86.000,00;86.000,00;26.910,00;17.250,00
****Sub-Função: Assistência Hospitalar e Ambulatorial;1.030.000,00;477.341,62;420.044,43;287.732,73
*****Programa: Assistência Farmacêutica;30.000,00;30.000,00;21.916,50;9.019,80
******Projeto/Atividade: Operação da Assistência Farmacêutica;30.000,00;30.000,00;21.916,50;9.019,80
*******Elemento Econômico: Material de Consumo;30.000,00;30.000,00;21.916,50;9.019,80
********Categoria da Despesa: Despesas Correntes;30.000,00;30.000,00;21.916,50;9.019,80
*********Modalidade da Despesa: Aplicações Diretas;30.000,00;30.000,00;21.916,50;9.019,80
**********Fonte: Tesouro Municipal;30.000,00;30.000,00;21.916,50;9.019,80
*****Programa: Integralidade da Atenção;1.000.000,00;447.341,62;398.127,93;278.712,93
******Projeto/Atividade: Administração do Material Hospitalar, Ambulatorial e Odontológico;1.000.000,00;447.341,62;398.127,93;278.712,93
*******Elemento Econômico: Material de Consumo;1.000.000,00;447.341,62;398.127,93;278.712,93
********Categoria da Despesa: Despesas Correntes;1.000.000,00;447.341,62;398.127,93;278.712,93
*********Modalidade da Despesa: Aplicações Diretas;1.000.000,00;447.341,62;398.127,93;278.712,93
**********Fonte: Tesouro Municipal;1.000.000,00;447.341,62;398.127,93;278.712,93
****Sub-Função: Atenção Básica;4.896.232,00;6.216.346,81;5.578.945,82;4.494.799,28
*****Programa: Integralidade da Atenção;4.896.232,00;6.216.346,81;5.578.945,82;4.494.799,28
******Projeto/Atividade: Operação e Manutenção de Unidades de Saúde;4.896.232,00;6.216.346,81;5.578.945,82;4.494.799,28
*******Elemento Econômico: Despesas de Exercícios Anteriores;0,00;320.086,93;320.086,93;320.086,93
********Categoria da Despesa: Despesas Correntes;0,00;320.086,93;320.086,93;320.086,93
*********Modalidade da Despesa: Aplicações Diretas;0,00;320.086,93;320.086,93;320.086,93
**********Fonte: Tesouro Municipal;0,00;320.086,93;320.086,93;320.086,93
*******Elemento Econômico: Equipamentos e Material Permanente;410.000,00;410.000,00;89.910,61;82.960,61
********Categoria da Despesa: Despesas de Capital;410.000,00;410.000,00;89.910,61;82.960,61
*********Modalidade da Despesa: Aplicações Diretas;410.000,00;410.000,00;89.910,61;82.960,61
**********Fonte: Tesouro Municipal;410.000,00;410.000,00;89.910,61;82.960,61
*******Elemento Econômico: Material de Consumo;91.200,00;91.200,00;89.259,73;76.447,44
********Categoria da Despesa: Despesas Correntes;91.200,00;91.200,00;89.259,73;76.447,44
*********Modalidade da Despesa: Aplicações Diretas;91.200,00;91.200,00;89.259,73;76.447,44
**********Fonte: Tesouro Municipal;91.200,00;91.200,00;89.259,73;76.447,44
*******Elemento Econômico: Obrigações Tributárias e Contributivas;30.000,00;30.000,00;26.665,83;24.322,84
********Categoria da Despesa: Despesas Correntes;30.000,00;30.000,00;26.665,83;24.322,84
*********Modalidade da Despesa: Aplicações Diretas;30.000,00;30.000,00;26.665,83;24.322,84
**********Fonte: Tesouro Municipal;30.000,00;30.000,00;26.665,83;24.322,84
*******Elemento Econômico: Outros Auxílios Financeiros a Pessoas Físicas;120.000,00;149.281,49;139.886,59;139.886,59
********Categoria da Despesa: Despesas Correntes;120.000,00;149.281,49;139.886,59;139.886,59
*********Modalidade da Despesa: Aplicações Diretas;120.000,00;149.281,49;139.886,59;139.886,59
**********Fonte: Tesouro Municipal;120.000,00;149.281,49;139.886,59;139.886,59
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Jurídica;4.245.032,00;5.215.778,39;4.913.136,13;3.851.094,87
********Categoria da Despesa: Despesas Correntes;4.245.032,00;5.215.778,39;4.913.136,13;3.851.094,87
*********Modalidade da Despesa: Aplicações Diretas;4.245.032,00;5.215.778,39;4.913.136,13;3.851.094,87
**********Fonte: Tesouro Municipal;4.245.032,00;5.215.778,39;4.913.136,13;3.851.094,87
****Sub-Função: Direitos Individuais, Coletivos e Difusos;20.000,00;20.000,00;0,00;0,00
*****Programa: SUS com Qualidade;20.000,00;20.000,00;0,00;0,00
******Projeto/Atividade: Apoio à Consolidação da Participação Social no SUS - Municipal;20.000,00;20.000,00;0,00;0,00
*******Elemento Econômico: Material de Consumo;10.000,00;10.000,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;10.000,00;10.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;10.000,00;10.000,00;0,00;0,00
**********Fonte: Tesouro Municipal;10.000,00;10.000,00;0,00;0,00
*******Elemento Econômico: Passagens e Despesas com Locomoção;10.000,00;10.000,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;10.000,00;10.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;10.000,00;10.000,00;0,00;0,00
**********Fonte: Tesouro Municipal;10.000,00;10.000,00;0,00;0,00
**Unidade: Coordenadoria Regional de Saúde Leste;40.255.000,00;40.255.000,00;37.518.860,43;33.695.623,87
***Função: Saúde;40.255.000,00;40.255.000,00;37.518.860,43;33.695.623,87
****Sub-Função: Administração Geral;8.955.000,00;8.955.000,00;8.239.211,89;7.178.329,24
*****Programa: Suporte Administrativo;8.955.000,00;8.955.000,00;8.239.211,89;7.178.329,24
******Projeto/Atividade: Coordenação e Administração Geral;8.955.000,00;8.955.000,00;8.239.211,89;7.178.329,24
*******Elemento Econômico: Equipamentos e Material Permanente;55.000,00;55.000,00;23.939,15;23.939,15
********Categoria da Despesa: Despesas de Capital;55.000,00;55.000,00;23.939,15;23.939,15
*********Modalidade da Despesa: Aplicações Diretas;55.000,00;55.000,00;23.939,15;23.939,15
**********Fonte: Tesouro Municipal;55.000,00;55.000,00;23.939,15;23.939,15
*******Elemento Econômico: Material de Consumo;1.100.000,00;1.100.000,00;881.899,21;806.187,20
********Categoria da Despesa: Despesas Correntes;1.100.000,00;1.100.000,00;881.899,21;806.187,20
*********Modalidade da Despesa: Aplicações Diretas;1.100.000,00;1.100.000,00;881.899,21;806.187,20
**********Fonte: Tesouro Municipal;1.100.000,00;1.100.000,00;881.899,21;806.187,20
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Jurídica;7.750.000,00;7.750.000,00;7.290.881,03;6.305.710,39
********Categoria da Despesa: Despesas Correntes;7.750.000,00;7.750.000,00;7.290.881,03;6.305.710,39
*********Modalidade da Despesa: Aplicações Diretas;7.750.000,00;7.750.000,00;7.290.881,03;6.305.710,39
**********Fonte: Tesouro Municipal;7.750.000,00;7.750.000,00;7.290.881,03;6.305.710,39
*******Elemento Econômico: Passagens e Despesas com Locomoção;50.000,00;50.000,00;42.492,50;42.492,50
********Categoria da Despesa: Despesas Correntes;50.000,00;50.000,00;42.492,50;42.492,50
*********Modalidade da Despesa: Aplicações Diretas;50.000,00;50.000,00;42.492,50;42.492,50
**********Fonte: Tesouro Municipal;50.000,00;50.000,00;42.492,50;42.492,50
****Sub-Função: Assistência Hospitalar e Ambulatorial;2.525.000,00;2.525.000,00;1.767.878,32;1.767.878,32
*****Programa: Assistência Farmacêutica;25.000,00;25.000,00;12.098,48;12.098,48
******Projeto/Atividade: Operação da Assistência Farmacêutica;25.000,00;25.000,00;12.098,48;12.098,48
*******Elemento Econômico: Material de Consumo;25.000,00;25.000,00;12.098,48;12.098,48
********Categoria da Despesa: Despesas Correntes;25.000,00;25.000,00;12.098,48;12.098,48
*********Modalidade da Despesa: Aplicações Diretas;25.000,00;25.000,00;12.098,48;12.098,48
**********Fonte: Tesouro Municipal;25.000,00;25.000,00;12.098,48;12.098,48
*****Programa: Integralidade da Atenção;2.500.000,00;2.500.000,00;1.755.779,84;1.755.779,84
******Projeto/Atividade: Administração do Material Hospitalar, Ambulatorial e Odontológico;2.500.000,00;2.500.000,00;1.755.779,84;1.755.779,84
*******Elemento Econômico: Material de Consumo;2.500.000,00;2.500.000,00;1.755.779,84;1.755.779,84
********Categoria da Despesa: Despesas Correntes;2.500.000,00;2.500.000,00;1.755.779,84;1.755.779,84
*********Modalidade da Despesa: Aplicações Diretas;2.500.000,00;2.500.000,00;1.755.779,84;1.755.779,84
**********Fonte: Tesouro Municipal;2.500.000,00;2.500.000,00;1.755.779,84;1.755.779,84
****Sub-Função: Atenção Básica;28.755.000,00;28.755.000,00;27.496.468,12;24.744.112,31
*****Programa: Integralidade da Atenção;28.755.000,00;28.755.000,00;27.496.468,12;24.744.112,31
******Projeto/Atividade: Operação e Manutenção de Unidades de Saúde;28.755.000,00;28.755.000,00;27.496.468,12;24.744.112,31
*******Elemento Econômico: Equipamentos e Material Permanente;739.000,00;739.000,00;362.967,35;306.539,35
********Categoria da Despesa: Despesas de Capital;739.000,00;739.000,00;362.967,35;306.539,35
*********Modalidade da Despesa: Aplicações Diretas;739.000,00;739.000,00;362.967,35;306.539,35
**********Fonte: Tesouro Municipal;739.000,00;739.000,00;362.967,35;306.539,35
*******Elemento Econômico: Locação de Mão-de-Obra;18.000.000,00;18.000.000,00;17.972.730,74;16.585.931,10
********Categoria da Despesa: Despesas Correntes;18.000.000,00;18.000.000,00;17.972.730,74;16.585.931,10
*********Modalidade da Despesa: Aplicações Diretas;18.000.000,00;18.000.000,00;17.972.730,74;16.585.931,10
**********Fonte: Tesouro Municipal;18.000.000,00;18.000.000,00;17.972.730,74;16.585.931,10
*******Elemento Econômico: Material de Consumo;2.400.000,00;2.400.000,00;1.825.804,28;1.501.861,17
********Categoria da Despesa: Despesas Correntes;2.400.000,00;2.400.000,00;1.825.804,28;1.501.861,17
*********Modalidade da Despesa: Aplicações Diretas;2.400.000,00;2.400.000,00;1.825.804,28;1.501.861,17
**********Fonte: Tesouro Municipal;2.400.000,00;2.400.000,00;1.825.804,28;1.501.861,17
*******Elemento Econômico: Obrigações Tributárias e Contributivas;86.000,00;86.000,00;86.000,00;78.853,91
********Categoria da Despesa: Despesas Correntes;86.000,00;86.000,00;86.000,00;78.853,91
*********Modalidade da Despesa: Aplicações Diretas;86.000,00;86.000,00;86.000,00;78.853,91
**********Fonte: Tesouro Municipal;86.000,00;86.000,00;86.000,00;78.853,91
*******Elemento Econômico: Outros Auxílios Financeiros a Pessoas Físicas;180.000,00;180.000,00;96.373,67;96.373,67
********Categoria da Despesa: Despesas Correntes;180.000,00;180.000,00;96.373,67;96.373,67
*********Modalidade da Despesa: Aplicações Diretas;180.000,00;180.000,00;96.373,67;96.373,67
**********Fonte: Tesouro Municipal;180.000,00;180.000,00;96.373,67;96.373,67
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Física;1.450.000,00;1.450.000,00;1.445.489,62;1.395.418,66
********Categoria da Despesa: Despesas Correntes;1.450.000,00;1.450.000,00;1.445.489,62;1.395.418,66
*********Modalidade da Despesa: Aplicações Diretas;1.450.000,00;1.450.000,00;1.445.489,62;1.395.418,66
**********Fonte: Tesouro Municipal;1.450.000,00;1.450.000,00;1.445.489,62;1.395.418,66
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Jurídica;5.900.000,00;5.900.000,00;5.707.102,46;4.779.134,45
********Categoria da Despesa: Despesas Correntes;5.900.000,00;5.900.000,00;5.707.102,46;4.779.134,45
*********Modalidade da Despesa: Aplicações Diretas;5.900.000,00;5.900.000,00;5.707.102,46;4.779.134,45
**********Fonte: Tesouro Municipal;5.900.000,00;5.900.000,00;5.707.102,46;4.779.134,45
****Sub-Função: Direitos Individuais, Coletivos e Difusos;20.000,00;20.000,00;15.302,10;5.304,00
*****Programa: SUS com Qualidade;20.000,00;20.000,00;15.302,10;5.304,00
******Projeto/Atividade: Apoio à Consolidação da Participação Social no SUS - Municipal;20.000,00;20.000,00;15.302,10;5.304,00
*******Elemento Econômico: Material de Consumo;10.000,00;10.000,00;5.304,00;5.304,00
********Categoria da Despesa: Despesas Correntes;10.000,00;10.000,00;5.304,00;5.304,00
*********Modalidade da Despesa: Aplicações Diretas;10.000,00;10.000,00;5.304,00;5.304,00
**********Fonte: Tesouro Municipal;10.000,00;10.000,00;5.304,00;5.304,00
*******Elemento Econômico: Passagens e Despesas com Locomoção;10.000,00;10.000,00;9.998,10;0,00
********Categoria da Despesa: Despesas Correntes;10.000,00;10.000,00;9.998,10;0,00
*********Modalidade da Despesa: Aplicações Diretas;10.000,00;10.000,00;9.998,10;0,00
**********Fonte: Tesouro Municipal;10.000,00;10.000,00;9.998,10;0,00
**Unidade: Coordenadoria Regional de Saúde Norte;35.744.000,00;35.744.000,00;35.210.554,38;30.570.571,94
***Função: Saúde;35.744.000,00;35.744.000,00;35.210.554,38;30.570.571,94
****Sub-Função: Administração Geral;835.000,00;303.348,05;218.435,53;182.567,47
*****Programa: Suporte Administrativo;835.000,00;303.348,05;218.435,53;182.567,47
******Projeto/Atividade: Coordenação e Administração Geral;835.000,00;303.348,05;218.435,53;182.567,47
*******Elemento Econômico: Despesas de Exercícios Anteriores;0,00;23.884,19;10.989,02;10.989,02
********Categoria da Despesa: Despesas Correntes;0,00;23.884,19;10.989,02;10.989,02
*********Modalidade da Despesa: Aplicações Diretas;0,00;23.884,19;10.989,02;10.989,02
**********Fonte: Tesouro Municipal;0,00;23.884,19;10.989,02;10.989,02
*******Elemento Econômico: Diárias - Civil;10.000,00;0,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;10.000,00;0,00;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;10.000,00;0,00;0,00;0,00
**********Fonte: Tesouro Municipal;10.000,00;0,00;0,00;0,00
*******Elemento Econômico: Equipamentos e Material Permanente;50.000,00;50.000,00;9.651,00;9.651,00
********Categoria da Despesa: Despesas de Capital;50.000,00;50.000,00;9.651,00;9.651,00
*********Modalidade da Despesa: Aplicações Diretas;50.000,00;50.000,00;9.651,00;9.651,00
**********Fonte: Tesouro Municipal;50.000,00;50.000,00;9.651,00;9.651,00
*******Elemento Econômico: Locação de Mão-de-Obra;75.000,00;0,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;75.000,00;0,00;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;75.000,00;0,00;0,00;0,00
**********Fonte: Tesouro Municipal;75.000,00;0,00;0,00;0,00
*******Elemento Econômico: Material de Consumo;205.000,00;15.193,00;11.393,00;11.393,00
********Categoria da Despesa: Despesas Correntes;205.000,00;15.193,00;11.393,00;11.393,00
*********Modalidade da Despesa: Aplicações Diretas;205.000,00;15.193,00;11.393,00;11.393,00
**********Fonte: Tesouro Municipal;205.000,00;15.193,00;11.393,00;11.393,00
*******Elemento Econômico: Obrigações Tributárias e Contributivas;10.000,00;0,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;10.000,00;0,00;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;10.000,00;0,00;0,00;0,00
**********Fonte: Tesouro Municipal;10.000,00;0,00;0,00;0,00
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Física;95.000,00;0,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;95.000,00;0,00;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;95.000,00;0,00;0,00;0,00
**********Fonte: Tesouro Municipal;95.000,00;0,00;0,00;0,00
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Jurídica;310.000,00;214.270,86;186.402,51;150.534,45
********Categoria da Despesa: Despesas Correntes;310.000,00;214.270,86;186.402,51;150.534,45
*********Modalidade da Despesa: Aplicações Diretas;310.000,00;214.270,86;186.402,51;150.534,45
**********Fonte: Tesouro Municipal;310.000,00;214.270,86;186.402,51;150.534,45
*******Elemento Econômico: Passagens e Despesas com Locomoção;80.000,00;0,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;80.000,00;0,00;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;80.000,00;0,00;0,00;0,00
**********Fonte: Tesouro Municipal;80.000,00;0,00;0,00;0,00
****Sub-Função: Assistência Hospitalar e Ambulatorial;1.099.000,00;1.099.000,00;1.072.358,28;906.862,68
*****Programa: Assistência Farmacêutica;99.000,00;99.000,00;72.576,00;72.474,00
******Projeto/Atividade: Operação da Assistência Farmacêutica;99.000,00;99.000,00;72.576,00;72.474,00
*******Elemento Econômico: Material de Consumo;99.000,00;99.000,00;72.576,00;72.474,00
********Categoria da Despesa: Despesas Correntes;99.000,00;99.000,00;72.576,00;72.474,00
*********Modalidade da Despesa: Aplicações Diretas;99.000,00;99.000,00;72.576,00;72.474,00
**********Fonte: Tesouro Municipal;99.000,00;99.000,00;72.576,00;72.474,00
*****Programa: Integralidade da Atenção;1.000.000,00;1.000.000,00;999.782,28;834.388,68
******Projeto/Atividade: Administração do Material Hospitalar, Ambulatorial e Odontológico;1.000.000,00;1.000.000,00;999.782,28;834.388,68
*******Elemento Econômico: Material de Consumo;1.000.000,00;1.000.000,00;999.782,28;834.388,68
********Categoria da Despesa: Despesas Correntes;1.000.000,00;1.000.000,00;999.782,28;834.388,68
*********Modalidade da Despesa: Aplicações Diretas;1.000.000,00;1.000.000,00;999.782,28;834.388,68
**********Fonte: Tesouro Municipal;1.000.000,00;1.000.000,00;999.782,28;834.388,68
****Sub-Função: Atenção Básica;33.790.000,00;34.333.291,95;33.915.560,57;29.476.941,79
*****Programa: Integralidade da Atenção;33.790.000,00;34.333.291,95;33.915.560,57;29.476.941,79
******Projeto/Atividade: Operação e Manutenção de Unidades de Saúde;33.790.000,00;34.333.291,95;33.915.560,57;29.476.941,79
*******Elemento Econômico: Equipamentos e Material Permanente;700.000,00;335.000,00;201.011,33;111.981,56
********Categoria da Despesa: Despesas de Capital;700.000,00;335.000,00;201.011,33;111.981,56
*********Modalidade da Despesa: Aplicações Diretas;700.000,00;335.000,00;201.011,33;111.981,56
**********Fonte: Tesouro Municipal;700.000,00;335.000,00;201.011,33;111.981,56
*******Elemento Econômico: Locação de Mão-de-Obra;13.300.000,00;14.720.795,16;14.709.737,40;12.801.574,43
********Categoria da Despesa: Despesas Correntes;13.300.000,00;14.720.795,16;14.709.737,40;12.801.574,43
*********Modalidade da Despesa: Aplicações Diretas;13.300.000,00;14.720.795,16;14.709.737,40;12.801.574,43
**********Fonte: Tesouro Municipal;13.300.000,00;14.720.795,16;14.709.737,40;12.801.574,43
*******Elemento Econômico: Material de Consumo;3.700.000,00;2.778.000,00;2.634.331,40;1.979.434,01
********Categoria da Despesa: Despesas Correntes;3.700.000,00;2.778.000,00;2.634.331,40;1.979.434,01
*********Modalidade da Despesa: Aplicações Diretas;3.700.000,00;2.778.000,00;2.634.331,40;1.979.434,01
**********Fonte: Tesouro Municipal;3.700.000,00;2.778.000,00;2.634.331,40;1.979.434,01
*******Elemento Econômico: Obrigações Tributárias e Contributivas;30.000,00;30.000,00;22.675,19;20.668,86
********Categoria da Despesa: Despesas Correntes;30.000,00;30.000,00;22.675,19;20.668,86
*********Modalidade da Despesa: Aplicações Diretas;30.000,00;30.000,00;22.675,19;20.668,86
**********Fonte: Tesouro Municipal;30.000,00;30.000,00;22.675,19;20.668,86
*******Elemento Econômico: Outros Auxílios Financeiros a Pessoas Físicas;110.000,00;110.000,00;110.000,00;110.000,00
********Categoria da Despesa: Despesas Correntes;110.000,00;110.000,00;110.000,00;110.000,00
*********Modalidade da Despesa: Aplicações Diretas;110.000,00;110.000,00;110.000,00;110.000,00
**********Fonte: Tesouro Municipal;110.000,00;110.000,00;110.000,00;110.000,00
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Física;850.000,00;732.721,79;637.794,97;630.326,70
********Categoria da Despesa: Despesas Correntes;850.000,00;732.721,79;637.794,97;630.326,70
*********Modalidade da Despesa: Aplicações Diretas;850.000,00;732.721,79;637.794,97;630.326,70
**********Fonte: Tesouro Municipal;850.000,00;732.721,79;637.794,97;630.326,70
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Jurídica;15.100.000,00;15.626.775,00;15.600.010,28;13.822.956,23
********Categoria da Despesa: Despesas Correntes;15.100.000,00;15.626.775,00;15.600.010,28;13.822.956,23
*********Modalidade da Despesa: Aplicações Diretas;15.100.000,00;15.626.775,00;15.600.010,28;13.822.956,23
**********Fonte: Tesouro Municipal;15.100.000,00;15.626.775,00;15.600.010,28;13.822.956,23
****Sub-Função: Direitos Individuais, Coletivos e Difusos;20.000,00;8.360,00;4.200,00;4.200,00
*****Programa: SUS com Qualidade;20.000,00;8.360,00;4.200,00;4.200,00
******Projeto/Atividade: Apoio à Consolidação da Participação Social no SUS - Municipal;20.000,00;8.360,00;4.200,00;4.200,00
*******Elemento Econômico: Material de Consumo;10.000,00;8.360,00;4.200,00;4.200,00
********Categoria da Despesa: Despesas Correntes;10.000,00;8.360,00;4.200,00;4.200,00
*********Modalidade da Despesa: Aplicações Diretas;10.000,00;8.360,00;4.200,00;4.200,00
**********Fonte: Tesouro Municipal;10.000,00;8.360,00;4.200,00;4.200,00
*******Elemento Econômico: Passagens e Despesas com Locomoção;10.000,00;0,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;10.000,00;0,00;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;10.000,00;0,00;0,00;0,00
**********Fonte: Tesouro Municipal;10.000,00;0,00;0,00;0,00
**Unidade: Coordenadoria Regional de Saúde Sudeste;36.867.400,00;37.387.761,00;33.069.158,96;29.846.815,06
***Função: Saúde;36.867.400,00;37.387.761,00;33.069.158,96;29.846.815,06
****Sub-Função: Administração Geral;8.417.400,00;8.389.400,00;6.965.702,51;6.615.252,79
*****Programa: Suporte Administrativo;8.417.400,00;8.389.400,00;6.965.702,51;6.615.252,79
******Projeto/Atividade: Coordenação e Administração Geral;8.417.400,00;8.389.400,00;6.965.702,51;6.615.252,79
*******Elemento Econômico: Despesas de Exercícios Anteriores;0,00;35.000,00;33.165,49;33.165,49
********Categoria da Despesa: Despesas Correntes;0,00;35.000,00;33.165,49;33.165,49
*********Modalidade da Despesa: Aplicações Diretas;0,00;35.000,00;33.165,49;33.165,49
**********Fonte: Tesouro Municipal;0,00;35.000,00;33.165,49;33.165,49
*******Elemento Econômico: Diárias - Civil;10.000,00;1.500,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;10.000,00;1.500,00;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;10.000,00;1.500,00;0,00;0,00
**********Fonte: Tesouro Municipal;10.000,00;1.500,00;0,00;0,00
*******Elemento Econômico: Equipamentos e Material Permanente;55.000,00;55.000,00;26.826,00;26.826,00
********Categoria da Despesa: Despesas de Capital;55.000,00;55.000,00;26.826,00;26.826,00
*********Modalidade da Despesa: Aplicações Diretas;55.000,00;55.000,00;26.826,00;26.826,00
**********Fonte: Tesouro Municipal;55.000,00;55.000,00;26.826,00;26.826,00
*******Elemento Econômico: Locação de Mão-de-Obra;103.200,00;103.200,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;103.200,00;103.200,00;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;103.200,00;103.200,00;0,00;0,00
**********Fonte: Tesouro Municipal;103.200,00;103.200,00;0,00;0,00
*******Elemento Econômico: Material de Consumo;1.200.000,00;1.200.000,00;1.198.071,15;1.082.284,15
********Categoria da Despesa: Despesas Correntes;1.200.000,00;1.200.000,00;1.198.071,15;1.082.284,15
*********Modalidade da Despesa: Aplicações Diretas;1.200.000,00;1.200.000,00;1.198.071,15;1.082.284,15
**********Fonte: Tesouro Municipal;1.200.000,00;1.200.000,00;1.198.071,15;1.082.284,15
*******Elemento Econômico: Obrigações Tributárias e Contributivas;30.000,00;30.000,00;25.368,91;22.985,13
********Categoria da Despesa: Despesas Correntes;30.000,00;30.000,00;25.368,91;22.985,13
*********Modalidade da Despesa: Aplicações Diretas;30.000,00;30.000,00;25.368,91;22.985,13
**********Fonte: Tesouro Municipal;30.000,00;30.000,00;25.368,91;22.985,13
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Física;100.000,00;45.500,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;100.000,00;45.500,00;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;100.000,00;45.500,00;0,00;0,00
**********Fonte: Tesouro Municipal;100.000,00;45.500,00;0,00;0,00
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Jurídica;6.894.200,00;6.894.200,00;5.682.270,96;5.449.992,02
********Categoria da Despesa: Despesas Correntes;6.894.200,00;6.894.200,00;5.682.270,96;5.449.992,02
*********Modalidade da Despesa: Aplicações Diretas;6.894.200,00;6.894.200,00;5.682.270,96;5.449.992,02
**********Fonte: Tesouro Municipal;6.894.200,00;6.894.200,00;5.682.270,96;5.449.992,02
*******Elemento Econômico: Passagens e Despesas com Locomoção;25.000,00;25.000,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;25.000,00;25.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;25.000,00;25.000,00;0,00;0,00
**********Fonte: Tesouro Municipal;25.000,00;25.000,00;0,00;0,00
