Seleção;Orçado;Atualizado;Empenhado;Liquidado
********Categoria da Despesa: Despesas Correntes;5.951.000,00;6.567.957,03;6.567.957,03;5.052.081,62
*********Modalidade da Despesa: Aplicações Diretas;5.951.000,00;6.567.957,03;6.567.957,03;5.052.081,62
**********Fonte: Tesouro Municipal;5.951.000,00;6.567.957,03;6.567.957,03;5.052.081,62
****Sub-Função: Direitos Individuais, Coletivos e Difusos;21.000,00;20.299,80;20.299,80;20.299,80
*****Programa: Acesso à saúde e qualidade no atendimento - SUS com qualidade;21.000,00;20.299,80;20.299,80;20.299,80
******Projeto/Atividade: Apoio à Consolidação da Participação Social no SUS - Municipal;21.000,00;20.299,80;20.299,80;20.299,80
*******Elemento Econômico: Material de Consumo;10.000,00;9.300,00;9.300,00;9.300,00
********Categoria da Despesa: Despesas Correntes;10.000,00;9.300,00;9.300,00;9.300,00
*********Modalidade da Despesa: Aplicações Diretas;10.000,00;9.300,00;9.300,00;9.300,00
**********Fonte: Tesouro Municipal;10.000,00;9.300,00;9.300,00;9.300,00
*******Elemento Econômico: Passagens e Despesas com Locomoção;11.000,00;10.999,80;10.999,80;10.999,80
********Categoria da Despesa: Despesas Correntes;11.000,00;10.999,80;10.999,80;10.999,80
*********Modalidade da Despesa: Aplicações Diretas;11.000,00;10.999,80;10.999,80;10.999,80
**********Fonte: Tesouro Municipal;11.000,00;10.999,80;10.999,80;10.999,80
**Unidade: Coordenadoria Regional de Saúde Norte;42.360.354,00;44.408.690,84;43.529.843,21;38.463.137,58
***Função: Saúde;42.360.354,00;44.408.690,84;43.529.843,21;38.463.137,58
****Sub-Função: Administração Geral;429.559,00;161.475,69;161.155,69;129.186,36
*****Programa: Suporte administrativo;429.559,00;161.475,69;161.155,69;129.186,36
******Projeto/Atividade: Coordenação e Administração Geral;429.559,00;161.475,69;161.155,69;129.186,36
*******Elemento Econômico: Diárias - Civil;10.000,00;0,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;10.000,00;0,00;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;10.000,00;0,00;0,00;0,00
**********Fonte: Tesouro Municipal;10.000,00;0,00;0,00;0,00
*******Elemento Econômico: Equipamentos e Material Permanente;40.349,00;12.003,00;12.003,00;12.003,00
********Categoria da Despesa: Despesas de Capital;40.349,00;12.003,00;12.003,00;12.003,00
*********Modalidade da Despesa: Aplicações Diretas;40.349,00;12.003,00;12.003,00;12.003,00
**********Fonte: Tesouro Municipal;40.349,00;12.003,00;12.003,00;12.003,00
*******Elemento Econômico: Material de Consumo;44.500,00;18.079,62;17.759,62;7.759,62
********Categoria da Despesa: Despesas Correntes;44.500,00;18.079,62;17.759,62;7.759,62
*********Modalidade da Despesa: Aplicações Diretas;44.500,00;18.079,62;17.759,62;7.759,62
**********Fonte: Tesouro Municipal;44.500,00;18.079,62;17.759,62;7.759,62
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Jurídica;334.710,00;131.393,07;131.393,07;109.423,74
********Categoria da Despesa: Despesas Correntes;334.710,00;131.393,07;131.393,07;109.423,74
*********Modalidade da Despesa: Aplicações Diretas;334.710,00;131.393,07;131.393,07;109.423,74
**********Fonte: Tesouro Municipal;334.710,00;131.393,07;131.393,07;109.423,74
****Sub-Função: Assistência Hospitalar e Ambulatorial;1.120.000,00;1.120.000,00;1.113.022,57;525.967,81
*****Programa: Acesso à saúde e qualidade no atendimento - Assistência farmacêutica;120.000,00;120.000,00;114.494,10;114.494,10
******Projeto/Atividade: Implementação e Manutenção da Assistência Farmacêutica e Remédio em Casa;120.000,00;120.000,00;114.494,10;114.494,10
*******Elemento Econômico: Material de Consumo;120.000,00;120.000,00;114.494,10;114.494,10
********Categoria da Despesa: Despesas Correntes;120.000,00;120.000,00;114.494,10;114.494,10
*********Modalidade da Despesa: Aplicações Diretas;120.000,00;120.000,00;114.494,10;114.494,10
**********Fonte: Tesouro Municipal;120.000,00;120.000,00;114.494,10;114.494,10
*****Programa: Acesso à saúde e qualidade no atendimento - Integralidade da atenção;1.000.000,00;1.000.000,00;998.528,47;411.473,71
******Projeto/Atividade: Administração do Material Hospitalar, Ambulatorial e Odontológico;1.000.000,00;1.000.000,00;998.528,47;411.473,71
*******Elemento Econômico: Material de Consumo;1.000.000,00;1.000.000,00;998.528,47;411.473,71
********Categoria da Despesa: Despesas Correntes;1.000.000,00;1.000.000,00;998.528,47;411.473,71
*********Modalidade da Despesa: Aplicações Diretas;1.000.000,00;1.000.000,00;998.528,47;411.473,71
**********Fonte: Tesouro Municipal;1.000.000,00;1.000.000,00;998.528,47;411.473,71
****Sub-Função: Atenção Básica;40.799.155,00;43.127.215,15;42.255.664,95;37.807.983,41
*****Programa: Acesso à saúde e qualidade no atendimento - Integralidade da atenção;40.799.155,00;43.127.215,15;42.255.664,95;37.807.983,41
******Projeto/Atividade: Operação e Manutenção de Unidades de Saúde;40.799.155,00;43.127.215,15;42.255.664,95;37.807.983,41
*******Elemento Econômico: Despesas de Exercícios Anteriores;0,00;1.187.718,19;1.187.711,26;1.187.711,26
********Categoria da Despesa: Despesas Correntes;0,00;1.187.718,19;1.187.711,26;1.187.711,26
*********Modalidade da Despesa: Aplicações Diretas;0,00;1.187.718,19;1.187.711,26;1.187.711,26
**********Fonte: Tesouro Municipal;0,00;1.187.718,19;1.187.711,26;1.187.711,26
*******Elemento Econômico: Equipamentos e Material Permanente;580.000,00;594.592,99;305.845,58;214.461,83
********Categoria da Despesa: Despesas de Capital;580.000,00;594.592,99;305.845,58;214.461,83
*********Modalidade da Despesa: Aplicações Diretas;580.000,00;594.592,99;305.845,58;214.461,83
**********Fonte: Tesouro Municipal;580.000,00;594.592,99;305.845,58;214.461,83
*******Elemento Econômico: Equipamentos e Material Permanente;0,00;80.000,00;66.663,86;9.957,96
********Categoria da Despesa: Despesas de Capital;0,00;80.000,00;66.663,86;9.957,96
*********Modalidade da Despesa: Transferências a Instituições Privadas sem fins Lucrativos;0,00;80.000,00;66.663,86;9.957,96
**********Fonte: Tesouro Municipal;0,00;80.000,00;66.663,86;9.957,96
*******Elemento Econômico: Locação de Mão-de-Obra;16.370.000,00;22.156.940,16;22.106.270,55;20.246.062,68
********Categoria da Despesa: Despesas Correntes;16.370.000,00;22.156.940,16;22.106.270,55;20.246.062,68
*********Modalidade da Despesa: Aplicações Diretas;16.370.000,00;22.156.940,16;22.106.270,55;20.246.062,68
**********Fonte: Tesouro Municipal;16.370.000,00;22.156.940,16;22.106.270,55;20.246.062,68
*******Elemento Econômico: Material de Consumo;4.500.000,00;4.494.000,00;4.052.429,84;3.074.165,68
********Categoria da Despesa: Despesas Correntes;4.500.000,00;4.494.000,00;4.052.429,84;3.074.165,68
*********Modalidade da Despesa: Aplicações Diretas;4.500.000,00;4.494.000,00;4.052.429,84;3.074.165,68
**********Fonte: Tesouro Municipal;4.500.000,00;4.494.000,00;4.052.429,84;3.074.165,68
*******Elemento Econômico: Obrigações Tributárias e Contributivas;18.155,00;60.835,98;55.703,96;49.514,06
********Categoria da Despesa: Despesas Correntes;18.155,00;60.835,98;55.703,96;49.514,06
*********Modalidade da Despesa: Aplicações Diretas;18.155,00;60.835,98;55.703,96;49.514,06
**********Fonte: Tesouro Municipal;18.155,00;60.835,98;55.703,96;49.514,06
*******Elemento Econômico: Outros Auxílios Financeiros a Pessoas Físicas;121.000,00;137.000,00;130.158,79;130.158,79
********Categoria da Despesa: Despesas Correntes;121.000,00;137.000,00;130.158,79;130.158,79
*********Modalidade da Despesa: Aplicações Diretas;121.000,00;137.000,00;130.158,79;130.158,79
**********Fonte: Tesouro Municipal;121.000,00;137.000,00;130.158,79;130.158,79
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Física;890.000,00;790.822,90;725.576,18;707.668,44
********Categoria da Despesa: Despesas Correntes;890.000,00;790.822,90;725.576,18;707.668,44
*********Modalidade da Despesa: Aplicações Diretas;890.000,00;790.822,90;725.576,18;707.668,44
**********Fonte: Tesouro Municipal;890.000,00;790.822,90;725.576,18;707.668,44
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Jurídica;18.320.000,00;13.625.304,93;13.625.304,93;12.188.282,71
********Categoria da Despesa: Despesas Correntes;18.320.000,00;13.625.304,93;13.625.304,93;12.188.282,71
*********Modalidade da Despesa: Aplicações Diretas;18.320.000,00;13.625.304,93;13.625.304,93;12.188.282,71
**********Fonte: Tesouro Municipal;18.320.000,00;13.625.304,93;13.625.304,93;12.188.282,71
****Sub-Função: Direitos Individuais, Coletivos e Difusos;11.640,00;0,00;0,00;0,00
*****Programa: Acesso à saúde e qualidade no atendimento - SUS com qualidade;11.640,00;0,00;0,00;0,00
******Projeto/Atividade: Apoio à Consolidação da Participação Social no SUS - Municipal;11.640,00;0,00;0,00;0,00
*******Elemento Econômico: Material de Consumo;1.640,00;0,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;1.640,00;0,00;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;1.640,00;0,00;0,00;0,00
**********Fonte: Tesouro Municipal;1.640,00;0,00;0,00;0,00
*******Elemento Econômico: Passagens e Despesas com Locomoção;10.000,00;0,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;10.000,00;0,00;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;10.000,00;0,00;0,00;0,00
**********Fonte: Tesouro Municipal;10.000,00;0,00;0,00;0,00
**Unidade: Coordenadoria Regional de Saúde Sudeste;39.480.781,00;40.476.810,22;40.227.152,62;35.504.934,92
***Função: Saúde;39.480.781,00;40.476.810,22;40.227.152,62;35.504.934,92
****Sub-Função: Administração Geral;9.102.400,00;8.721.449,83;8.695.385,19;8.507.457,48
*****Programa: Suporte administrativo;9.102.400,00;8.721.449,83;8.695.385,19;8.507.457,48
******Projeto/Atividade: Coordenação e Administração Geral;9.102.400,00;8.721.449,83;8.695.385,19;8.507.457,48
*******Elemento Econômico: Despesas de Exercícios Anteriores;0,00;12.000,00;11.466,23;11.466,23
********Categoria da Despesa: Despesas Correntes;0,00;12.000,00;11.466,23;11.466,23
*********Modalidade da Despesa: Aplicações Diretas;0,00;12.000,00;11.466,23;11.466,23
**********Fonte: Tesouro Municipal;0,00;12.000,00;11.466,23;11.466,23
*******Elemento Econômico: Diárias - Civil;2.400,00;0,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;2.400,00;0,00;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;2.400,00;0,00;0,00;0,00
**********Fonte: Tesouro Municipal;2.400,00;0,00;0,00;0,00
*******Elemento Econômico: Equipamentos e Material Permanente;200.000,00;71.376,90;71.376,90;71.376,90
********Categoria da Despesa: Despesas de Capital;200.000,00;71.376,90;71.376,90;71.376,90
*********Modalidade da Despesa: Aplicações Diretas;200.000,00;71.376,90;71.376,90;71.376,90
**********Fonte: Tesouro Municipal;200.000,00;71.376,90;71.376,90;71.376,90
*******Elemento Econômico: Locação de Mão-de-Obra;190.000,00;0,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;190.000,00;0,00;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;190.000,00;0,00;0,00;0,00
**********Fonte: Tesouro Municipal;190.000,00;0,00;0,00;0,00
*******Elemento Econômico: Material de Consumo;1.300.000,00;1.099.600,00;1.093.297,44;1.036.340,93
********Categoria da Despesa: Despesas Correntes;1.300.000,00;1.099.600,00;1.093.297,44;1.036.340,93
*********Modalidade da Despesa: Aplicações Diretas;1.300.000,00;1.099.600,00;1.093.297,44;1.036.340,93
**********Fonte: Tesouro Municipal;1.300.000,00;1.099.600,00;1.093.297,44;1.036.340,93
*******Elemento Econômico: Obrigações Tributárias e Contributivas;35.000,00;42.300,00;42.295,98;39.862,86
********Categoria da Despesa: Despesas Correntes;35.000,00;42.300,00;42.295,98;39.862,86
*********Modalidade da Despesa: Aplicações Diretas;35.000,00;42.300,00;42.295,98;39.862,86
**********Fonte: Tesouro Municipal;35.000,00;42.300,00;42.295,98;39.862,86
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Física;250.000,00;172,93;172,93;172,93
********Categoria da Despesa: Despesas Correntes;250.000,00;172,93;172,93;172,93
*********Modalidade da Despesa: Aplicações Diretas;250.000,00;172,93;172,93;172,93
**********Fonte: Tesouro Municipal;250.000,00;172,93;172,93;172,93
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Jurídica;7.100.000,00;7.496.000,00;7.476.775,71;7.348.237,63
********Categoria da Despesa: Despesas Correntes;7.100.000,00;7.496.000,00;7.476.775,71;7.348.237,63
*********Modalidade da Despesa: Aplicações Diretas;7.100.000,00;7.496.000,00;7.476.775,71;7.348.237,63
**********Fonte: Tesouro Municipal;7.100.000,00;7.496.000,00;7.476.775,71;7.348.237,63
*******Elemento Econômico: Passagens e Despesas com Locomoção;25.000,00;0,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;25.000,00;0,00;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;25.000,00;0,00;0,00;0,00
**********Fonte: Tesouro Municipal;25.000,00;0,00;0,00;0,00
****Sub-Função: Assistência Hospitalar e Ambulatorial;2.220.000,00;1.260.000,00;1.236.737,17;898.519,67
*****Programa: Acesso à saúde e qualidade no atendimento - Assistência farmacêutica;120.000,00;70.000,00;49.629,97;36.337,92
******Projeto/Atividade: Implementação e Manutenção da Assistência Farmacêutica e Remédio em Casa;120.000,00;70.000,00;49.629,97;36.337,92
*******Elemento Econômico: Material de Consumo;120.000,00;70.000,00;49.629,97;36.337,92
********Categoria da Despesa: Despesas Correntes;120.000,00;70.000,00;49.629,97;36.337,92
*********Modalidade da Despesa: Aplicações Diretas;120.000,00;70.000,00;49.629,97;36.337,92
**********Fonte: Tesouro Municipal;120.000,00;70.000,00;49.629,97;36.337,92
*****Programa: Acesso à saúde e qualidade no atendimento - Integralidade da atenção;2.100.000,00;1.190.000,00;1.187.107,20;862.181,75
******Projeto/Atividade: Administração do Material Hospitalar, Ambulatorial e Odontológico;2.100.000,00;1.190.000,00;1.187.107,20;862.181,75
*******Elemento Econômico: Material de Consumo;2.100.000,00;1.190.000,00;1.187.107,20;862.181,75
********Categoria da Despesa: Despesas Correntes;2.100.000,00;1.190.000,00;1.187.107,20;862.181,75
*********Modalidade da Despesa: Aplicações Diretas;2.100.000,00;1.190.000,00;1.187.107,20;862.181,75
**********Fonte: Tesouro Municipal;2.100.000,00;1.190.000,00;1.187.107,20;862.181,75
****Sub-Função: Atenção Básica;28.137.381,00;30.485.424,39;30.285.094,26;26.089.021,77
*****Programa: Acesso à saúde e qualidade no atendimento - Integralidade da atenção;28.137.381,00;30.485.424,39;30.285.094,26;26.089.021,77
******Projeto/Atividade: Operação e Manutenção de Unidades de Saúde;28.137.381,00;30.485.424,39;30.285.094,26;26.089.021,77
*******Elemento Econômico: Despesas de Exercícios Anteriores;0,00;35.000,00;35.000,00;31.561,30
********Categoria da Despesa: Despesas Correntes;0,00;35.000,00;35.000,00;31.561,30
*********Modalidade da Despesa: Aplicações Diretas;0,00;35.000,00;35.000,00;31.561,30
**********Fonte: Tesouro Municipal;0,00;35.000,00;35.000,00;31.561,30
*******Elemento Econômico: Equipamentos e Material Permanente;700.000,00;608.303,30;550.336,46;156.857,24
********Categoria da Despesa: Despesas de Capital;700.000,00;608.303,30;550.336,46;156.857,24
*********Modalidade da Despesa: Aplicações Diretas;700.000,00;608.303,30;550.336,46;156.857,24
**********Fonte: Tesouro Municipal;700.000,00;608.303,30;550.336,46;156.857,24
*******Elemento Econômico: Locação de Mão-de-Obra;8.220.381,00;7.890.381,00;7.889.506,19;7.210.352,66
********Categoria da Despesa: Despesas Correntes;8.220.381,00;7.890.381,00;7.889.506,19;7.210.352,66
*********Modalidade da Despesa: Aplicações Diretas;8.220.381,00;7.890.381,00;7.889.506,19;7.210.352,66
**********Fonte: Tesouro Municipal;8.220.381,00;7.890.381,00;7.889.506,19;7.210.352,66
*******Elemento Econômico: Material de Consumo;1.000.000,00;850.000,00;811.448,36;443.437,82
********Categoria da Despesa: Despesas Correntes;1.000.000,00;850.000,00;811.448,36;443.437,82
*********Modalidade da Despesa: Aplicações Diretas;1.000.000,00;850.000,00;811.448,36;443.437,82
**********Fonte: Tesouro Municipal;1.000.000,00;850.000,00;811.448,36;443.437,82
*******Elemento Econômico: Obrigações Tributárias e Contributivas;10.000,00;4.100,00;4.077,69;3.737,37
********Categoria da Despesa: Despesas Correntes;10.000,00;4.100,00;4.077,69;3.737,37
*********Modalidade da Despesa: Aplicações Diretas;10.000,00;4.100,00;4.077,69;3.737,37
**********Fonte: Tesouro Municipal;10.000,00;4.100,00;4.077,69;3.737,37
*******Elemento Econômico: Outros Auxílios Financeiros a Pessoas Físicas;180.000,00;85.000,00;70.578,42;70.578,42
********Categoria da Despesa: Despesas Correntes;180.000,00;85.000,00;70.578,42;70.578,42
*********Modalidade da Despesa: Aplicações Diretas;180.000,00;85.000,00;70.578,42;70.578,42
**********Fonte: Tesouro Municipal;180.000,00;85.000,00;70.578,42;70.578,42
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Física;1.700.000,00;1.337.550,09;1.307.912,13;1.200.426,33
********Categoria da Despesa: Despesas Correntes;1.700.000,00;1.337.550,09;1.307.912,13;1.200.426,33
*********Modalidade da Despesa: Aplicações Diretas;1.700.000,00;1.337.550,09;1.307.912,13;1.200.426,33
**********Fonte: Tesouro Municipal;1.700.000,00;1.337.550,09;1.307.912,13;1.200.426,33
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Jurídica;16.297.000,00;19.657.000,00;19.598.145,01;16.953.980,63
********Categoria da Despesa: Despesas Correntes;16.297.000,00;19.657.000,00;19.598.145,01;16.953.980,63
*********Modalidade da Despesa: Aplicações Diretas;16.297.000,00;19.657.000,00;19.598.145,01;16.953.980,63
**********Fonte: Tesouro Municipal;16.297.000,00;19.657.000,00;19.598.145,01;16.953.980,63
*******Elemento Econômico: Passagens e Despesas com Locomoção;30.000,00;18.090,00;18.090,00;18.090,00
********Categoria da Despesa: Despesas Correntes;30.000,00;18.090,00;18.090,00;18.090,00
*********Modalidade da Despesa: Aplicações Diretas;30.000,00;18.090,00;18.090,00;18.090,00
**********Fonte: Tesouro Municipal;30.000,00;18.090,00;18.090,00;18.090,00
****Sub-Função: Direitos Individuais, Coletivos e Difusos;21.000,00;9.936,00;9.936,00;9.936,00
*****Programa: Acesso à saúde e qualidade no atendimento - SUS com qualidade;21.000,00;9.936,00;9.936,00;9.936,00
******Projeto/Atividade: Apoio à Consolidação da Participação Social no SUS - Municipal;21.000,00;9.936,00;9.936,00;9.936,00
*******Elemento Econômico: Material de Consumo;11.000,00;0,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;11.000,00;0,00;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;11.000,00;0,00;0,00;0,00
**********Fonte: Tesouro Municipal;11.000,00;0,00;0,00;0,00
*******Elemento Econômico: Passagens e Despesas com Locomoção;10.000,00;9.936,00;9.936,00;9.936,00
********Categoria da Despesa: Despesas Correntes;10.000,00;9.936,00;9.936,00;9.936,00
*********Modalidade da Despesa: Aplicações Diretas;10.000,00;9.936,00;9.936,00;9.936,00
**********Fonte: Tesouro Municipal;10.000,00;9.936,00;9.936,00;9.936,00
**Unidade: Coordenadoria Regional de Saúde Sul;49.147.185,00;49.278.262,25;48.203.308,53;40.119.349,18
***Função: Saúde;49.147.185,00;49.278.262,25;48.203.308,53;40.119.349,18
****Sub-Função: Administração Geral;36.604.562,00;37.647.015,52;37.058.879,70;31.357.646,14
*****Programa: Suporte administrativo;36.604.562,00;37.647.015,52;37.058.879,70;31.357.646,14
******Projeto/Atividade: Coordenação e Administração Geral;36.604.562,00;37.647.015,52;37.058.879,70;31.357.646,14
*******Elemento Econômico: Despesas de Exercícios Anteriores;0,00;172.810,71;172.810,71;172.810,71
********Categoria da Despesa: Despesas Correntes;0,00;172.810,71;172.810,71;172.810,71
*********Modalidade da Despesa: Aplicações Diretas;0,00;172.810,71;172.810,71;172.810,71
**********Fonte: Tesouro Municipal;0,00;172.810,71;172.810,71;172.810,71
*******Elemento Econômico: Diárias - Civil;20.000,00;0,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;20.000,00;0,00;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;20.000,00;0,00;0,00;0,00
**********Fonte: Tesouro Municipal;20.000,00;0,00;0,00;0,00
*******Elemento Econômico: Equipamentos e Material Permanente;300.000,00;380.000,00;351.294,97;153.989,26
********Categoria da Despesa: Despesas de Capital;300.000,00;380.000,00;351.294,97;153.989,26
*********Modalidade da Despesa: Aplicações Diretas;300.000,00;380.000,00;351.294,97;153.989,26
**********Fonte: Tesouro Municipal;300.000,00;380.000,00;351.294,97;153.989,26
*******Elemento Econômico: Locação de Mão-de-Obra;23.029.000,00;24.188.000,00;24.034.931,54;20.607.990,01
********Categoria da Despesa: Despesas Correntes;23.029.000,00;24.188.000,00;24.034.931,54;20.607.990,01
*********Modalidade da Despesa: Aplicações Diretas;23.029.000,00;24.188.000,00;24.034.931,54;20.607.990,01
**********Fonte: Tesouro Municipal;23.029.000,00;24.188.000,00;24.034.931,54;20.607.990,01
*******Elemento Econômico: Material de Consumo;800.000,00;800.000,00;618.426,84;474.063,26
********Categoria da Despesa: Despesas Correntes;800.000,00;800.000,00;618.426,84;474.063,26
*********Modalidade da Despesa: Aplicações Diretas;800.000,00;800.000,00;618.426,84;474.063,26
**********Fonte: Tesouro Municipal;800.000,00;800.000,00;618.426,84;474.063,26
*******Elemento Econômico: Obrigações Tributárias e Contributivas;13.562,00;126.822,15;112.994,46;70.744,45
********Categoria da Despesa: Despesas Correntes;13.562,00;126.822,15;112.994,46;70.744,45
*********Modalidade da Despesa: Aplicações Diretas;13.562,00;126.822,15;112.994,46;70.744,45
**********Fonte: Tesouro Municipal;13.562,00;126.822,15;112.994,46;70.744,45
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Física;498.000,00;438.000,00;327.604,23;247.759,77
********Categoria da Despesa: Despesas Correntes;498.000,00;438.000,00;327.604,23;247.759,77
*********Modalidade da Despesa: Aplicações Diretas;498.000,00;438.000,00;327.604,23;247.759,77
**********Fonte: Tesouro Municipal;498.000,00;438.000,00;327.604,23;247.759,77
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Jurídica;11.864.000,00;11.495.698,66;11.395.132,95;9.584.604,68
********Categoria da Despesa: Despesas Correntes;11.864.000,00;11.495.698,66;11.395.132,95;9.584.604,68
*********Modalidade da Despesa: Aplicações Diretas;11.864.000,00;11.495.698,66;11.395.132,95;9.584.604,68
**********Fonte: Tesouro Municipal;11.864.000,00;11.495.698,66;11.395.132,95;9.584.604,68
*******Elemento Econômico: Passagens e Despesas com Locomoção;80.000,00;45.684,00;45.684,00;45.684,00
********Categoria da Despesa: Despesas Correntes;80.000,00;45.684,00;45.684,00;45.684,00
*********Modalidade da Despesa: Aplicações Diretas;80.000,00;45.684,00;45.684,00;45.684,00
**********Fonte: Tesouro Municipal;80.000,00;45.684,00;45.684,00;45.684,00
****Sub-Função: Assistência Hospitalar e Ambulatorial;1.077.000,00;1.008.235,00;845.643,27;616.528,44
*****Programa: Acesso à saúde e qualidade no atendimento - Assistência farmacêutica;200.000,00;130.000,00;18.153,00;2.724,20
******Projeto/Atividade: Implementação e Manutenção da Assistência Farmacêutica e Remédio em Casa;200.000,00;130.000,00;18.153,00;2.724,20
*******Elemento Econômico: Material de Consumo;200.000,00;130.000,00;18.153,00;2.724,20
********Categoria da Despesa: Despesas Correntes;200.000,00;130.000,00;18.153,00;2.724,20
*********Modalidade da Despesa: Aplicações Diretas;200.000,00;130.000,00;18.153,00;2.724,20
**********Fonte: Tesouro Municipal;200.000,00;130.000,00;18.153,00;2.724,20
*****Programa: Acesso à saúde e qualidade no atendimento - Integralidade da atenção;877.000,00;878.235,00;827.490,27;613.804,24
******Projeto/Atividade: Administração do Material Hospitalar, Ambulatorial e Odontológico;877.000,00;878.235,00;827.490,27;613.804,24
*******Elemento Econômico: Despesas de Exercícios Anteriores;0,00;1.235,00;1.235,00;1.235,00
********Categoria da Despesa: Despesas Correntes;0,00;1.235,00;1.235,00;1.235,00
*********Modalidade da Despesa: Aplicações Diretas;0,00;1.235,00;1.235,00;1.235,00
**********Fonte: Tesouro Municipal;0,00;1.235,00;1.235,00;1.235,00
*******Elemento Econômico: Material de Consumo;877.000,00;877.000,00;826.255,27;612.569,24
********Categoria da Despesa: Despesas Correntes;877.000,00;877.000,00;826.255,27;612.569,24
*********Modalidade da Despesa: Aplicações Diretas;877.000,00;877.000,00;826.255,27;612.569,24
**********Fonte: Tesouro Municipal;877.000,00;877.000,00;826.255,27;612.569,24
****Sub-Função: Atenção Básica;11.444.623,00;10.602.011,73;10.298.785,56;8.145.174,60
*****Programa: Acesso à saúde e qualidade no atendimento - Integralidade da atenção;11.444.623,00;10.602.011,73;10.298.785,56;8.145.174,60
******Projeto/Atividade: Operação e Manutenção de Unidades de Saúde;11.444.623,00;10.602.011,73;10.298.785,56;8.145.174,60
*******Elemento Econômico: Despesas de Exercícios Anteriores;0,00;12.643,60;12.643,60;12.643,60
********Categoria da Despesa: Despesas de Capital;0,00;12.643,60;12.643,60;12.643,60
*********Modalidade da Despesa: Aplicações Diretas;0,00;12.643,60;12.643,60;12.643,60
**********Fonte: Tesouro Municipal;0,00;12.643,60;12.643,60;12.643,60
*******Elemento Econômico: Despesas de Exercícios Anteriores;0,00;316.193,75;316.193,75;287.969,35
********Categoria da Despesa: Despesas Correntes;0,00;316.193,75;316.193,75;287.969,35
*********Modalidade da Despesa: Aplicações Diretas;0,00;316.193,75;316.193,75;287.969,35
**********Fonte: Tesouro Municipal;0,00;316.193,75;316.193,75;287.969,35
*******Elemento Econômico: Equipamentos e Material Permanente;900.000,00;900.000,00;858.029,95;573.274,15
********Categoria da Despesa: Despesas de Capital;900.000,00;900.000,00;858.029,95;573.274,15
*********Modalidade da Despesa: Aplicações Diretas;900.000,00;900.000,00;858.029,95;573.274,15
**********Fonte: Tesouro Municipal;900.000,00;900.000,00;858.029,95;573.274,15
*******Elemento Econômico: Equipamentos e Material Permanente;0,00;80.000,00;80.000,00;80.000,00
********Categoria da Despesa: Despesas de Capital;0,00;80.000,00;80.000,00;80.000,00
*********Modalidade da Despesa: Transferências a Instituições Privadas sem fins Lucrativos;0,00;80.000,00;80.000,00;80.000,00
**********Fonte: Tesouro Municipal;0,00;80.000,00;80.000,00;80.000,00
*******Elemento Econômico: Material de Consumo;2.000.000,00;1.558.783,64;1.341.149,79;1.210.881,75
********Categoria da Despesa: Despesas Correntes;2.000.000,00;1.558.783,64;1.341.149,79;1.210.881,75
*********Modalidade da Despesa: Aplicações Diretas;2.000.000,00;1.558.783,64;1.341.149,79;1.210.881,75
**********Fonte: Tesouro Municipal;2.000.000,00;1.558.783,64;1.341.149,79;1.210.881,75
*******Elemento Econômico: Outros Auxílios Financeiros a Pessoas Físicas;500.000,00;500.000,00;473.296,05;455.476,05
********Categoria da Despesa: Despesas Correntes;500.000,00;500.000,00;473.296,05;455.476,05
*********Modalidade da Despesa: Aplicações Diretas;500.000,00;500.000,00;473.296,05;455.476,05
**********Fonte: Tesouro Municipal;500.000,00;500.000,00;473.296,05;455.476,05
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Física;1.470.500,00;1.220.267,74;1.203.966,67;1.149.520,10
********Categoria da Despesa: Despesas Correntes;1.470.500,00;1.220.267,74;1.203.966,67;1.149.520,10
*********Modalidade da Despesa: Aplicações Diretas;1.470.500,00;1.220.267,74;1.203.966,67;1.149.520,10
**********Fonte: Tesouro Municipal;1.470.500,00;1.220.267,74;1.203.966,67;1.149.520,10
