Seleção;Orçado;Atualizado;Empenhado;Liquidado
**********Fonte: Tesouro Municipal;15.000,00;15.000,00;0,00;0,00
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Jurídica;97.500,00;97.500,00;0,00;0,00
********Categoria da Despesa: Despesas de Capital;97.500,00;97.500,00;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;97.500,00;97.500,00;0,00;0,00
**********Fonte: Tesouro Municipal;97.500,00;97.500,00;0,00;0,00
******Projeto/Atividade: Implantação de Bibliotecas Temáticas;200.000,00;200.000,00;4.400,00;0,00
*******Elemento Econômico: Equipamentos e Material Permanente;40.000,00;40.000,00;0,00;0,00
********Categoria da Despesa: Despesas de Capital;40.000,00;40.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;40.000,00;40.000,00;0,00;0,00
**********Fonte: Tesouro Municipal;40.000,00;40.000,00;0,00;0,00
*******Elemento Econômico: Material de Consumo;50.000,00;50.000,00;0,00;0,00
********Categoria da Despesa: Despesas de Capital;50.000,00;50.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;50.000,00;50.000,00;0,00;0,00
**********Fonte: Tesouro Municipal;50.000,00;50.000,00;0,00;0,00
*******Elemento Econômico: Obrigações Tributárias e Contributivas;20.000,00;20.000,00;4.400,00;0,00
********Categoria da Despesa: Despesas de Capital;20.000,00;20.000,00;4.400,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;20.000,00;20.000,00;4.400,00;0,00
**********Fonte: Tesouro Municipal;20.000,00;20.000,00;4.400,00;0,00
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Física;50.000,00;50.000,00;0,00;0,00
********Categoria da Despesa: Despesas de Capital;50.000,00;50.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;50.000,00;50.000,00;0,00;0,00
**********Fonte: Tesouro Municipal;50.000,00;50.000,00;0,00;0,00
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Jurídica;40.000,00;40.000,00;0,00;0,00
********Categoria da Despesa: Despesas de Capital;40.000,00;40.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;40.000,00;40.000,00;0,00;0,00
**********Fonte: Tesouro Municipal;40.000,00;40.000,00;0,00;0,00
******Projeto/Atividade: Ônibus-Biblioteca;3.000.000,00;3.000.000,00;2.599.710,39;0,00
*******Elemento Econômico: Equipamentos e Material Permanente;40.000,00;40.000,00;0,00;0,00
********Categoria da Despesa: Despesas de Capital;40.000,00;40.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;40.000,00;40.000,00;0,00;0,00
**********Fonte: Tesouro Municipal;40.000,00;40.000,00;0,00;0,00
*******Elemento Econômico: Material de Consumo;185.000,00;185.000,00;0,00;0,00
********Categoria da Despesa: Despesas de Capital;185.000,00;185.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;185.000,00;185.000,00;0,00;0,00
**********Fonte: Tesouro Municipal;185.000,00;185.000,00;0,00;0,00
*******Elemento Econômico: Obrigações Tributárias e Contributivas;24.000,00;24.000,00;14.400,00;0,00
********Categoria da Despesa: Despesas de Capital;24.000,00;24.000,00;14.400,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;24.000,00;24.000,00;14.400,00;0,00
**********Fonte: Tesouro Municipal;24.000,00;24.000,00;14.400,00;0,00
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Física;120.000,00;120.000,00;0,00;0,00
********Categoria da Despesa: Despesas de Capital;120.000,00;120.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;120.000,00;120.000,00;0,00;0,00
**********Fonte: Tesouro Municipal;120.000,00;120.000,00;0,00;0,00
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Jurídica;2.631.000,00;2.631.000,00;2.585.310,39;0,00
********Categoria da Despesa: Despesas de Capital;2.631.000,00;2.631.000,00;2.585.310,39;0,00
*********Modalidade da Despesa: Aplicações Diretas;2.631.000,00;2.631.000,00;2.585.310,39;0,00
**********Fonte: Tesouro Municipal;2.631.000,00;2.631.000,00;2.585.310,39;0,00
******Projeto/Atividade: Operação e Manutenção das Bibliotecas Públicas;16.883.340,00;16.883.340,00;13.767.971,86;276.124,51
*******Elemento Econômico: Diárias - Civil;30.000,00;30.000,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;30.000,00;30.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;30.000,00;30.000,00;0,00;0,00
**********Fonte: Tesouro Municipal;30.000,00;30.000,00;0,00;0,00
*******Elemento Econômico: Equipamentos e Material Permanente;1.200.000,00;1.200.000,00;0,00;0,00
********Categoria da Despesa: Despesas de Capital;1.200.000,00;1.200.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;1.200.000,00;1.200.000,00;0,00;0,00
**********Fonte: Tesouro Municipal;1.200.000,00;1.200.000,00;0,00;0,00
*******Elemento Econômico: Locação de Mão-de-Obra;2.978.126,00;2.978.126,00;2.978.126,00;0,00
********Categoria da Despesa: Despesas Correntes;2.978.126,00;2.978.126,00;2.978.126,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;2.978.126,00;2.978.126,00;2.978.126,00;0,00
**********Fonte: Tesouro Municipal;2.978.126,00;2.978.126,00;2.978.126,00;0,00
*******Elemento Econômico: Material de Consumo;600.000,00;600.000,00;64.038,09;8.296,35
********Categoria da Despesa: Despesas Correntes;600.000,00;600.000,00;64.038,09;8.296,35
*********Modalidade da Despesa: Aplicações Diretas;600.000,00;600.000,00;64.038,09;8.296,35
**********Fonte: Tesouro Municipal;600.000,00;600.000,00;64.038,09;8.296,35
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Física;360.000,00;360.000,00;268.111,31;23.703,95
********Categoria da Despesa: Despesas Correntes;360.000,00;360.000,00;268.111,31;23.703,95
*********Modalidade da Despesa: Aplicações Diretas;360.000,00;360.000,00;268.111,31;23.703,95
**********Fonte: Tesouro Municipal;360.000,00;360.000,00;268.111,31;23.703,95
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Jurídica;11.639.874,00;11.639.874,00;10.397.801,46;244.124,21
********Categoria da Despesa: Despesas Correntes;11.639.874,00;11.639.874,00;10.397.801,46;244.124,21
*********Modalidade da Despesa: Aplicações Diretas;11.639.874,00;11.639.874,00;10.397.801,46;244.124,21
**********Fonte: Tesouro Municipal;11.639.874,00;11.639.874,00;10.397.801,46;244.124,21
*******Elemento Econômico: Passagens e Despesas com Locomoção;75.340,00;75.340,00;59.895,00;0,00
********Categoria da Despesa: Despesas Correntes;75.340,00;75.340,00;59.895,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;75.340,00;75.340,00;59.895,00;0,00
**********Fonte: Tesouro Municipal;75.340,00;75.340,00;59.895,00;0,00
******Projeto/Atividade: Realização de Atividades da Coordenadoria do Sistema Municipal de Bibliotecas;2.490.000,00;2.490.000,00;780.359,09;0,00
*******Elemento Econômico: Obrigações Tributárias e Contributivas;208.000,00;208.000,00;208.000,00;0,00
********Categoria da Despesa: Despesas Correntes;208.000,00;208.000,00;208.000,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;208.000,00;208.000,00;208.000,00;0,00
**********Fonte: Tesouro Municipal;208.000,00;208.000,00;208.000,00;0,00
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Física;1.020.500,00;1.020.500,00;491.259,09;0,00
********Categoria da Despesa: Despesas Correntes;1.020.500,00;1.020.500,00;491.259,09;0,00
*********Modalidade da Despesa: Aplicações Diretas;1.020.500,00;1.020.500,00;491.259,09;0,00
**********Fonte: Tesouro Municipal;1.020.500,00;1.020.500,00;491.259,09;0,00
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Jurídica;1.261.500,00;1.261.500,00;81.100,00;0,00
********Categoria da Despesa: Despesas Correntes;1.261.500,00;1.261.500,00;81.100,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;1.261.500,00;1.261.500,00;81.100,00;0,00
**********Fonte: Tesouro Municipal;1.261.500,00;1.261.500,00;81.100,00;0,00
**Unidade: Departamento da Biblioteca Mario de Andrade;4.385.800,00;4.385.800,00;3.313.987,07;263.271,74
***Função: Cultura;4.385.800,00;4.385.800,00;3.313.987,07;263.271,74
****Sub-Função: Difusão Cultural;4.385.800,00;4.385.800,00;3.313.987,07;263.271,74
*****Programa: Promoção de atividades culturais;4.385.800,00;4.385.800,00;3.313.987,07;263.271,74
******Projeto/Atividade: Conclusão dos Anexos de Periódicos da Biblioteca Mário de Andrade;1.000,00;1.000,00;0,00;0,00
*******Elemento Econômico: Obras e Instalações;1.000,00;1.000,00;0,00;0,00
********Categoria da Despesa: Despesas de Capital;1.000,00;1.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;1.000,00;1.000,00;0,00;0,00
**********Fonte: Tesouro Municipal;1.000,00;1.000,00;0,00;0,00
******Projeto/Atividade: Operação e Manut. da Biblioteca Mário de Andrade e  Colégio  São Paulo;4.132.000,00;4.132.000,00;3.272.387,07;263.271,74
*******Elemento Econômico: Diárias - Civil;10.000,00;10.000,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;10.000,00;10.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;10.000,00;10.000,00;0,00;0,00
**********Fonte: Tesouro Municipal;10.000,00;10.000,00;0,00;0,00
*******Elemento Econômico: Equipamentos e Material Permanente;150.000,00;150.000,00;62.316,00;0,00
********Categoria da Despesa: Despesas de Capital;150.000,00;150.000,00;62.316,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;150.000,00;150.000,00;62.316,00;0,00
**********Fonte: Tesouro Municipal;150.000,00;150.000,00;62.316,00;0,00
*******Elemento Econômico: Locação de Mão-de-Obra;1.000.000,00;1.000.000,00;449.136,62;83.492,95
********Categoria da Despesa: Despesas Correntes;1.000.000,00;1.000.000,00;449.136,62;83.492,95
*********Modalidade da Despesa: Aplicações Diretas;1.000.000,00;1.000.000,00;449.136,62;83.492,95
**********Fonte: Tesouro Municipal;1.000.000,00;1.000.000,00;449.136,62;83.492,95
*******Elemento Econômico: Material de Consumo;200.000,00;200.000,00;162.228,72;7.083,89
********Categoria da Despesa: Despesas Correntes;200.000,00;200.000,00;162.228,72;7.083,89
*********Modalidade da Despesa: Aplicações Diretas;200.000,00;200.000,00;162.228,72;7.083,89
**********Fonte: Tesouro Municipal;200.000,00;200.000,00;162.228,72;7.083,89
*******Elemento Econômico: Obrigações Tributárias e Contributivas;2.000,00;2.000,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;2.000,00;2.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;2.000,00;2.000,00;0,00;0,00
**********Fonte: Tesouro Municipal;2.000,00;2.000,00;0,00;0,00
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Física;10.000,00;10.000,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;10.000,00;10.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;10.000,00;10.000,00;0,00;0,00
**********Fonte: Tesouro Municipal;10.000,00;10.000,00;0,00;0,00
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Jurídica;2.693.000,00;2.693.000,00;2.594.108,49;171.995,78
********Categoria da Despesa: Despesas Correntes;2.693.000,00;2.693.000,00;2.594.108,49;171.995,78
*********Modalidade da Despesa: Aplicações Diretas;2.693.000,00;2.693.000,00;2.594.108,49;171.995,78
**********Fonte: Tesouro Municipal;2.693.000,00;2.693.000,00;2.594.108,49;171.995,78
*******Elemento Econômico: Passagens e Despesas com Locomoção;17.000,00;17.000,00;4.597,24;699,12
********Categoria da Despesa: Despesas Correntes;17.000,00;17.000,00;4.597,24;699,12
*********Modalidade da Despesa: Aplicações Diretas;17.000,00;17.000,00;4.597,24;699,12
**********Fonte: Tesouro Municipal;17.000,00;17.000,00;4.597,24;699,12
*******Elemento Econômico: Serviços de Consultoria;50.000,00;50.000,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;50.000,00;50.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;50.000,00;50.000,00;0,00;0,00
**********Fonte: Tesouro Municipal;50.000,00;50.000,00;0,00;0,00
******Projeto/Atividade: Realização de Atividades do Departamento Biblioteca Mario de Andrade;252.800,00;252.800,00;41.600,00;0,00
*******Elemento Econômico: Obrigações Tributárias e Contributivas;20.000,00;20.000,00;20.000,00;0,00
********Categoria da Despesa: Despesas Correntes;20.000,00;20.000,00;20.000,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;20.000,00;20.000,00;20.000,00;0,00
**********Fonte: Tesouro Municipal;20.000,00;20.000,00;20.000,00;0,00
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Física;104.000,00;104.000,00;12.100,00;0,00
********Categoria da Despesa: Despesas Correntes;104.000,00;104.000,00;12.100,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;104.000,00;104.000,00;12.100,00;0,00
**********Fonte: Tesouro Municipal;104.000,00;104.000,00;12.100,00;0,00
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Jurídica;128.800,00;128.800,00;9.500,00;0,00
********Categoria da Despesa: Despesas Correntes;128.800,00;128.800,00;9.500,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;128.800,00;128.800,00;9.500,00;0,00
**********Fonte: Tesouro Municipal;128.800,00;128.800,00;9.500,00;0,00
**Unidade: Departamento de Expansão Cultural;17.228.000,00;17.228.000,00;7.639.075,42;468.069,01
***Função: Cultura;17.228.000,00;17.228.000,00;7.639.075,42;468.069,01
****Sub-Função: Difusão Cultural;17.228.000,00;17.228.000,00;7.639.075,42;468.069,01
*****Programa: Incentivo à produção cultural e à interação criativa;2.264.000,00;2.264.000,00;912.134,00;0,00
******Projeto/Atividade: Programa de Iniciação Artística ;480.000,00;480.000,00;475.200,00;0,00
*******Elemento Econômico: Obrigações Tributárias e Contributivas;80.000,00;80.000,00;80.000,00;0,00
********Categoria da Despesa: Despesas Correntes;80.000,00;80.000,00;80.000,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;80.000,00;80.000,00;80.000,00;0,00
**********Fonte: Tesouro Municipal;80.000,00;80.000,00;80.000,00;0,00
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Física;400.000,00;400.000,00;395.200,00;0,00
********Categoria da Despesa: Despesas Correntes;400.000,00;400.000,00;395.200,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;400.000,00;400.000,00;395.200,00;0,00
**********Fonte: Tesouro Municipal;400.000,00;400.000,00;395.200,00;0,00
******Projeto/Atividade: Remuneração de Prestadores de Serviços Artísticos da EMIA;1.784.000,00;1.784.000,00;436.934,00;0,00
*******Elemento Econômico: Obrigações Tributárias e Contributivas;80.000,00;80.000,00;80.000,00;0,00
********Categoria da Despesa: Despesas Correntes;80.000,00;80.000,00;80.000,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;80.000,00;80.000,00;80.000,00;0,00
**********Fonte: Tesouro Municipal;80.000,00;80.000,00;80.000,00;0,00
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Física;400.000,00;400.000,00;356.934,00;0,00
********Categoria da Despesa: Despesas Correntes;400.000,00;400.000,00;356.934,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;400.000,00;400.000,00;356.934,00;0,00
**********Fonte: Tesouro Municipal;400.000,00;400.000,00;356.934,00;0,00
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Jurídica;1.304.000,00;1.304.000,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;1.304.000,00;1.304.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;1.304.000,00;1.304.000,00;0,00;0,00
**********Fonte: Tesouro Municipal;1.304.000,00;1.304.000,00;0,00;0,00
*****Programa: Promoção de atividades culturais;9.456.000,00;9.456.000,00;2.361.829,48;245.686,53
******Projeto/Atividade: Implantação e Infraestrutura para Incentivo à Cultura para Desenvolvimento Artístico dos Idosos nas Casas de Cultura;320.000,00;320.000,00;0,00;0,00
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Jurídica;320.000,00;320.000,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;320.000,00;320.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;320.000,00;320.000,00;0,00;0,00
**********Fonte: Tesouro Municipal;320.000,00;320.000,00;0,00;0,00
******Projeto/Atividade: Operação e Manutenção de Casas de Cultura;4.628.000,00;4.628.000,00;1.806.563,48;193.126,53
*******Elemento Econômico: Locação de Mão-de-Obra;1.800.000,00;1.800.000,00;388.035,44;58.226,78
********Categoria da Despesa: Despesas Correntes;1.800.000,00;1.800.000,00;388.035,44;58.226,78
*********Modalidade da Despesa: Aplicações Diretas;1.800.000,00;1.800.000,00;388.035,44;58.226,78
**********Fonte: Tesouro Municipal;1.800.000,00;1.800.000,00;388.035,44;58.226,78
*******Elemento Econômico: Material de Consumo;500.000,00;500.000,00;153.761,33;0,00
********Categoria da Despesa: Despesas Correntes;500.000,00;500.000,00;153.761,33;0,00
*********Modalidade da Despesa: Aplicações Diretas;500.000,00;500.000,00;153.761,33;0,00
**********Fonte: Tesouro Municipal;500.000,00;500.000,00;153.761,33;0,00
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Física;500.000,00;500.000,00;59.200,01;10.288,60
********Categoria da Despesa: Despesas Correntes;500.000,00;500.000,00;59.200,01;10.288,60
*********Modalidade da Despesa: Aplicações Diretas;500.000,00;500.000,00;59.200,01;10.288,60
**********Fonte: Tesouro Municipal;500.000,00;500.000,00;59.200,01;10.288,60
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Jurídica;1.828.000,00;1.828.000,00;1.205.566,70;124.611,15
********Categoria da Despesa: Despesas Correntes;1.828.000,00;1.828.000,00;1.205.566,70;124.611,15
*********Modalidade da Despesa: Aplicações Diretas;1.828.000,00;1.828.000,00;1.205.566,70;124.611,15
**********Fonte: Tesouro Municipal;1.828.000,00;1.828.000,00;1.205.566,70;124.611,15
******Projeto/Atividade: Realização de Atividades - Casas de Cultura;1.600.000,00;1.600.000,00;100.000,00;0,00
*******Elemento Econômico: Obrigações Tributárias e Contributivas;100.000,00;100.000,00;100.000,00;0,00
********Categoria da Despesa: Despesas Correntes;100.000,00;100.000,00;100.000,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;100.000,00;100.000,00;100.000,00;0,00
**********Fonte: Tesouro Municipal;100.000,00;100.000,00;100.000,00;0,00
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Física;500.000,00;500.000,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;500.000,00;500.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;500.000,00;500.000,00;0,00;0,00
**********Fonte: Tesouro Municipal;500.000,00;500.000,00;0,00;0,00
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Jurídica;1.000.000,00;1.000.000,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;1.000.000,00;1.000.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;1.000.000,00;1.000.000,00;0,00;0,00
**********Fonte: Tesouro Municipal;1.000.000,00;1.000.000,00;0,00;0,00
******Projeto/Atividade: Realização de Atividades de Expansão Cultural;2.908.000,00;2.908.000,00;455.266,00;52.560,00
*******Elemento Econômico: Obrigações Tributárias e Contributivas;200.000,00;200.000,00;178.626,00;0,00
********Categoria da Despesa: Despesas Correntes;200.000,00;200.000,00;178.626,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;200.000,00;200.000,00;178.626,00;0,00
**********Fonte: Tesouro Municipal;200.000,00;200.000,00;178.626,00;0,00
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Física;873.000,00;873.000,00;10.240,00;8.000,00
********Categoria da Despesa: Despesas Correntes;873.000,00;873.000,00;10.240,00;8.000,00
*********Modalidade da Despesa: Aplicações Diretas;873.000,00;873.000,00;10.240,00;8.000,00
**********Fonte: Tesouro Municipal;873.000,00;873.000,00;10.240,00;8.000,00
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Jurídica;1.800.000,00;1.800.000,00;266.400,00;44.560,00
********Categoria da Despesa: Despesas Correntes;1.800.000,00;1.800.000,00;266.400,00;44.560,00
*********Modalidade da Despesa: Aplicações Diretas;1.800.000,00;1.800.000,00;266.400,00;44.560,00
**********Fonte: Tesouro Municipal;1.800.000,00;1.800.000,00;266.400,00;44.560,00
*******Elemento Econômico: Passagens e Despesas com Locomoção;35.000,00;35.000,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;35.000,00;35.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;35.000,00;35.000,00;0,00;0,00
**********Fonte: Tesouro Municipal;35.000,00;35.000,00;0,00;0,00
*****Programa: Suporte administrativo;5.508.000,00;5.508.000,00;4.365.111,94;222.382,48
******Projeto/Atividade: Operação e Manutenção do Departamento de Expansão Cultural;5.508.000,00;5.508.000,00;4.365.111,94;222.382,48
*******Elemento Econômico: Diárias - Civil;35.000,00;35.000,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;35.000,00;35.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;35.000,00;35.000,00;0,00;0,00
**********Fonte: Tesouro Municipal;35.000,00;35.000,00;0,00;0,00
*******Elemento Econômico: Equipamentos e Material Permanente;100.000,00;100.000,00;0,00;0,00
********Categoria da Despesa: Despesas de Capital;100.000,00;100.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;100.000,00;100.000,00;0,00;0,00
**********Fonte: Tesouro Municipal;100.000,00;100.000,00;0,00;0,00
*******Elemento Econômico: Locação de Mão-de-Obra;1.550.000,00;1.550.000,00;1.029.304,80;0,00
********Categoria da Despesa: Despesas Correntes;1.550.000,00;1.550.000,00;1.029.304,80;0,00
*********Modalidade da Despesa: Aplicações Diretas;1.550.000,00;1.550.000,00;1.029.304,80;0,00
**********Fonte: Tesouro Municipal;1.550.000,00;1.550.000,00;1.029.304,80;0,00
*******Elemento Econômico: Material de Consumo;100.000,00;100.000,00;29.425,57;7.907,39
********Categoria da Despesa: Despesas Correntes;100.000,00;100.000,00;29.425,57;7.907,39
*********Modalidade da Despesa: Aplicações Diretas;100.000,00;100.000,00;29.425,57;7.907,39
**********Fonte: Tesouro Municipal;100.000,00;100.000,00;29.425,57;7.907,39
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Jurídica;3.663.000,00;3.663.000,00;3.306.381,57;214.475,09
********Categoria da Despesa: Despesas Correntes;3.663.000,00;3.663.000,00;3.306.381,57;214.475,09
*********Modalidade da Despesa: Aplicações Diretas;3.663.000,00;3.663.000,00;3.306.381,57;214.475,09
**********Fonte: Tesouro Municipal;3.663.000,00;3.663.000,00;3.306.381,57;214.475,09
*******Elemento Econômico: Passagens e Despesas com Locomoção;60.000,00;60.000,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;60.000,00;60.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;60.000,00;60.000,00;0,00;0,00
**********Fonte: Tesouro Municipal;60.000,00;60.000,00;0,00;0,00
**Unidade: Departamento do Patrimônio Histórico;10.280.498,00;10.280.498,00;7.886.980,46;13.324,30
***Função: Cultura;10.280.498,00;10.280.498,00;7.886.980,46;13.324,30
****Sub-Função: Patrimônio Histórico, Artístico e Arqueológico;10.280.498,00;10.280.498,00;7.886.980,46;13.324,30
*****Programa: Patrimônio histórico, artístico e arqueológico;10.280.498,00;10.280.498,00;7.886.980,46;13.324,30
******Projeto/Atividade: Ações de Preservação do Patrimônio Cultural;1.678.400,00;1.678.400,00;1.287.639,96;0,00
*******Elemento Econômico: Equipamentos e Material Permanente;100.000,00;100.000,00;0,00;0,00
********Categoria da Despesa: Despesas de Capital;100.000,00;100.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;100.000,00;100.000,00;0,00;0,00
**********Fonte: Tesouro Municipal;100.000,00;100.000,00;0,00;0,00
*******Elemento Econômico: Obrigações Tributárias e Contributivas;8.000,00;8.000,00;8.000,00;0,00
********Categoria da Despesa: Despesas Correntes;8.000,00;8.000,00;8.000,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;8.000,00;8.000,00;8.000,00;0,00
**********Fonte: Tesouro Municipal;8.000,00;8.000,00;8.000,00;0,00
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Física;40.000,00;40.000,00;15.000,00;0,00
********Categoria da Despesa: Despesas Correntes;40.000,00;40.000,00;15.000,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;40.000,00;40.000,00;15.000,00;0,00
**********Fonte: Tesouro Municipal;40.000,00;40.000,00;15.000,00;0,00
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Jurídica;1.530.400,00;1.530.400,00;1.264.639,96;0,00
********Categoria da Despesa: Despesas Correntes;1.530.400,00;1.530.400,00;1.264.639,96;0,00
*********Modalidade da Despesa: Aplicações Diretas;1.530.400,00;1.530.400,00;1.264.639,96;0,00
**********Fonte: Tesouro Municipal;1.530.400,00;1.530.400,00;1.264.639,96;0,00
******Projeto/Atividade: E3049 - Restauração da Obra de Arte "O Escoteiro" de Autoria de William Zadig e sua Reimplantação na Praça Dom José Gaspar;70.000,00;70.000,00;0,00;0,00
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Jurídica;70.000,00;70.000,00;0,00;0,00
********Categoria da Despesa: Despesas de Capital;70.000,00;70.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;70.000,00;70.000,00;0,00;0,00
**********Fonte: Tesouro Municipal;70.000,00;70.000,00;0,00;0,00
******Projeto/Atividade: E3812 - Restauração do Imóvel Histórico da Sociedade Beneficente União Fraterna;100.000,00;100.000,00;0,00;0,00
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Jurídica;100.000,00;100.000,00;0,00;0,00
********Categoria da Despesa: Despesas de Capital;100.000,00;100.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;100.000,00;100.000,00;0,00;0,00
**********Fonte: Tesouro Municipal;100.000,00;100.000,00;0,00;0,00
******Projeto/Atividade: E788 - Revitalização das Fontes no Centro de São Paulo;1.000,00;1.000,00;0,00;0,00
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Jurídica;1.000,00;1.000,00;0,00;0,00
********Categoria da Despesa: Despesas de Capital;1.000,00;1.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;1.000,00;1.000,00;0,00;0,00
**********Fonte: Tesouro Municipal;1.000,00;1.000,00;0,00;0,00
******Projeto/Atividade: E817 - Conservação, Manutenção e Restauro do Patrimônio Histórico e Cultural da Cidade de São Paulo, em especial de Estátuas, Bustos, Chafarizes e Monumentos;1.000,00;1.000,00;0,00;0,00
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Jurídica;1.000,00;1.000,00;0,00;0,00
********Categoria da Despesa: Despesas de Capital;1.000,00;1.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;1.000,00;1.000,00;0,00;0,00
**********Fonte: Tesouro Municipal;1.000,00;1.000,00;0,00;0,00
******Projeto/Atividade: Operação e Manutenção do Departamento do Patrimônio Histórico;6.515.858,00;6.515.858,00;6.117.323,19;13.324,30
*******Elemento Econômico: Diárias - Civil;40.000,00;40.000,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;40.000,00;40.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;40.000,00;40.000,00;0,00;0,00
**********Fonte: Tesouro Municipal;40.000,00;40.000,00;0,00;0,00
*******Elemento Econômico: Equipamentos e Material Permanente;200.000,00;200.000,00;0,00;0,00
