Seleção;Orçado;Atualizado;Empenhado;Liquidado
*********Modalidade da Despesa: Aplicações Diretas;37.300,00;37.300,00;22.383,66;12.069,50
**********Fonte: Tesouro Municipal;37.300,00;37.300,00;22.383,66;12.069,50
*******Elemento Econômico: Obrigações Tributárias e Contributivas;4.800,00;4.800,00;4.800,00;0,00
********Categoria da Despesa: Despesas Correntes;4.800,00;4.800,00;4.800,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;4.800,00;4.800,00;4.800,00;0,00
**********Fonte: Tesouro Municipal;4.800,00;4.800,00;4.800,00;0,00
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Física;24.000,00;24.000,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;24.000,00;24.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;24.000,00;24.000,00;0,00;0,00
**********Fonte: Tesouro Municipal;24.000,00;24.000,00;0,00;0,00
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Jurídica;1.500.000,00;1.500.000,00;786.403,40;786.403,40
********Categoria da Despesa: Despesas Correntes;1.500.000,00;1.500.000,00;786.403,40;786.403,40
*********Modalidade da Despesa: Aplicações Diretas;1.500.000,00;1.500.000,00;786.403,40;786.403,40
**********Fonte: Tesouro Municipal;1.500.000,00;1.500.000,00;786.403,40;786.403,40
**Unidade: Departamento do Teatro Municipal;51.534.027,00;51.534.027,00;48.295.251,61;37.376.817,49
***Função: Cultura;51.534.027,00;51.534.027,00;48.295.251,61;37.376.817,49
****Sub-Função: Difusão Cultural;51.534.027,00;51.534.027,00;48.295.251,61;37.376.817,49
*****Programa: Incentivo à produção cultural e à interação criativa;3.313.849,00;3.313.849,00;3.180.413,26;2.450.441,54
******Projeto/Atividade: Remuneração de Prestadores de Serviços Artísticos das Escolas;3.313.849,00;3.313.849,00;3.180.413,26;2.450.441,54
*******Elemento Econômico: Obrigações Tributárias e Contributivas;552.308,00;552.308,00;552.308,00;362.996,78
********Categoria da Despesa: Despesas Correntes;552.308,00;552.308,00;552.308,00;362.996,78
*********Modalidade da Despesa: Aplicações Diretas;552.308,00;552.308,00;552.308,00;362.996,78
**********Fonte: Tesouro Municipal;552.308,00;552.308,00;552.308,00;362.996,78
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Física;2.761.541,00;2.761.541,00;2.628.105,26;2.087.444,76
********Categoria da Despesa: Despesas Correntes;2.761.541,00;2.761.541,00;2.628.105,26;2.087.444,76
*********Modalidade da Despesa: Aplicações Diretas;2.761.541,00;2.761.541,00;2.628.105,26;2.087.444,76
**********Fonte: Tesouro Municipal;2.761.541,00;2.761.541,00;2.628.105,26;2.087.444,76
*****Programa: Promoção de atividades culturais;37.966.735,00;37.286.351,50;36.452.768,29;28.991.747,93
******Projeto/Atividade: Bolsistas da Orquestra Experimental de Repertório;1.373.601,00;1.593.601,00;1.340.727,17;1.001.219,69
*******Elemento Econômico: Obrigações Tributárias e Contributivas;228.933,00;228.933,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;228.933,00;228.933,00;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;228.933,00;228.933,00;0,00;0,00
**********Fonte: Tesouro Municipal;228.933,00;228.933,00;0,00;0,00
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Física;1.144.668,00;1.364.668,00;1.340.727,17;1.001.219,69
********Categoria da Despesa: Despesas Correntes;1.144.668,00;1.364.668,00;1.340.727,17;1.001.219,69
*********Modalidade da Despesa: Aplicações Diretas;1.144.668,00;1.364.668,00;1.340.727,17;1.001.219,69
**********Fonte: Tesouro Municipal;1.144.668,00;1.364.668,00;1.340.727,17;1.001.219,69
******Projeto/Atividade: Orquestra Sinfônica Jovem Municipal;366.036,00;115.425,56;34.528,64;30.245,76
*******Elemento Econômico: Obrigações Tributárias e Contributivas;61.006,00;30.395,56;0,00;0,00
********Categoria da Despesa: Despesas Correntes;61.006,00;30.395,56;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;61.006,00;30.395,56;0,00;0,00
**********Fonte: Tesouro Municipal;61.006,00;30.395,56;0,00;0,00
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Física;305.030,00;85.030,00;34.528,64;30.245,76
********Categoria da Despesa: Despesas Correntes;305.030,00;85.030,00;34.528,64;30.245,76
*********Modalidade da Despesa: Aplicações Diretas;305.030,00;85.030,00;34.528,64;30.245,76
**********Fonte: Tesouro Municipal;305.030,00;85.030,00;34.528,64;30.245,76
******Projeto/Atividade: Realização de Atividades do Teatro Municipal;15.000.000,00;14.350.226,94;14.117.320,04;11.002.642,23
*******Elemento Econômico: Obrigações Tributárias e Contributivas;294.960,00;294.960,00;294.510,00;26.960,66
********Categoria da Despesa: Despesas Correntes;294.960,00;294.960,00;294.510,00;26.960,66
*********Modalidade da Despesa: Aplicações Diretas;294.960,00;294.960,00;294.510,00;26.960,66
**********Fonte: Tesouro Municipal;294.960,00;294.960,00;294.510,00;26.960,66
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Física;1.474.800,00;374.800,00;149.238,31;145.738,31
********Categoria da Despesa: Despesas Correntes;1.474.800,00;374.800,00;149.238,31;145.738,31
*********Modalidade da Despesa: Aplicações Diretas;1.474.800,00;374.800,00;149.238,31;145.738,31
**********Fonte: Tesouro Municipal;1.474.800,00;374.800,00;149.238,31;145.738,31
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Jurídica;13.230.240,00;13.680.466,94;13.673.571,73;10.829.943,26
********Categoria da Despesa: Despesas Correntes;13.230.240,00;13.680.466,94;13.673.571,73;10.829.943,26
*********Modalidade da Despesa: Aplicações Diretas;13.230.240,00;13.680.466,94;13.673.571,73;10.829.943,26
**********Fonte: Tesouro Municipal;13.230.240,00;13.680.466,94;13.673.571,73;10.829.943,26
******Projeto/Atividade: Remuneração de Prestadores de Serviços Artísticos dos Corpos Estáveis;21.227.098,00;21.227.098,00;20.960.192,44;16.957.640,25
*******Elemento Econômico: Obrigações Tributárias e Contributivas;3.537.850,00;3.537.850,00;3.537.850,00;2.578.244,61
********Categoria da Despesa: Despesas Correntes;3.537.850,00;3.537.850,00;3.537.850,00;2.578.244,61
*********Modalidade da Despesa: Aplicações Diretas;3.537.850,00;3.537.850,00;3.537.850,00;2.578.244,61
**********Fonte: Tesouro Municipal;3.537.850,00;3.537.850,00;3.537.850,00;2.578.244,61
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Física;17.689.248,00;17.689.248,00;17.422.342,44;14.379.395,64
********Categoria da Despesa: Despesas Correntes;17.689.248,00;17.689.248,00;17.422.342,44;14.379.395,64
*********Modalidade da Despesa: Aplicações Diretas;17.689.248,00;17.689.248,00;17.422.342,44;14.379.395,64
**********Fonte: Tesouro Municipal;17.689.248,00;17.689.248,00;17.422.342,44;14.379.395,64
*****Programa: Suporte administrativo;10.253.443,00;10.933.826,50;8.662.070,06;5.934.628,02
******Projeto/Atividade: Operação e Manutenção do Departamento do Teatro Municipal;10.253.443,00;10.933.826,50;8.662.070,06;5.934.628,02
*******Elemento Econômico: Despesas de Exercícios Anteriores;0,00;13.108,43;13.108,43;13.108,43
********Categoria da Despesa: Despesas Correntes;0,00;13.108,43;13.108,43;13.108,43
*********Modalidade da Despesa: Aplicações Diretas;0,00;13.108,43;13.108,43;13.108,43
**********Fonte: Tesouro Municipal;0,00;13.108,43;13.108,43;13.108,43
*******Elemento Econômico: Diárias - Civil;20.000,00;20.000,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;20.000,00;20.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;20.000,00;20.000,00;0,00;0,00
**********Fonte: Tesouro Municipal;20.000,00;20.000,00;0,00;0,00
*******Elemento Econômico: Equipamentos e Material Permanente;350.000,00;350.000,00;226.176,58;199.770,08
********Categoria da Despesa: Despesas de Capital;350.000,00;350.000,00;226.176,58;199.770,08
*********Modalidade da Despesa: Aplicações Diretas;350.000,00;350.000,00;226.176,58;199.770,08
**********Fonte: Tesouro Municipal;350.000,00;350.000,00;226.176,58;199.770,08
*******Elemento Econômico: Locação de Mão-de-Obra;1.510.648,00;2.010.648,00;1.588.095,21;1.152.968,25
********Categoria da Despesa: Despesas Correntes;1.510.648,00;2.010.648,00;1.588.095,21;1.152.968,25
*********Modalidade da Despesa: Aplicações Diretas;1.510.648,00;2.010.648,00;1.588.095,21;1.152.968,25
**********Fonte: Tesouro Municipal;1.510.648,00;2.010.648,00;1.588.095,21;1.152.968,25
*******Elemento Econômico: Material de Consumo;400.000,00;400.000,00;201.841,66;172.150,94
********Categoria da Despesa: Despesas Correntes;400.000,00;400.000,00;201.841,66;172.150,94
*********Modalidade da Despesa: Aplicações Diretas;400.000,00;400.000,00;201.841,66;172.150,94
**********Fonte: Tesouro Municipal;400.000,00;400.000,00;201.841,66;172.150,94
*******Elemento Econômico: Obrigações Tributárias e Contributivas;5.000,00;5.000,00;179,76;179,76
********Categoria da Despesa: Despesas Correntes;5.000,00;5.000,00;179,76;179,76
*********Modalidade da Despesa: Aplicações Diretas;5.000,00;5.000,00;179,76;179,76
**********Fonte: Tesouro Municipal;5.000,00;5.000,00;179,76;179,76
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Física;947.795,00;965.297,01;965.297,00;804.928,66
********Categoria da Despesa: Despesas Correntes;947.795,00;965.297,01;965.297,00;804.928,66
*********Modalidade da Despesa: Aplicações Diretas;947.795,00;965.297,01;965.297,00;804.928,66
**********Fonte: Tesouro Municipal;947.795,00;965.297,01;965.297,00;804.928,66
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Jurídica;7.000.000,00;7.149.773,06;5.658.538,20;3.583.118,68
********Categoria da Despesa: Despesas Correntes;7.000.000,00;7.149.773,06;5.658.538,20;3.583.118,68
*********Modalidade da Despesa: Aplicações Diretas;7.000.000,00;7.149.773,06;5.658.538,20;3.583.118,68
**********Fonte: Tesouro Municipal;7.000.000,00;7.149.773,06;5.658.538,20;3.583.118,68
*******Elemento Econômico: Passagens e Despesas com Locomoção;20.000,00;20.000,00;8.833,22;8.403,22
********Categoria da Despesa: Despesas Correntes;20.000,00;20.000,00;8.833,22;8.403,22
*********Modalidade da Despesa: Aplicações Diretas;20.000,00;20.000,00;8.833,22;8.403,22
**********Fonte: Tesouro Municipal;20.000,00;20.000,00;8.833,22;8.403,22
**Unidade: Gabinete do Secretário;204.534.065,00;241.871.902,05;193.637.776,28;168.098.747,84
***Função: Cultura;204.534.065,00;241.871.902,05;193.637.776,28;168.098.747,84
****Sub-Função: Administração Geral;102.828.350,00;103.181.346,19;91.986.765,44;88.990.943,10
*****Programa: Suporte administrativo;102.828.350,00;103.181.346,19;91.986.765,44;88.990.943,10
******Projeto/Atividade: Administração  da Secretaria Municipal de Cultura;102.828.350,00;103.181.346,19;91.986.765,44;88.990.943,10
*******Elemento Econômico: Auxílio-Alimentação;8.478.263,00;8.365.080,33;7.529.669,69;7.529.669,69
********Categoria da Despesa: Despesas Correntes;8.478.263,00;8.365.080,33;7.529.669,69;7.529.669,69
*********Modalidade da Despesa: Aplicações Diretas;8.478.263,00;8.365.080,33;7.529.669,69;7.529.669,69
**********Fonte: Tesouro Municipal;8.478.263,00;8.365.080,33;7.529.669,69;7.529.669,69
*******Elemento Econômico: Auxílio-Transporte;1.752.254,00;1.865.436,67;1.718.493,71;1.718.493,71
********Categoria da Despesa: Despesas Correntes;1.752.254,00;1.865.436,67;1.718.493,71;1.718.493,71
*********Modalidade da Despesa: Aplicações Diretas;1.752.254,00;1.865.436,67;1.718.493,71;1.718.493,71
**********Fonte: Tesouro Municipal;1.752.254,00;1.865.436,67;1.718.493,71;1.718.493,71
*******Elemento Econômico: Despesas de Exercícios Anteriores;0,00;360.824,20;360.824,20;360.824,20
********Categoria da Despesa: Despesas Correntes;0,00;360.824,20;360.824,20;360.824,20
*********Modalidade da Despesa: Aplicações Diretas;0,00;360.824,20;360.824,20;360.824,20
**********Fonte: Tesouro Municipal;0,00;360.824,20;360.824,20;360.824,20
*******Elemento Econômico: Diárias - Civil;100.000,00;70.000,00;42.252,92;42.252,92
********Categoria da Despesa: Despesas Correntes;100.000,00;70.000,00;42.252,92;42.252,92
*********Modalidade da Despesa: Aplicações Diretas;100.000,00;70.000,00;42.252,92;42.252,92
**********Fonte: Tesouro Municipal;100.000,00;70.000,00;42.252,92;42.252,92
*******Elemento Econômico: Equipamentos e Material Permanente;730.000,00;849.205,00;403.391,96;394.612,56
********Categoria da Despesa: Despesas de Capital;730.000,00;849.205,00;403.391,96;394.612,56
*********Modalidade da Despesa: Aplicações Diretas;730.000,00;849.205,00;403.391,96;394.612,56
**********Fonte: Tesouro Municipal;730.000,00;849.205,00;403.391,96;394.612,56
*******Elemento Econômico: Locação de Mão-de-Obra;2.290.000,00;1.957.692,92;1.676.036,37;1.253.215,82
********Categoria da Despesa: Despesas Correntes;2.290.000,00;1.957.692,92;1.676.036,37;1.253.215,82
*********Modalidade da Despesa: Aplicações Diretas;2.290.000,00;1.957.692,92;1.676.036,37;1.253.215,82
**********Fonte: Tesouro Municipal;2.290.000,00;1.957.692,92;1.676.036,37;1.253.215,82
*******Elemento Econômico: Material de Consumo;1.180.000,00;903.274,07;340.662,70;308.606,10
********Categoria da Despesa: Despesas Correntes;1.180.000,00;903.274,07;340.662,70;308.606,10
*********Modalidade da Despesa: Aplicações Diretas;1.180.000,00;903.274,07;340.662,70;308.606,10
**********Fonte: Tesouro Municipal;1.180.000,00;903.274,07;340.662,70;308.606,10
*******Elemento Econômico: Obrigações Tributárias e Contributivas;4.000,00;4.000,00;4.000,00;162,84
********Categoria da Despesa: Despesas Correntes;4.000,00;4.000,00;4.000,00;162,84
*********Modalidade da Despesa: Aplicações Diretas;4.000,00;4.000,00;4.000,00;162,84
**********Fonte: Tesouro Municipal;4.000,00;4.000,00;4.000,00;162,84
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Física;20.000,00;0,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;20.000,00;0,00;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;20.000,00;0,00;0,00;0,00
**********Fonte: Tesouro Municipal;20.000,00;0,00;0,00;0,00
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Jurídica;9.805.248,00;10.337.248,00;8.415.608,70;5.909.839,86
********Categoria da Despesa: Despesas Correntes;9.805.248,00;10.337.248,00;8.415.608,70;5.909.839,86
*********Modalidade da Despesa: Aplicações Diretas;9.805.248,00;10.337.248,00;8.415.608,70;5.909.839,86
**********Fonte: Tesouro Municipal;9.805.248,00;10.337.248,00;8.415.608,70;5.909.839,86
*******Elemento Econômico: Passagens e Despesas com Locomoção;85.560,00;85.560,00;83.370,24;60.810,45
********Categoria da Despesa: Despesas Correntes;85.560,00;85.560,00;83.370,24;60.810,45
*********Modalidade da Despesa: Aplicações Diretas;85.560,00;85.560,00;83.370,24;60.810,45
**********Fonte: Tesouro Municipal;85.560,00;85.560,00;83.370,24;60.810,45
*******Elemento Econômico: Vencimentos e Vantagens Fixas - Pessoal Civil;78.383.025,00;78.383.025,00;71.412.454,95;71.412.454,95
********Categoria da Despesa: Despesas Correntes;78.383.025,00;78.383.025,00;71.412.454,95;71.412.454,95
*********Modalidade da Despesa: Aplicações Diretas;78.383.025,00;78.383.025,00;71.412.454,95;71.412.454,95
**********Fonte: Tesouro Municipal;78.383.025,00;78.383.025,00;71.412.454,95;71.412.454,95
****Sub-Função: Difusão Cultural;74.309.787,00;97.798.191,28;74.222.950,05;58.372.728,48
*****Programa: Afirmação da cidade como referência mundial em eventos e turismo;10.155.108,00;11.368.762,53;8.610.654,53;8.482.454,83
******Projeto/Atividade: Construção de Centros Culturais;2.155.108,00;2.755.108,00;18.000,00;0,00
*******Elemento Econômico: Obras e Instalações;2.155.108,00;2.755.108,00;18.000,00;0,00
********Categoria da Despesa: Despesas de Capital;2.155.108,00;2.755.108,00;18.000,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;2.155.108,00;2.755.108,00;18.000,00;0,00
**********Fonte: Outras Fontes;800.000,00;800.000,00;0,00;0,00
**********Fonte: Tesouro Municipal;1.355.108,00;1.355.108,00;18.000,00;0,00
**********Fonte: Tesouro Municipal - Recursos Vinculados;0,00;600.000,00;0,00;0,00
******Projeto/Atividade: Promoção,  Campanhas, Simpósios e Eventos Turíst., Culturais e Cívicos;2.800.000,00;3.114.469,01;3.114.469,01;3.055.451,40
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Jurídica;2.800.000,00;3.114.469,01;3.114.469,01;3.055.451,40
********Categoria da Despesa: Despesas Correntes;2.800.000,00;3.114.469,01;3.114.469,01;3.055.451,40
*********Modalidade da Despesa: Aplicações Diretas;2.800.000,00;3.114.469,01;3.114.469,01;3.055.451,40
**********Fonte: Tesouro Municipal;2.800.000,00;3.114.469,01;3.114.469,01;3.055.451,40
******Projeto/Atividade: Virada Cultural;5.200.000,00;5.499.185,52;5.478.185,52;5.427.003,43
*******Elemento Econômico: Despesas de Exercícios Anteriores;0,00;21.000,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;0,00;21.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;0,00;21.000,00;0,00;0,00
**********Fonte: Tesouro Municipal;0,00;21.000,00;0,00;0,00
*******Elemento Econômico: Obrigações Tributárias e Contributivas;150.000,00;72.441,00;72.441,00;21.258,91
********Categoria da Despesa: Despesas Correntes;150.000,00;72.441,00;72.441,00;21.258,91
*********Modalidade da Despesa: Aplicações Diretas;150.000,00;72.441,00;72.441,00;21.258,91
**********Fonte: Tesouro Municipal;150.000,00;72.441,00;72.441,00;21.258,91
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Física;300.000,00;44.089,53;44.089,53;44.089,53
********Categoria da Despesa: Despesas Correntes;300.000,00;44.089,53;44.089,53;44.089,53
*********Modalidade da Despesa: Aplicações Diretas;300.000,00;44.089,53;44.089,53;44.089,53
**********Fonte: Tesouro Municipal;300.000,00;44.089,53;44.089,53;44.089,53
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Jurídica;4.750.000,00;5.361.654,99;5.361.654,99;5.361.654,99
********Categoria da Despesa: Despesas Correntes;4.750.000,00;5.361.654,99;5.361.654,99;5.361.654,99
*********Modalidade da Despesa: Aplicações Diretas;4.750.000,00;5.361.654,99;5.361.654,99;5.361.654,99
**********Fonte: Tesouro Municipal;4.750.000,00;5.361.654,99;5.361.654,99;5.361.654,99
*****Programa: Fortalecimento/Requalificação do Centro - BID;6.950.187,00;13.429.829,36;12.917.403,16;7.775.364,59
******Projeto/Atividade: Ação Centro BID - Biblioteca Mario de Andrade;6.950.187,00;13.429.829,36;12.917.403,16;7.775.364,59
*******Elemento Econômico: Obras e Instalações;6.401.003,00;12.431.936,56;12.196.866,21;7.187.493,51
********Categoria da Despesa: Despesas de Capital;6.401.003,00;12.431.936,56;12.196.866,21;7.187.493,51
*********Modalidade da Despesa: Aplicações Diretas;6.401.003,00;12.431.936,56;12.196.866,21;7.187.493,51
**********Fonte: Operações de Crédito;5.020.395,00;9.780.891,14;9.751.818,77;5.749.994,81
**********Fonte: Tesouro Municipal;1.380.608,00;2.128.401,27;2.128.401,27;1.437.498,70
**********Fonte: Tesouro Municipal - Recursos Vinculados;0,00;522.644,15;316.646,17;0,00
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Jurídica;549.184,00;997.892,80;720.536,95;587.871,08
********Categoria da Despesa: Despesas de Capital;549.184,00;997.892,80;720.536,95;587.871,08
*********Modalidade da Despesa: Aplicações Diretas;549.184,00;997.892,80;720.536,95;587.871,08
**********Fonte: Tesouro Municipal;549.184,00;720.536,95;720.536,95;587.871,08
**********Fonte: Tesouro Municipal - Recursos Vinculados;0,00;277.355,85;0,00;0,00
*****Programa: Ile de France;5.344.937,00;13.701.101,95;7.013.224,91;4.157.742,76
******Projeto/Atividade: Ile de France - Construção de Centro Cultural na Cidade Tiradentes;5.344.937,00;13.701.101,95;7.013.224,91;4.157.742,76
*******Elemento Econômico: Despesas de Exercícios Anteriores;0,00;122.525,95;0,00;0,00
********Categoria da Despesa: Despesas de Capital;0,00;122.525,95;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;0,00;122.525,95;0,00;0,00
**********Fonte: Tesouro Municipal;0,00;122.525,95;0,00;0,00
*******Elemento Econômico: Obras e Instalações;5.344.937,00;13.578.576,00;7.013.224,91;4.157.742,76
********Categoria da Despesa: Despesas de Capital;5.344.937,00;13.578.576,00;7.013.224,91;4.157.742,76
*********Modalidade da Despesa: Aplicações Diretas;5.344.937,00;13.578.576,00;7.013.224,91;4.157.742,76
**********Fonte: Outras Fontes;500.000,00;500.000,00;349.571,77;349.571,77
**********Fonte: Tesouro Municipal;3.744.937,00;11.078.576,00;4.663.653,14;1.808.170,99
**********Fonte: Transferências Estaduais;1.100.000,00;2.000.000,00;2.000.000,00;2.000.000,00
*****Programa: Incentivo à produção cultural e à interação criativa;38.734.677,00;38.542.393,90;34.661.473,03;31.340.114,36
******Projeto/Atividade: Contribuição à Fundação Bienal de São Paulo;2.232.415,00;2.232.415,00;2.149.405,31;2.149.405,31
*******Elemento Econômico: Contribuições;2.232.415,00;2.232.415,00;2.149.405,31;2.149.405,31
********Categoria da Despesa: Despesas Correntes;2.232.415,00;2.232.415,00;2.149.405,31;2.149.405,31
*********Modalidade da Despesa: Transferências a Instituições Privadas sem fins Lucrativos;2.232.415,00;2.232.415,00;2.149.405,31;2.149.405,31
**********Fonte: Tesouro Municipal;2.232.415,00;2.232.415,00;2.149.405,31;2.149.405,31
******Projeto/Atividade: Convênio com a Fundação Dorina Nowill para Cegos;225.000,00;225.000,00;0,00;0,00
*******Elemento Econômico: Subvenções Sociais;225.000,00;225.000,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;225.000,00;225.000,00;0,00;0,00
*********Modalidade da Despesa: Transferências a Instituições Privadas sem fins Lucrativos;225.000,00;225.000,00;0,00;0,00
**********Fonte: Tesouro Municipal;225.000,00;225.000,00;0,00;0,00
******Projeto/Atividade: E1789 - IV Alto da Paixão de Cristo na Vila Maria Promovido pelo NUDAC;20.000,00;0,00;0,00;0,00
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Jurídica;20.000,00;0,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;20.000,00;0,00;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;20.000,00;0,00;0,00;0,00
**********Fonte: Tesouro Municipal;20.000,00;0,00;0,00;0,00
******Projeto/Atividade: E1790 - 1ª Semana Cultural da Zona Norte - Festival de Cultura;35.000,00;35.000,00;0,00;0,00
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Jurídica;35.000,00;35.000,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;35.000,00;35.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;35.000,00;35.000,00;0,00;0,00
**********Fonte: Tesouro Municipal;35.000,00;35.000,00;0,00;0,00
******Projeto/Atividade: E1903 - Contribuição para a Realização do Concurso Prêmio Pequeno Escritor, organizado pelo Conselho Comunitário de São Paulo no Mês de Setembro;30.000,00;30.000,00;0,00;0,00
*******Elemento Econômico: Auxílios;30.000,00;30.000,00;0,00;0,00
********Categoria da Despesa: Despesas de Capital;30.000,00;30.000,00;0,00;0,00
*********Modalidade da Despesa: Transferências a Instituições Privadas sem fins Lucrativos;30.000,00;30.000,00;0,00;0,00
**********Fonte: Tesouro Municipal;30.000,00;30.000,00;0,00;0,00
******Projeto/Atividade: E3223 - Centro de Defesa dos Direitos da Criança e do Adolescente Mônica Baio Trevisan, em Sabopemba, CNPJ 67.143.818/0001-34 - Aquisição de Material Audiovisual para CEDECA Sapopemba;50.000,00;50.000,00;0,00;0,00
*******Elemento Econômico: Auxílios;50.000,00;50.000,00;0,00;0,00
********Categoria da Despesa: Despesas de Capital;50.000,00;50.000,00;0,00;0,00
*********Modalidade da Despesa: Transferências a Instituições Privadas sem fins Lucrativos;50.000,00;50.000,00;0,00;0,00
**********Fonte: Tesouro Municipal;50.000,00;50.000,00;0,00;0,00
******Projeto/Atividade: E3242 - Aquisição de Equipamentos para o Centro Cineclubista de São Paulo, para Formação e Capacitação em Audiovisual em Regiões Periféricas da Cidade;30.000,00;30.000,00;0,00;0,00
*******Elemento Econômico: Equipamentos e Material Permanente;30.000,00;30.000,00;0,00;0,00
********Categoria da Despesa: Despesas de Capital;30.000,00;30.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;30.000,00;30.000,00;0,00;0,00
**********Fonte: Tesouro Municipal;30.000,00;30.000,00;0,00;0,00
******Projeto/Atividade: E3247 - Centro de Defesa dos Direitos da Criança e do Adolescente Mônica Baio Trevisan, em Sabopemba, CNPJ 67.143.818/0001-34, Realização de Curso de Arte e Teatro Voltado aos Jovens e Adolescentes da Região de Sapopemba;150.000,00;150.000,00;0,00;0,00
*******Elemento Econômico: Subvenções Sociais;150.000,00;150.000,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;150.000,00;150.000,00;0,00;0,00
*********Modalidade da Despesa: Transferências a Instituições Privadas sem fins Lucrativos;150.000,00;150.000,00;0,00;0,00
**********Fonte: Tesouro Municipal;150.000,00;150.000,00;0,00;0,00
******Projeto/Atividade: E908 - Realização do 6º Cine Fantasy;100.000,00;100.000,00;0,00;0,00
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Jurídica;100.000,00;100.000,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;100.000,00;100.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;100.000,00;100.000,00;0,00;0,00
**********Fonte: Tesouro Municipal;100.000,00;100.000,00;0,00;0,00
******Projeto/Atividade: E909 - Cria a Realização de Oficinas e Exibição de Filmes nas Escolas Municipais de São Paulo, Administrado Pelo Cine-Favela-SP;150.000,00;150.000,00;0,00;0,00
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Jurídica;150.000,00;150.000,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;150.000,00;150.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;150.000,00;150.000,00;0,00;0,00
**********Fonte: Tesouro Municipal;150.000,00;150.000,00;0,00;0,00
******Projeto/Atividade: Fomento ao Cinema;10.000.000,00;10.453.716,90;8.417.222,98;7.494.250,02
*******Elemento Econômico: Obrigações Tributárias e Contributivas;80.000,00;80.000,00;80.000,00;30.000,00
********Categoria da Despesa: Despesas Correntes;80.000,00;80.000,00;80.000,00;30.000,00
*********Modalidade da Despesa: Aplicações Diretas;80.000,00;80.000,00;80.000,00;30.000,00
**********Fonte: Tesouro Municipal;80.000,00;80.000,00;80.000,00;30.000,00
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Física;400.000,00;400.000,00;150.000,00;150.000,00
********Categoria da Despesa: Despesas Correntes;400.000,00;400.000,00;150.000,00;150.000,00
*********Modalidade da Despesa: Aplicações Diretas;400.000,00;400.000,00;150.000,00;150.000,00
**********Fonte: Tesouro Municipal;400.000,00;400.000,00;150.000,00;150.000,00
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Jurídica;9.520.000,00;9.973.716,90;8.187.222,98;7.314.250,02
********Categoria da Despesa: Despesas Correntes;9.520.000,00;9.973.716,90;8.187.222,98;7.314.250,02
*********Modalidade da Despesa: Aplicações Diretas;9.520.000,00;9.973.716,90;8.187.222,98;7.314.250,02
**********Fonte: Tesouro Municipal;9.520.000,00;9.973.716,90;8.187.222,98;7.314.250,02
******Projeto/Atividade: Fomento ao Teatro para a Cidade de São Paulo - Lei 13.279/02;13.280.000,00;12.780.000,00;12.623.611,00;11.139.926,37
